dbCAN subfam	Subfam Composition	Subfam EC	Substrate	Profile Length	Gene ID	Gene Length	E Value	Profile Start	Profile End	Gene Start	Gene End	Coverage
GT4_e1254	GT4:12	-	-	149	3300029615.a:Ga0245146_100014_56	369	7.1e-38	2	147	193	337	0.9731543624161074	0.9731543624161074
GT2	GT2:444	-	-	314	3300029615.a:Ga0245146_100032_135	337	1.9e-126	2	295	5	299	0.9331210191082803	0.9331210191082803
GT2	GT2:8|GT4:1	-	-	254	3300029615.a:Ga0245146_100078_123	310	6.2e-76	1	254	7	280	0.9960629921259843	0.9960629921259843
GT51_e160	GT51:316	-	-	185	3300029615.a:Ga0245146_100078_150	785	1.2e-77	2	184	71	256	0.9837837837837838	0.9837837837837838
GH73_e88	GH73:188|CBM50:180	-	-	129	3300029615.a:Ga0245146_100082_38	278	1.1e-60	2	129	39	166	0.9844961240310077	0.9844961240310077
GT2	GT2:7	-	-	210	3300029615.a:Ga0245146_100082_55	304	2.9e-44	1	198	23	211	0.9380952380952381	0.9380952380952381
GT2	GT2:6	-	-	95	3300029615.a:Ga0245146_100154_17	312	1.5e-26	1	95	23	119	0.9894736842105263	0.9894736842105263
GT3_e2	GT3:273|GT35:70	-	-	338	3300029615.a:Ga0245146_100154_3	1420	3.8e-144	1	337	18	353	0.9940828402366864	0.9940828402366864
GT35_e7	GT35:1062|GT3:53	2.4.1.1:9	-	531	3300029615.a:Ga0245146_100154_3	1420	3.4e-228	1	529	690	1218	0.9943502824858758	0.9943502824858758
GT5_e28	GT5:878	-	-	225	3300029615.a:Ga0245146_100154_67	229	8.7e-84	39	223	1	186	0.8177777777777778	0.8177777777777778
GH18_e386	GH18:6	-	-	128	3300029615.a:Ga0245146_100542_4	313	3.5e-52	1	127	77	201	0.984375	0.984375
GH18_e222	GH18:5	-	-	199	3300029615.a:Ga0245146_100542_6	502	1.6e-76	1	199	188	385	0.9949748743718593	0.9949748743718593
CE4_e39	CE4:12	-	-	115	3300029615.a:Ga0245146_101244_7	241	3.4e-48	2	115	24	137	0.9826086956521739	0.9826086956521739
GH130_e2	GH130:87	-	-	341	3300029615.a:Ga0245146_100014_20	349	3.2e-169	1	340	7	346	0.9941348973607038	0.9941348973607038
GT19_e2	GT19:889	-	-	349	3300029615.a:Ga0245146_100014_51	393	1.2e-137	1	349	5	357	0.997134670487106	0.997134670487106
CE11_e18	CE11:339	-	-	269	3300029615.a:Ga0245146_100014_81	464	2.9e-104	1	268	6	297	0.9925650557620818	0.9925650557620818
GT28_e59	GT28:14	-	-	148	3300029615.a:Ga0245146_100032_139	332	4.2e-49	1	118	212	329	0.7905405405405406	0.7905405405405406
CBM48_e32	CBM48:1020|GH13_8:992|GH13:3|GT4:2|GH28:2	2.4.1.18:166	glycogen	89	3300029615.a:Ga0245146_100032_210	685	1.3e-27	1	89	63	150	0.9887640449438202	0.9887640449438202
GH13_e20	GH13_8:470|CBM48:339|GH13:16|GT4:1|GH28:1	2.4.1.18:50	sucrose, alpha-glucan	293	3300029615.a:Ga0245146_100032_210	685	3.7e-133	1	293	235	525	0.9965870307167235	0.9965870307167235
GH2_e134	GH2:9	-	-	358	3300029615.a:Ga0245146_100082_109	481	6.9e-104	1	358	119	473	0.9972067039106145	0.9972067039106145
GT28_e43	GT28:568	-	-	161	3300029615.a:Ga0245146_100082_26	372	4.3e-60	1	161	196	357	0.9937888198757764	0.9937888198757764
GT2	GT2:112|GT1:1|GT4:1	-	-	272	3300029615.a:Ga0245146_100082_52	332	2e-39	1	188	7	202	0.6875	0.6875
GT2	GT2:8	-	-	154	3300029615.a:Ga0245146_100082_56	244	8.4e-52	1	153	4	159	0.987012987012987	0.987012987012987
GT4_e939	GT4:9	-	-	159	3300029615.a:Ga0245146_100082_65	418	1.6e-62	1	158	225	381	0.9874213836477987	0.9874213836477987
GH133_e1	GH133:236	-	-	351	3300029615.a:Ga0245146_100154_4	647	9.7e-138	3	351	290	635	0.9914529914529915	0.9914529914529915
GT4_e602	GT4:97	-	-	147	3300029615.a:Ga0245146_100154_5	436	8.6e-74	2	145	256	399	0.9727891156462585	0.9727891156462585
GH57_e4	GH57:163|GT5:1	-	-	317	3300029615.a:Ga0245146_100154_6	416	4.8e-134	1	317	7	321	0.9968454258675079	0.9968454258675079
GT2	GT2:6	-	-	170	3300029615.a:Ga0245146_100280_71	305	8.7e-65	1	168	8	175	0.9823529411764705	0.9823529411764705
GT2	GT2:377	-	-	167	3300029615.a:Ga0245146_100406_56	242	4.5e-78	1	167	6	171	0.9940119760479041	0.9940119760479041
