Gene ID	EC#	HMMER	dbCAN_sub	DIAMOND	Signalp	#ofTools
3300029686.a:Ga0245204_100040_158	3.2.1.54:37|3.2.1.133:20|3.2.1.135:9|-	CBM34(6-131)+GH13_20(180-479)	CBM34_e0+GH13_e204	GH13_20	N	3
3300029686.a:Ga0245204_100040_197	3.2.1.41:14|3.2.1.1:4|3.2.1.68:2|3.2.1.-:2|3.2.1.-:2|3.2.1.68:1|3.2.1.41:1	GH13_14(155-463)	CBM48_e14+GH13_e95	CBM48+GH13_14	N	3
3300029686.a:Ga0245204_100040_199	2.4.1.25:3	GH77(8-488)	GH77_e1	GH77	N	3
3300029686.a:Ga0245204_100040_219	-	GH13_11(272-457)	GH13_e87	CBM48+GH13_11	N	3
3300029686.a:Ga0245204_100040_23	-	GT28(206-354)	GT28_e59	GT28	N	3
3300029686.a:Ga0245204_100040_5	-	GH2(2-567)	GH2_e57	GH2	N	3
3300029686.a:Ga0245204_100040_64	2.4.1.21:9	GT5(3-479)	GT5_e9	GT5	N	3
3300029686.a:Ga0245204_100057_113	-	GT51(79-253)	GT51_e55	GT51	N	3
3300029686.a:Ga0245204_100057_116	-	GT2(20-124)	GT2	GT2	N	3
3300029686.a:Ga0245204_100057_125	-	CE1(144-349)	CE1_e22	CE0	N	3
3300029686.a:Ga0245204_100057_126	3.2.1.156:5	GH8(54-372)	GH8_e36	GH8	N	3
3300029686.a:Ga0245204_100057_127	3.1.1.-:1	CE17(215-385)	CE17_e0	CE17	N	3
3300029686.a:Ga0245204_100057_128	3.2.1.55:2|3.2.1.37:1|-	GH43_12(5-291)+CBM91(325-519)	GH43_e259+CBM91_e25	GH43_12	N	3
3300029686.a:Ga0245204_100057_130	3.2.1.37:92|3.2.1.55:39|3.2.1.21:1|3.2.1.6:1|3.2.1.73:1	GH3(31-272)	GH3_e0	GH3	N	3
3300029686.a:Ga0245204_100057_139	2.4.1.1:158	GT35(95-812)	GT35_e0	GT35	N	3
3300029686.a:Ga0245204_100057_14	-	GH25(97-289)	GH25_e157	GH25	Y(1-39)	3
3300029686.a:Ga0245204_100057_15	-|3.2.1.54:7|3.2.1.133:3|3.2.1.135:2	CBM34(6-119)+GH13_20(170-468)	CBM34_e9+GH13_e225	CBM34+GH13_20	N	3
3300029686.a:Ga0245204_100057_153	2.4.1.20:14|2.4.1.49:1	GH94(2-812)	GH94_e12	GH94	N	3
3300029686.a:Ga0245204_100057_162	3.2.1.1:6|3.2.1.41:4|3.2.1.68:2	CBM82(48-173)+CBM83(514-609)+GH13_41(866-1165)	GH13_e61	CBM26+CBM41+CBM82+CBM83+GH13_41+3.2.1.1	Y(1-44)	3
3300029686.a:Ga0245204_100057_187	-	GH115(12-512)	GH115_e2	GH115	N	3
3300029686.a:Ga0245204_100057_198	-	GH136(239-753)	GH136_e37	GH136	Y(1-30)	3
3300029686.a:Ga0245204_100057_200	-	CE4(3-122)	CE4_e345	-	N	2
3300029686.a:Ga0245204_100057_3	3.2.1.37:10	GH39(23-453)	GH39_e74	GH39	N	3
3300029686.a:Ga0245204_100057_4	3.2.1.37:4|3.2.1.55:4	GH43_35(7-309)	GH43_e264	GH43_35	N	3
3300029686.a:Ga0245204_100057_5	-	GH51(212-824)	GH51_e49	GH51	N	3
3300029686.a:Ga0245204_100101_117	2.4.1.21:9	GT5(5-478)	GT5_e9	GT5	N	3
3300029686.a:Ga0245204_100130_10	3.2.1.23:9	GH42(13-382)	GH42_e17	GH42	N	3
3300029686.a:Ga0245204_100130_32	2.4.1.1:158	GT35(77-750)	GT35_e0	GT35	N	3
3300029686.a:Ga0245204_100130_4	3.2.1.55:37	GH51(4-501)	GH51_e0	GH51	N	3
3300029686.a:Ga0245204_100130_53	-	CE4(279-384)	CE4_e347	CE4	N	3
3300029686.a:Ga0245204_100130_6	3.2.1.-:5	GH43_26(11-313)	GH43_e105	GH43_26	N	3
3300029686.a:Ga0245204_100130_7	-|-|-	GH93(49-349)+CBM35(433-551)+CBM13(557-694)	GH93_e1+CBM35_e10+CBM13_e15	CBM13+CBM35+GH93	Y(1-28)	3
3300029686.a:Ga0245204_100160_119	3.2.1.22:25	GH36(11-702)	GH36_e0	GH36	N	3
3300029686.a:Ga0245204_100160_120	2.4.1.329:1	GH13_18(34-390)	GH13_e104	GH13_18	N	3
3300029686.a:Ga0245204_100289_15	3.2.1.26:1	GH32(28-336)	GH32_e71	GH32	N	3
3300029686.a:Ga0245204_100289_87	-	GH32(18-294)	GH32_e91	GH32	N	3
3300029686.a:Ga0245204_100292_10	3.2.1.84:1	GH31(245-681)	GH31_e37	GH31	N	3
3300029686.a:Ga0245204_100292_40	2.4.1.25:3	GH77(14-486)	GH77_e1	GH77	N	3
3300029686.a:Ga0245204_100292_44	-	GH13_36(96-419)	GH13_e162	GH13_36+3.2.1.133	Y(1-51)	3
3300029686.a:Ga0245204_100292_9	-	GH31(170-595)	GH31_e77	GH31	N	3
3300029686.a:Ga0245204_100311_36	-	GT51(83-267)	GT51_e43	GT51	N	3
3300029686.a:Ga0245204_100311_57	-	GH133(309-664)	GH133_e2	GH133	N	3
3300029686.a:Ga0245204_100334_33	-	GT2(6-136)	GT2	GT2	N	3
3300029686.a:Ga0245204_100334_38	-	GH3(151-376)	GH3_e219	GH3	N	3
3300029686.a:Ga0245204_100334_43	-	GT2(7-177)	GT2	GT2	N	3
