CGC#	Gene Type	Contig ID	Protein ID	Gene Start	Gene Stop	Direction	Protein Family
CGC1	STP	3300011747.a:Ga0120842_10183	3300011747.a:Ga0120842_10183_14	11007	11645	+	TetR_N
CGC1	null	3300011747.a:Ga0120842_10183	3300011747.a:Ga0120842_10183_15	11854	12240	+	null
CGC1	null	3300011747.a:Ga0120842_10183	3300011747.a:Ga0120842_10183_16	12287	13120	+	null
CGC1	TC	3300011747.a:Ga0120842_10183	3300011747.a:Ga0120842_10183_17	13261	15096	-	2.A.37.1.1
CGC1	TC	3300011747.a:Ga0120842_10183	3300011747.a:Ga0120842_10183_18	15290	16525	-	2.A.27.1.1
CGC1	null	3300011747.a:Ga0120842_10183	3300011747.a:Ga0120842_10183_19	16888	18039	+	null
CGC1	null	3300011747.a:Ga0120842_10183	3300011747.a:Ga0120842_10183_20	18753	19079	+	null
CGC1	STP	3300011747.a:Ga0120842_10183	3300011747.a:Ga0120842_10183_21	19076	19546	-	BLUF
CGC1	null	3300011747.a:Ga0120842_10183	3300011747.a:Ga0120842_10183_22	19709	20071	-	null
CGC1	CAZyme	3300011747.a:Ga0120842_10183	3300011747.a:Ga0120842_10183_23	20353	20997	-	GT2
CGC1	null	3300011747.a:Ga0120842_10183	3300011747.a:Ga0120842_10183_24	20994	21593	-	null
CGC1	CAZyme	3300011747.a:Ga0120842_10183	3300011747.a:Ga0120842_10183_25	21568	22362	-	CE14
CGC1	null	3300011747.a:Ga0120842_10183	3300011747.a:Ga0120842_10183_26	22350	23339	-	null
CGC1	null	3300011747.a:Ga0120842_10183	3300011747.a:Ga0120842_10183_27	23623	23856	+	null
CGC1	TC	3300011747.a:Ga0120842_10183	3300011747.a:Ga0120842_10183_28	24006	25403	-	2.A.3.1.4
CGC1	null	3300011747.a:Ga0120842_10183	3300011747.a:Ga0120842_10183_29	25508	27076	-	null
CGC1	null	3300011747.a:Ga0120842_10183	3300011747.a:Ga0120842_10183_30	27183	28559	-	null
CGC1	TF	3300011747.a:Ga0120842_10183	3300011747.a:Ga0120842_10183_31	28663	29580	+	HTH_1
CGC1	null	3300011747.a:Ga0120842_10183	3300011747.a:Ga0120842_10183_32	29826	30947	+	null
CGC1	STP	3300011747.a:Ga0120842_10183	3300011747.a:Ga0120842_10183_33	31003	31563	-	TetR_N
CGC1	STP	3300011747.a:Ga0120842_10156	3300011747.a:Ga0120842_10156_1	169	765	-	TetR_N
CGC1	null	3300011747.a:Ga0120842_10156	3300011747.a:Ga0120842_10156_2	853	2067	+	null
CGC1	null	3300011747.a:Ga0120842_10156	3300011747.a:Ga0120842_10156_3	2136	2342	-	null
CGC1	TC	3300011747.a:Ga0120842_10156	3300011747.a:Ga0120842_10156_4	2386	4485	-	1.B.14.4.1
CGC1	null	3300011747.a:Ga0120842_10156	3300011747.a:Ga0120842_10156_5	4557	4985	-	null
CGC1	null	3300011747.a:Ga0120842_10156	3300011747.a:Ga0120842_10156_6	5022	5552	-	null
CGC1	CAZyme	3300011747.a:Ga0120842_10156	3300011747.a:Ga0120842_10156_7	5675	6829	+	CBM50
CGC1	TC	3300011747.a:Ga0120842_10156	3300011747.a:Ga0120842_10156_8	6851	7981	+	3.A.11.1.3
CGC1	null	3300011747.a:Ga0120842_10156	3300011747.a:Ga0120842_10156_9	8032	8601	+	null
CGC1	null	3300011747.a:Ga0120842_10156	3300011747.a:Ga0120842_10156_10	8994	9902	-	null
CGC1	STP	3300011747.a:Ga0120842_10156	3300011747.a:Ga0120842_10156_11	10020	10664	-	TetR_N
CGC1	null	3300011747.a:Ga0120842_10156	3300011747.a:Ga0120842_10156_12	10808	12022	+	null
CGC1	TF	3300011747.a:Ga0120842_10156	3300011747.a:Ga0120842_10156_13	12044	12808	+	HTH_AraC
CGC1	null	3300011747.a:Ga0120842_10156	3300011747.a:Ga0120842_10156_14	12930	13475	+	null
CGC1	null	3300011747.a:Ga0120842_10156	3300011747.a:Ga0120842_10156_15	13620	14219	+	null
CGC1	TC	3300011747.a:Ga0120842_10156	3300011747.a:Ga0120842_10156_16	14281	14700	-	3.A.2.1.1
CGC1	TC	3300011747.a:Ga0120842_10156	3300011747.a:Ga0120842_10156_17	14718	16112	-	3.A.2.1.1
CGC1	TC	3300011747.a:Ga0120842_10156	3300011747.a:Ga0120842_10156_18	16143	17012	-	3.A.2.1.1
CGC1	TC	3300011747.a:Ga0120842_10156	3300011747.a:Ga0120842_10156_19	17090	18634	-	3.A.2.1.1
CGC1	TC	3300011747.a:Ga0120842_10156	3300011747.a:Ga0120842_10156_20	18681	19217	-	3.A.2.1.1
CGC1	TC	3300011747.a:Ga0120842_10156	3300011747.a:Ga0120842_10156_21	19230	19700	-	3.A.2.1.1
CGC1	TC	3300011747.a:Ga0120842_10156	3300011747.a:Ga0120842_10156_22	19739	19984	-	3.A.2.1.1
CGC1	TC	3300011747.a:Ga0120842_10156	3300011747.a:Ga0120842_10156_23	20069	20944	-	3.A.2.1.1
CGC1	null	3300011747.a:Ga0120842_10156	3300011747.a:Ga0120842_10156_24	21049	21447	-	null
CGC1	null	3300011747.a:Ga0120842_10156	3300011747.a:Ga0120842_10156_25	21618	22457	-	null
CGC1	TF	3300011747.a:Ga0120842_10156	3300011747.a:Ga0120842_10156_26	22585	23082	+	FUR
CGC1	TC	3300011747.a:Ga0120842_10156	3300011747.a:Ga0120842_10156_27	23064	23843	+	3.A.1.15.5
CGC1	TC	3300011747.a:Ga0120842_10156	3300011747.a:Ga0120842_10156_28	23847	24656	+	3.A.1.15.5
CGC1	TC	3300011747.a:Ga0120842_10156	3300011747.a:Ga0120842_10156_29	24658	25284	-	2.A.76.1.1
CGC1	TF	3300011747.a:Ga0120842_10034	3300011747.a:Ga0120842_10034_24	22038	23012	+	HTH_1
CGC1	null	3300011747.a:Ga0120842_10034	3300011747.a:Ga0120842_10034_25	23116	24564	-	null
CGC1	STP	3300011747.a:Ga0120842_10034	3300011747.a:Ga0120842_10034_26	24561	25853	-	Aminotran_1_2
CGC1	TF	3300011747.a:Ga0120842_10034	3300011747.a:Ga0120842_10034_27	26010	27509	+	GntR
CGC1	TC	3300011747.a:Ga0120842_10034	3300011747.a:Ga0120842_10034_28	27575	29017	-	2.A.3.1.4
CGC1	TF	3300011747.a:Ga0120842_10034	3300011747.a:Ga0120842_10034_29	29323	29871	-	HTH_3
CGC1	TC	3300011747.a:Ga0120842_10034	3300011747.a:Ga0120842_10034_30	29940	30635	+	2.A.78.2.3
CGC1	null	3300011747.a:Ga0120842_10034	3300011747.a:Ga0120842_10034_31	30632	30955	+	null
CGC1	null	3300011747.a:Ga0120842_10034	3300011747.a:Ga0120842_10034_32	30996	31580	-	null
CGC1	TC	3300011747.a:Ga0120842_10034	3300011747.a:Ga0120842_10034_33	31632	32996	-	2.A.1.2.60
CGC1	TC	3300011747.a:Ga0120842_10034	3300011747.a:Ga0120842_10034_34	33143	34225	-	2.A.109.3.1
CGC1	null	3300011747.a:Ga0120842_10034	3300011747.a:Ga0120842_10034_35	34488	35162	+	null
CGC1	TF	3300011747.a:Ga0120842_10034	3300011747.a:Ga0120842_10034_36	35227	35598	+	MerR
CGC1	null	3300011747.a:Ga0120842_10034	3300011747.a:Ga0120842_10034_37	35702	36508	+	null
CGC1	TC	3300011747.a:Ga0120842_10034	3300011747.a:Ga0120842_10034_38	36552	36893	-	9.B.72.1.1
CGC1	null	3300011747.a:Ga0120842_10034	3300011747.a:Ga0120842_10034_39	36946	37299	-	null
CGC1	null	3300011747.a:Ga0120842_10034	3300011747.a:Ga0120842_10034_40	37366	38343	-	null
CGC1	STP	3300011747.a:Ga0120842_10034	3300011747.a:Ga0120842_10034_41	38347	38949	-	TetR_N
CGC1	null	3300011747.a:Ga0120842_10034	3300011747.a:Ga0120842_10034_42	39244	42078	+	null
CGC1	TC	3300011747.a:Ga0120842_10034	3300011747.a:Ga0120842_10034_43	42112	43818	-	9.B.34.1.3
CGC1	TC	3300011747.a:Ga0120842_10034	3300011747.a:Ga0120842_10034_44	44811	45713	+	1.B.1.2.4
CGC1	TC	3300011747.a:Ga0120842_10034	3300011747.a:Ga0120842_10034_45	45772	47739	-	2.A.15.1.9
CGC1	TC	3300011747.a:Ga0120842_10034	3300011747.a:Ga0120842_10034_46	47906	48598	-	1.A.1.28.6
CGC1	TC	3300011747.a:Ga0120842_10034	3300011747.a:Ga0120842_10034_47	48767	50482	-	2.A.21.7.2
CGC1	TC	3300011747.a:Ga0120842_10034	3300011747.a:Ga0120842_10034_48	50484	50816	-	9.B.136.1.1
CGC1	TC	3300011747.a:Ga0120842_10034	3300011747.a:Ga0120842_10034_49	51000	54497	+	2.A.21.9.2
CGC1	null	3300011747.a:Ga0120842_10034	3300011747.a:Ga0120842_10034_50	54887	55654	+	null
CGC1	TF	3300011747.a:Ga0120842_10034	3300011747.a:Ga0120842_10034_51	55697	56347	-	GerE
CGC1	null	3300011747.a:Ga0120842_10034	3300011747.a:Ga0120842_10034_52	56724	57461	+	null
CGC1	null	3300011747.a:Ga0120842_10034	3300011747.a:Ga0120842_10034_53	57506	58618	+	null
