dbCAN subfam	Subfam Composition	Subfam EC	Substrate	Profile Length	Gene ID	Gene Length	E Value	Profile Start	Profile End	Gene Start	Gene End	Coverage
GH13_e188	GH13:17|CBM26:2	-	sucrose	286	3300026288.a:Ga0209572_1000009_18	555	2.8e-142	1	284	158	441	0.9895104895104895	0.9895104895104895
GH43_e96	GH43_18:62|CBM66:2|GH51:2|GH43:1	-	-	230	3300026288.a:Ga0209572_1000009_207	318	2.3e-120	1	229	68	295	0.991304347826087	0.991304347826087
GH20_e108	GH20:117|CBM32:1	-	-	425	3300026288.a:Ga0209572_1000009_27	850	6.6e-211	1	424	310	733	0.9952941176470588	0.9952941176470588
GT4_e2566	GT4:386|GH3:1	-	-	167	3300026288.a:Ga0209572_1000009_409	373	1.6e-68	5	164	192	351	0.9520958083832335	0.9520958083832335
AA1_e33	AA1_1:698|AA1:86|CE4:1	1.10.3.2:77	lignin	353	3300026288.a:Ga0209572_1000012_14	501	1.6e-20	29	352	92	494	0.9150141643059491	0.9150141643059491
GH13_e24	GH13:58	-	sucrose	279	3300026288.a:Ga0209572_1000012_204	457	2.4e-142	1	277	54	332	0.989247311827957	0.989247311827957
GT2	GT2:20	-	-	178	3300026288.a:Ga0209572_1000012_311	294	2.2e-69	1	178	7	185	0.9943820224719101	0.9943820224719101
GH127_e1	GH127:332|CBM51:1	-	-	530	3300026288.a:Ga0209572_1000012_340	881	1.3e-49	52	529	345	794	0.9	0.9
GH31_e70	GH31:6	-	-	376	3300026288.a:Ga0209572_1000012_347	589	2.5e-117	4	376	30	459	0.9893617021276596	0.9893617021276596
GH2_e30	GH2:674|CBM51:7|CBM67:1	-	-	866	3300026288.a:Ga0209572_1000012_350	1046	0	2	866	56	923	0.9976905311778291	0.9976905311778291
PL42_e7	PL42:65|GH105:1|GH154:1	3.2.1.-:1	arabinogalactan protein	293	3300026288.a:Ga0209572_1000012_353	438	2.2e-137	1	293	42	333	0.9965870307167235	0.9965870307167235
GH171_e13	GH171:113	-	-	353	3300026288.a:Ga0209572_1000012_368	403	6.7e-195	1	353	50	402	0.9971671388101983	0.9971671388101983
GH13_e194	GH13:24|CBM41:3|GH13_41:1	-	sucrose	280	3300026288.a:Ga0209572_1000012_52	468	2.5e-128	1	277	70	347	0.9857142857142858	0.9857142857142858
GH43_e13	GH43_5:46	-	-	296	3300026288.a:Ga0209572_1000013_56	326	5e-152	1	296	28	321	0.9966216216216216	0.9966216216216216
GH67_e0	GH67:722	3.2.1.139:4|3.2.1.131:3|3.2.1.-:1	xylan, xylan	668	3300026288.a:Ga0209572_1000014_68	721	0	1	667	26	696	0.9970059880239521	0.9970059880239521
GH43_e17	CBM6:19|GH43_15:19	-	-	198	3300026288.a:Ga0209572_1000014_70	678	1e-63	1	178	66	345	0.8939393939393939	0.8939393939393939
CBM91_e11	CBM91:21|CBM6:20|GH43_15:20|GH43:1	-	xylan	178	3300026288.a:Ga0209572_1000014_70	678	1.4e-74	1	177	370	546	0.9887640449438202	0.9887640449438202
GH43_e17	CBM6:19|GH43_15:19	-	-	198	3300026288.a:Ga0209572_1000014_70	678	6.4e-46	33	197	495	660	0.8282828282828283	0.8282828282828283
GH3_e0	GH3:1894|GH67:1|CBM6:1|CBM32:1	3.2.1.37:92|3.2.1.55:39|3.2.1.21:1|3.2.1.6:1|3.2.1.73:1	xylan, arabinan, beta-glucan, beta-glucan	251	3300026288.a:Ga0209572_1000014_72	869	6.9e-110	3	245	59	306	0.9641434262948207	0.9641434262948207
