HMM Profile	Profile Length	Gene ID	Gene Length	E Value	Profile Start	Profile End	Gene Start	Gene End	Coverage
GH3.hmm	216	3300008518.a:Ga0115191_100005_127	762	1.8e-73	3	215	108	333	0.9814814814814815
GT2.hmm	230	3300008518.a:Ga0115191_100005_131	481	7.8e-18	1	230	56	327	0.9956521739130435
GH163.hmm	251	3300008518.a:Ga0115191_100005_133	713	2.1e-68	8	248	191	429	0.9561752988047809
GH2.hmm	752	3300008518.a:Ga0115191_100005_135	1321	5.7e-195	19	751	66	1026	0.973404255319149
CBM32.hmm	124	3300008518.a:Ga0115191_100005_135	1321	6.9e-24	10	122	1190	1314	0.9032258064516129
GH97.hmm	631	3300008518.a:Ga0115191_100005_139	702	1.7e-258	3	630	8	697	0.993660855784469
GH20.hmm	337	3300008518.a:Ga0115191_100005_161	772	4e-119	8	336	155	514	0.973293768545994
GH109.hmm	399	3300008518.a:Ga0115191_100005_174	400	4.8e-145	3	391	11	399	0.9724310776942355
CE3.hmm	194	3300008518.a:Ga0115191_100005_200	690	2.6e-17	1	194	24	214	0.9948453608247423
CE20.hmm	249	3300008518.a:Ga0115191_100005_200	690	8.4e-86	3	249	300	582	0.9879518072289156
GT4.hmm	160	3300008518.a:Ga0115191_100005_201	375	8e-27	9	158	197	342	0.93125
GT4.hmm	160	3300008518.a:Ga0115191_100005_207	352	1.2e-24	6	157	181	325	0.94375
CE14.hmm	124	3300008518.a:Ga0115191_100005_221	224	3.7e-16	2	124	6	115	0.9838709677419355
GT4.hmm	160	3300008518.a:Ga0115191_100005_228	372	5.8e-39	6	157	188	340	0.94375
GT4.hmm	160	3300008518.a:Ga0115191_100005_229	345	6.6e-29	7	148	175	315	0.88125
GT2.hmm	170	3300008518.a:Ga0115191_100005_231	271	2.1e-22	1	139	4	139	0.8117647058823529
GT2.hmm	170	3300008518.a:Ga0115191_100005_234	330	2.9e-30	2	150	8	156	0.8705882352941177
GH65.hmm	372	3300008518.a:Ga0115191_100005_27	675	3.6e-105	4	371	306	639	0.9865591397849462
GH97.hmm	631	3300008518.a:Ga0115191_100005_28	701	8.4e-246	7	630	11	699	0.9873217115689382
GH20.hmm	337	3300008518.a:Ga0115191_100005_75	644	8.9e-58	9	335	115	386	0.9673590504451038
GT27.hmm	295	3300008518.a:Ga0115191_100005_80	326	1.2e-25	2	236	5	232	0.7932203389830509
CE11.hmm	271	3300008518.a:Ga0115191_100010_106	463	3.1e-73	1	221	4	225	0.8118081180811808
GH23.hmm	135	3300008518.a:Ga0115191_100010_138	325	7.7e-21	2	126	116	252	0.9185185185185185
GT5.hmm	472	3300008518.a:Ga0115191_100010_212	270	3.7e-46	1	216	5	230	0.4555084745762712
GH20.hmm	337	3300008518.a:Ga0115191_100010_214	484	1.1e-107	8	336	104	448	0.973293768545994
GT2.hmm	170	3300008518.a:Ga0115191_100010_54	233	1.1e-29	2	168	3	168	0.9764705882352941
GH31.hmm	427	3300008518.a:Ga0115191_100025_170	528	5.3e-85	31	422	137	525	0.9156908665105387
CBM38.hmm	129	3300008518.a:Ga0115191_100025_20	739	1.9e-42	3	128	27	150	0.9689922480620154
GH32.hmm	293	3300008518.a:Ga0115191_100025_20	739	6.2e-100	1	290	275	572	0.9863481228668942
GH32.hmm	293	3300008518.a:Ga0115191_100025_21	486	4.3e-47	2	277	50	326	0.9385665529010239
GH109.hmm	399	3300008518.a:Ga0115191_100025_39	465	8e-165	2	398	57	461	0.9924812030075187
CE14.hmm	124	3300008518.a:Ga0115191_100025_53	239	6.8e-22	1	124	6	111	0.9919354838709677
GH13_1.hmm	306	3300008518.a:Ga0115191_100025_95	620	1.5e-56	1	302	165	484	0.9836601307189542
GH20.hmm	337	3300008518.a:Ga0115191_100033_124	771	1.1e-120	5	335	149	506	0.9792284866468842
GH95.hmm	722	3300008518.a:Ga0115191_100033_134	807	7.4e-255	4	716	20	773	0.9861495844875346
GT2.hmm	170	3300008518.a:Ga0115191_100033_148	323	2.9e-34	1	157	4	156	0.9176470588235294
GH2.hmm	752	3300008518.a:Ga0115191_100033_29	1035	1.4e-213	14	751	48	913	0.9800531914893617
GT9.hmm	225	3300008518.a:Ga0115191_100033_35	343	4.9e-37	3	202	71	296	0.8844444444444445
GH171.hmm	355	3300008518.a:Ga0115191_100033_46	414	1.4e-120	1	355	69	413	0.9971830985915493
GH2.hmm	752	3300008518.a:Ga0115191_100059_45	824	1.5e-118	23	611	15	724	0.7819148936170213
GH13_8.hmm	293	3300008518.a:Ga0115191_100059_47	629	1.3e-146	1	293	184	475	0.9965870307167235
GH133.hmm	372	3300008518.a:Ga0115191_100059_49	649	3.7e-79	10	372	288	639	0.9731182795698925
GT4.hmm	160	3300008518.a:Ga0115191_100059_51	430	2e-34	8	156	254	399	0.925
