HMM Profile	Profile Length	Gene ID	Gene Length	E Value	Profile Start	Profile End	Gene Start	Gene End	Coverage
GH77.hmm	494	3300029573.a:Ga0245101_100035_45	493	7.5e-161	1	474	9	475	0.9574898785425101
GT4.hmm	160	3300029573.a:Ga0245101_100035_82	414	3e-34	4	159	198	353	0.96875
GH29.hmm	346	3300029573.a:Ga0245101_100093_113	436	1e-108	38	346	9	341	0.8901734104046243
GT84.hmm	215	3300029573.a:Ga0245101_100093_28	2585	2.1e-72	1	213	1124	1335	0.986046511627907
GH94.hmm	1036	3300029573.a:Ga0245101_100093_28	2585	3.5e-228	4	1015	1570	2567	0.9758687258687259
GT28.hmm	157	3300029573.a:Ga0245101_100093_53	367	1.1e-22	2	150	203	348	0.9426751592356688
GH20.hmm	337	3300029573.a:Ga0245101_100093_81	402	7e-38	14	272	110	384	0.7655786350148368
GT2.hmm	170	3300029573.a:Ga0245101_100105_21	311	6.4e-35	1	166	6	167	0.9705882352941176
GH3.hmm	216	3300029573.a:Ga0245101_100105_30	335	4.2e-56	7	215	65	288	0.9629629629629629
GT76.hmm	407	3300029573.a:Ga0245101_100147_33	459	3.2e-17	57	279	128	334	0.5454545454545454
GH13_39.hmm	316	3300029573.a:Ga0245101_100181_40	641	2e-115	1	315	190	518	0.9936708860759493
GT51.hmm	177	3300029573.a:Ga0245101_100237_2	804	1.3e-63	9	177	81	249	0.9491525423728814
GT51.hmm	177	3300029573.a:Ga0245101_100240_75	932	5.2e-62	2	176	106	296	0.9830508474576272
GH13.hmm	299	3300029573.a:Ga0245101_100264_4	428	7e-50	12	288	25	314	0.9230769230769231
GT35.hmm	674	3300029573.a:Ga0245101_100292_34	795	8.6e-245	2	673	92	785	0.9955489614243324
CE4.hmm	130	3300029573.a:Ga0245101_100292_57	289	1.6e-29	7	117	87	202	0.8461538461538461
GH23.hmm	135	3300029573.a:Ga0245101_100333_25	229	5.4e-28	16	124	91	218	0.8
CE4.hmm	130	3300029573.a:Ga0245101_100333_9	209	6.4e-34	5	125	66	188	0.9230769230769231
CE9.hmm	373	3300029573.a:Ga0245101_100348_11	374	1.5e-97	9	371	13	371	0.9705093833780161
CE4.hmm	130	3300029573.a:Ga0245101_100402_30	248	2.5e-31	6	118	50	164	0.8615384615384616
GT39.hmm	223	3300029573.a:Ga0245101_100422_13	1245	1.3e-54	20	222	831	1051	0.905829596412556
CBM50.hmm	40	3300029573.a:Ga0245101_100504_29	269	8.9e-16	1	40	221	264	0.975
GH13.hmm	299	3300029573.a:Ga0245101_100680_26	413	1.9e-21	13	297	25	281	0.9498327759197325
GT28.hmm	157	3300029573.a:Ga0245101_100736_4	360	3.3e-40	2	151	189	339	0.9490445859872612
GT5.hmm	472	3300029573.a:Ga0245101_101248_10	477	9.9e-176	1	470	4	475	0.9936440677966102
GH13_9.hmm	301	3300029573.a:Ga0245101_101248_13	616	2.1e-143	1	301	175	475	0.9966777408637874
