dbCAN subfam	Subfam Composition	Subfam EC	Substrate	Profile Length	Gene ID	Gene Length	E Value	Profile Start	Profile End	Gene Start	Gene End	Coverage
GT28_e43	GT28:568	-	-	161	3300011739.a:Ga0122271_100002_149	369	8.2e-64	1	161	198	357	0.9937888198757764	0.9937888198757764
GT2	GT2:6	-	-	164	3300011739.a:Ga0122271_100002_204	297	2.3e-69	1	164	4	160	0.9939024390243902	0.9939024390243902
GH92_e18	GH92:769	3.2.1.113:6|3.2.1.-:1	host glycan, host glycan	509	3300011739.a:Ga0122271_100002_50	772	2.2e-266	2	509	246	752	0.9960707269155207	0.9960707269155207
GH109_e1	GH109:434	3.2.1.49:3	host glycan	408	3300011739.a:Ga0122271_100005_200	456	3.7e-199	1	408	33	445	0.9975490196078431	0.9975490196078431
GH3_e1	GH3:5872|GH16:4|CBM6:2|GH144:1	3.2.1.21:20|3.2.1.-:6	beta-glucan, beta-glucan	222	3300011739.a:Ga0122271_100006_87	749	2.5e-100	1	221	100	320	0.990990990990991	0.990990990990991
GH30_e1	GH30_1:271|GH30:3|GH30_3:1	-	-	417	3300011739.a:Ga0122271_100006_89	485	1.3e-213	2	417	68	483	0.9952038369304557	0.9952038369304557
CBM48_e54	CBM48:183|GH13:183	-	glycogen	77	3300011739.a:Ga0122271_100011_112	935	9.2e-32	2	77	240	315	0.974025974025974	0.974025974025974
GH13_e156	GH13:242|CBM48:233|GH13_30:1	-	sucrose	313	3300011739.a:Ga0122271_100011_112	935	1.3e-140	3	313	382	705	0.9904153354632588	0.9904153354632588
AA7_e0	AA7:17	1.1.3.-:1	chitooligosaccharide	417	3300011739.a:Ga0122271_100011_162	467	3.3e-60	2	417	55	466	0.9952038369304557	0.9952038369304557
GT2	GT2:444	-	-	314	3300011739.a:Ga0122271_100011_170	331	4.3e-142	2	297	4	299	0.9394904458598726	0.9394904458598726
GT4_e3889	GT4:44	-	-	145	3300011739.a:Ga0122271_100011_218	382	6.7e-72	2	144	208	350	0.9793103448275862	0.9793103448275862
GT2	GT2:7	-	-	134	3300011739.a:Ga0122271_100011_221	330	1.9e-66	1	132	9	139	0.9776119402985075	0.9776119402985075
GT4_e2426	GT4:9	-	-	145	3300011739.a:Ga0122271_100016_114	376	4.4e-58	1	141	203	343	0.9655172413793104	0.9655172413793104
GT4_e1686	GT4:5	-	-	145	3300011739.a:Ga0122271_100018_169	380	3.9e-76	1	143	202	344	0.9793103448275862	0.9793103448275862
GH92_e0	GH92:2578|GH43_34:10|GH88:7|GH20:2|GH125:2|CBM32:1|CBM6:1|CBM57:1	3.2.1.-:8|3.2.1.113:1|3.2.1.114:1|3.2.1.24:1	host glycan, host glycan, host glycan	494	3300011739.a:Ga0122271_100018_25	762	9.9e-222	1	494	265	760	0.9979757085020243	0.9979757085020243
GT9_e330	GT9:13|GT2:2	-	-	238	3300011739.a:Ga0122271_100038_14	634	7e-125	1	238	71	308	0.9957983193277311	0.9957983193277311
GT2	GT2:6|GT9:2	-	-	126	3300011739.a:Ga0122271_100038_14	634	1.8e-66	1	126	383	508	0.9920634920634921	0.9920634920634921
GH25_e167	GH25:6	-	-	174	3300011739.a:Ga0122271_100038_39	279	4.7e-103	1	174	84	257	0.9942528735632183	0.9942528735632183
CBM50_e391	CBM50:1681	-	chitin, peptidoglycan	49	3300011739.a:Ga0122271_100042_59	152	5.8e-28	1	49	102	150	0.9795918367346939	0.9795918367346939
GH24_e181	GH24:17	-	-	139	3300011739.a:Ga0122271_100065_90	149	4.1e-73	1	139	5	143	0.9928057553956835	0.9928057553956835
GT4_e2566	GT4:386|GH3:1	-	-	167	3300011739.a:Ga0122271_100002_559	379	3.2e-69	3	160	190	347	0.9401197604790419	0.9401197604790419
CE4_e126	CE4:51	-	-	129	3300011739.a:Ga0122271_100005_183	296	9.4e-17	3	106	78	180	0.7984496124031008	0.7984496124031008
GH13_e235	GH13:102	3.2.1.1:1	sucrose, starch	322	3300011739.a:Ga0122271_100011_120	618	9.8e-165	1	321	158	482	0.9937888198757764	0.9937888198757764
GH97_e22	GH97:651	3.2.1.3:2|3.2.1.20:2	alpha-glucan, alpha-glucan	689	3300011739.a:Ga0122271_100011_121	726	0	3	689	14	722	0.9956458635703919	0.9956458635703919
GT2	GT2:15	-	-	112	3300011739.a:Ga0122271_100011_180	284	5.1e-50	1	108	6	113	0.9553571428571429	0.9553571428571429
GT2	GT2:13	-	-	144	3300011739.a:Ga0122271_100011_185	335	9.5e-61	1	136	9	143	0.9375	0.9375
GT2	GT2:10	-	-	198	3300011739.a:Ga0122271_100011_211	308	2e-61	1	197	11	209	0.98989898989899	0.98989898989899
GT4_e881	GT4:46	-	-	143	3300011739.a:Ga0122271_100011_220	356	1.4e-63	2	142	186	326	0.9790209790209791	0.9790209790209791
GT2	GT2:387	-	-	162	3300011739.a:Ga0122271_100011_237	321	2.7e-72	1	161	5	166	0.9876543209876543	0.9876543209876543
GT25_e145	GT25:5	-	-	177	3300011739.a:Ga0122271_100016_34	266	9.7e-102	1	177	9	185	0.9943502824858758	0.9943502824858758
GT9_e65	GT9:196	-	-	249	3300011739.a:Ga0122271_100016_37	335	2.8e-93	1	245	77	307	0.9799196787148594	0.9799196787148594
GT9_e199	GT9:34	-	-	217	3300011739.a:Ga0122271_100018_218	349	5.3e-96	2	216	114	330	0.9861751152073732	0.9861751152073732
GT2	GT2:33	-	-	270	3300011739.a:Ga0122271_100018_28	341	2.5e-130	1	269	5	281	0.9925925925925926	0.9925925925925926
GT19_e2	GT19:889	-	-	349	3300011739.a:Ga0122271_100019_109	371	4.9e-163	1	349	5	352	0.997134670487106	0.997134670487106
GT51_e181	GT51:710	-	-	178	3300011739.a:Ga0122271_100019_189	780	2e-73	2	177	82	255	0.9831460674157303	0.9831460674157303
GT2	GT2:377	-	-	167	3300011739.a:Ga0122271_100019_46	241	6.1e-79	1	166	7	171	0.9880239520958084	0.9880239520958084
GH12_e14	GH12:5	-	-	148	3300011739.a:Ga0122271_100038_51	256	4e-89	1	148	106	253	0.9932432432432432	0.9932432432432432
GT4_e3423	GT4:6	-	-	152	3300011739.a:Ga0122271_100002_205	373	3.8e-82	2	152	193	343	0.9868421052631579	0.9868421052631579
GH171_e3	GH171:806|GH3:1	-	-	343	3300011739.a:Ga0122271_100002_475	414	1e-160	1	343	66	412	0.9970845481049563	0.9970845481049563
GH3_e104	GH3:538|GT4:1	-	-	225	3300011739.a:Ga0122271_100002_557	598	1.1e-105	1	225	117	341	0.9955555555555555	0.9955555555555555
GH73_e88	GH73:188|CBM50:180	-	-	129	3300011739.a:Ga0122271_100002_618	361	2.2e-62	2	128	34	164	0.9767441860465116	0.9767441860465116
CBM50_e698	CBM50:301|GH73:300	-	chitin, peptidoglycan	40	3300011739.a:Ga0122271_100002_618	361	4.8e-17	1	39	314	352	0.95	0.95
GT1_e6	GT1:750	2.4.1.46:1	-	296	3300011739.a:Ga0122271_100005_215	325	1.5e-72	1	291	3	290	0.9797297297297297	0.9797297297297297
AA3_e4	AA3_2:57|AA3:5	-	-	517	3300011739.a:Ga0122271_100005_373	513	8.3e-138	1	516	5	502	0.9961315280464217	0.9961315280464217
GT2	GT2:97	-	-	162	3300011739.a:Ga0122271_100006_282	296	1.8e-68	2	157	17	171	0.9567901234567902	0.9567901234567902
GH13_e187	GH13:65	3.2.1.1:1	sucrose, starch	297	3300011739.a:Ga0122271_100011_123	462	4.6e-131	1	297	64	341	0.9966329966329966	0.9966329966329966
GT56_e0	GT56:4056|GT41:1	2.4.1.-:18	-	353	3300011739.a:Ga0122271_100011_178	388	2.7e-24	183	323	206	343	0.39660056657223797	0.39660056657223797
GT2	GT2:15	-	-	129	3300011739.a:Ga0122271_100011_179	322	1.4e-52	1	121	9	128	0.9302325581395349	0.9302325581395349
GT8_e126	GT8:10|GT2:1	-	-	264	3300011739.a:Ga0122271_100011_182	311	1.5e-80	1	263	6	270	0.9924242424242424	0.9924242424242424
GT2	GT2:59	-	-	141	3300011739.a:Ga0122271_100011_189	288	6.9e-51	1	138	6	146	0.9716312056737588	0.9716312056737588
GT4_e2376	GT4:12	-	-	147	3300011739.a:Ga0122271_100011_209	395	6.4e-72	2	147	211	356	0.9863945578231292	0.9863945578231292
GT2	GT2:13	-	-	108	3300011739.a:Ga0122271_100011_210	305	6.7e-60	1	108	8	115	0.9907407407407407	0.9907407407407407
