#                                                                                      --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name                     accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- -----           -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CE7_e22.hmm|CE7:5    -            282 3300006487.a:Ga0100256_10018_35 -            485      0.32   11.1   0.8   1   2   2.4e-05      0.61   10.2   0.2   167   192   147   172   136   203 0.83 -
CE7_e22.hmm|CE7:5    -            282 3300006487.a:Ga0100256_10018_35 -            485      0.32   11.1   0.8   2   2      0.41   1.1e+04   -3.7   0.0   127   142   406   421   385   426 0.60 -
GH18_e317.hmm|GH18:12 -            206 3300006487.a:Ga0100256_10018_38 -            310      0.13   12.2   0.0   1   1   8.6e-06      0.22   11.4   0.0    28    64   207   242   183   253 0.84 -
GT2_e756.hmm|GH6:9|GT2:9|2.4.1.12:1 -            271 3300006487.a:Ga0100256_10018_51 -            326     0.044   13.5   0.3   1   1   3.2e-06     0.081   12.6   0.3   110   257   125   270   100   277 0.80 -
AA3_e36.hmm|AA3:15|AA3_2:1 -            594 3300006487.a:Ga0100256_10018_62 -            648     0.025   13.8   0.1   1   2   9.1e-05       1.2    8.3   0.0     3    39     6    42     4    51 0.87 -
AA3_e36.hmm|AA3:15|AA3_2:1 -            594 3300006487.a:Ga0100256_10018_62 -            648     0.025   13.8   0.1   2   2     0.003        39    3.3   0.0    58    84   461   487   441   490 0.81 -
AA3_e7.hmm|AA3_2:29        -            556 3300006487.a:Ga0100256_10018_62 -            648      0.31    9.9   0.4   1   2     0.038   4.9e+02   -0.7   0.1     1    19     7    25     7    36 0.76 -
AA3_e7.hmm|AA3_2:29        -            556 3300006487.a:Ga0100256_10018_62 -            648      0.31    9.9   0.4   2   2   8.7e-05       1.1    8.0   0.0   214   259   114   158    95   168 0.87 -
GT1_e511.hmm|GT1:11  -            387 3300006487.a:Ga0100256_10018_63 -            215     0.019   14.4   0.2   1   2     0.016     4e+02    0.2   0.0   153   191    16    54     6    73 0.84 -
GT1_e511.hmm|GT1:11  -            387 3300006487.a:Ga0100256_10018_63 -            215     0.019   14.4   0.2   2   2   2.4e-06     0.061   12.7   0.1    79   193    77   190    42   206 0.77 -
