HMM Profile	Profile Length	Gene ID	Gene Length	E Value	Profile Start	Profile End	Gene Start	Gene End	Coverage
GT2.hmm	170	3300029547.a:Ga0245108_100008_107	242	2e-25	2	168	5	170	0.9764705882352941
GT2.hmm	170	3300029547.a:Ga0245108_100008_129	374	1.5e-28	1	130	4	131	0.7588235294117647
GH2.hmm	752	3300029547.a:Ga0245108_100008_147	673	6.1e-81	30	471	17	552	0.586436170212766
GT2.hmm	170	3300029547.a:Ga0245108_100008_216	320	1.3e-32	1	168	8	170	0.9823529411764705
GT5.hmm	472	3300029547.a:Ga0245108_100008_296	272	5.8e-41	1	211	5	226	0.4449152542372881
GT2.hmm	170	3300029547.a:Ga0245108_100016_142	337	1.5e-24	2	167	6	181	0.9705882352941176
GT28.hmm	157	3300029547.a:Ga0245108_100016_146	332	1.6e-21	3	115	211	324	0.7133757961783439
GH13_8.hmm	293	3300029547.a:Ga0245108_100016_216	685	1.9e-134	1	293	234	524	0.9965870307167235
GH23.hmm	135	3300029547.a:Ga0245108_100016_228	304	9.5e-29	2	119	87	217	0.8666666666666667
GH23.hmm	135	3300029547.a:Ga0245108_100016_3	451	1.2e-24	2	121	154	290	0.8814814814814815
CBM50.hmm	40	3300029547.a:Ga0245108_100016_3	451	2e-16	1	39	406	448	0.95
GT4.hmm	160	3300029547.a:Ga0245108_100022_12	372	7.7e-30	9	155	198	340	0.9125
GT9.hmm	225	3300029547.a:Ga0245108_100022_138	354	5.3e-34	3	216	78	321	0.9466666666666667
CE4.hmm	130	3300029547.a:Ga0245108_100022_148	282	2e-21	20	127	31	142	0.823076923076923
GT2.hmm	170	3300029547.a:Ga0245108_100022_152	247	1.7e-31	17	136	2	124	0.7
GT2.hmm	170	3300029547.a:Ga0245108_100022_158	295	2.1e-21	1	164	4	178	0.9588235294117647
GH2.hmm	752	3300029547.a:Ga0245108_100022_208	481	3.2e-56	68	393	101	468	0.4321808510638298
GH23.hmm	135	3300029547.a:Ga0245108_100022_226	444	2e-22	11	121	280	435	0.8148148148148148
GT28.hmm	157	3300029547.a:Ga0245108_100022_55	372	1.5e-43	1	157	195	356	0.9936305732484076
GH73.hmm	128	3300029547.a:Ga0245108_100022_67	278	1.5e-35	2	128	36	165	0.984375
GH130.hmm	296	3300029547.a:Ga0245108_100024_18	349	1.9e-81	2	295	5	346	0.9898648648648649
GT19.hmm	354	3300029547.a:Ga0245108_100024_48	393	4.1e-111	2	352	4	356	0.9887005649717514
GT4.hmm	160	3300029547.a:Ga0245108_100024_53	360	1.5e-36	6	156	179	328	0.9375
GT2.hmm	170	3300029547.a:Ga0245108_100024_54	280	2e-18	1	109	8	116	0.6352941176470588
CE11.hmm	271	3300029547.a:Ga0245108_100024_78	464	8.6e-94	1	270	5	298	0.992619926199262
GT2.hmm	170	3300029547.a:Ga0245108_100031_164	277	6e-16	1	167	3	190	0.9764705882352941
GT2.hmm	170	3300029547.a:Ga0245108_100031_184	310	1.4e-29	1	129	6	130	0.7529411764705882
GT51.hmm	177	3300029547.a:Ga0245108_100031_210	785	3.4e-65	1	177	68	256	0.9943502824858758
GT30.hmm	177	3300029547.a:Ga0245108_100151_57	414	6.4e-46	12	176	46	206	0.9265536723163842
GT2.hmm	170	3300029547.a:Ga0245108_100152_75	305	1.7e-28	1	167	7	177	0.9764705882352941
CE1.hmm	227	3300029547.a:Ga0245108_100161_35	718	6.6e-20	5	211	465	694	0.9074889867841409
GH31.hmm	427	3300029547.a:Ga0245108_100161_70	513	2.5e-44	46	420	155	509	0.8758782201405152
GT3.hmm	637	3300029547.a:Ga0245108_100204_2	1420	4.1e-114	1	349	17	352	0.5463108320251178
GT35.hmm	674	3300029547.a:Ga0245108_100204_2	1420	9.5e-120	209	553	835	1197	0.5103857566765578
GH133.hmm	372	3300029547.a:Ga0245108_100204_3	647	2.8e-104	9	372	288	634	0.9758064516129032
GT4.hmm	160	3300029547.a:Ga0245108_100204_4	436	3.1e-34	8	155	255	399	0.91875
GH57.hmm	383	3300029547.a:Ga0245108_100204_5	416	6.1e-59	2	309	6	321	0.8015665796344648
GH2.hmm	752	3300029547.a:Ga0245108_100305_44	575	1.7e-46	75	394	88	455	0.4242021276595745
CE4.hmm	130	3300029547.a:Ga0245108_100643_23	241	3.9e-26	7	119	23	131	0.8615384615384616
