dbCAN subfam	Subfam Composition	Subfam EC	Substrate	Profile Length	Gene ID	Gene Length	E Value	Profile Start	Profile End	Gene Start	Gene End	Coverage
GT83_e24	GT83:239	-	-	476	3300011954.a:Ga0120937_100004_43	549	2e-270	1	476	11	486	0.9978991596638656	0.9978991596638656
GT2	GT2:126	-	-	263	3300011954.a:Ga0120937_100004_47	126	7.4e-56	3	118	8	122	0.4372623574144487	0.4372623574144487
GH108_e0	GH108:924	-	-	84	3300011954.a:Ga0120937_100019_92	182	3.1e-41	2	83	9	90	0.9642857142857143	0.9642857142857143
AA1_e1	AA1:57|AA1_3:53	1.10.3.2:1	lignin	342	3300011954.a:Ga0120937_100021_142	645	1.2e-46	10	272	24	322	0.7660818713450293	0.7660818713450293
CBM50_e494	CBM50:5	-	chitin, peptidoglycan	46	3300011954.a:Ga0120937_100024_40	771	6.5e-28	1	42	7	48	0.8913043478260869	0.8913043478260869
GT28_e48	GT28:443	-	-	160	3300011954.a:Ga0120937_100024_72	366	4.6e-81	1	160	196	355	0.99375	0.99375
CE11_e22	CE11:9240	3.5.1.108:18	exo-polysaccharide	272	3300011954.a:Ga0120937_100024_78	301	1.4e-117	1	270	5	274	0.9889705882352942	0.9889705882352942
GH23_e534	GH23:442	-	-	125	3300011954.a:Ga0120937_100040_9	648	1.3e-65	1	125	496	622	0.992	0.992
GT51_e153	GT51:4623	-	-	175	3300011954.a:Ga0120937_100046_69	853	5.6e-76	1	175	62	236	0.9942857142857143	0.9942857142857143
AA6_e0	AA6:425	1.6.5.6:3	lignin	196	3300011954.a:Ga0120937_100052_27	187	4.5e-17	35	159	20	146	0.6326530612244898	0.6326530612244898
GH23_e13	GH23:86	-	-	119	3300011954.a:Ga0120937_100004_358	1224	1.2e-45	1	119	612	727	0.9915966386554622	0.9915966386554622
GH24_e182	GH24:197	-	-	137	3300011954.a:Ga0120937_100004_369	185	2.7e-67	2	137	43	178	0.9854014598540146	0.9854014598540146
AA3_e57	AA3_2:11	-	-	532	3300011954.a:Ga0120937_100029_110	553	1.1e-204	1	531	6	536	0.9962406015037594	0.9962406015037594
GT51_e97	GT51:477	-	-	165	3300011954.a:Ga0120937_100029_48	226	4.1e-93	1	165	55	219	0.9939393939393939	0.9939393939393939
GT2	GT2:11	-	-	132	3300011954.a:Ga0120937_100032_89	255	1.1e-78	1	132	8	139	0.9924242424242424	0.9924242424242424
GT2	GT2:72	-	-	164	3300011954.a:Ga0120937_100044_43	276	1.5e-75	1	163	5	170	0.9878048780487805	0.9878048780487805
AA1_e46	AA1_3:109|CBM20:5|AA1:3	1.10.3.2:4|1.10.3.-:1	lignin, lignin	474	3300011954.a:Ga0120937_100045_82	636	2.3e-47	11	472	24	599	0.9725738396624473	0.9725738396624473
GH23_e239	GH23:484	-	-	111	3300011954.a:Ga0120937_100050_40	289	1.7e-54	3	111	105	211	0.972972972972973	0.972972972972973
GH3_e19	GH3:6438	3.2.1.52:16	chitin	223	3300011954.a:Ga0120937_100060_51	340	1.4e-102	2	223	56	278	0.9910313901345291	0.9910313901345291
GT2	GT2:19	-	-	154	3300011954.a:Ga0120937_100061_15	215	8.2e-77	1	154	6	157	0.9935064935064936	0.9935064935064936
AA12_e0	AA12:18	-	polyphenol	399	3300011954.a:Ga0120937_100061_64	458	9.9e-22	3	398	60	434	0.9899749373433584	0.9899749373433584
GH23_e41	GH23:436|CBM50:432	-	-	139	3300011954.a:Ga0120937_100063_37	1075	8.1e-74	1	139	139	277	0.9928057553956835	0.9928057553956835
CBM50_e213	CBM50:1472|GH23:1439	-	chitin, peptidoglycan	44	3300011954.a:Ga0120937_100063_37	1075	4.4e-16	1	42	843	884	0.9318181818181818	0.9318181818181818
CBM50_e213	CBM50:1472|GH23:1439	-	chitin, peptidoglycan	44	3300011954.a:Ga0120937_100063_37	1075	4.8e-17	1	42	908	949	0.9318181818181818	0.9318181818181818
CBM50_e213	CBM50:1472|GH23:1439	-	chitin, peptidoglycan	44	3300011954.a:Ga0120937_100063_37	1075	5.1e-16	1	43	981	1023	0.9545454545454546	0.9545454545454546
GH25_e57	GH25:385	-	-	174	3300011954.a:Ga0120937_100120_13	253	2.5e-95	1	173	51	223	0.9885057471264368	0.9885057471264368
AA6_e2	AA6:22	-	-	195	3300011954.a:Ga0120937_100120_21	189	1e-16	59	138	45	124	0.40512820512820513	0.40512820512820513
GH23_e380	GH23:290	-	-	108	3300011954.a:Ga0120937_100120_23	163	6.2e-65	1	107	50	156	0.9814814814814815	0.9814814814814815
GT2	GT2:6	-	-	227	3300011954.a:Ga0120937_100004_151	417	1.2e-143	1	227	53	279	0.9955947136563876	0.9955947136563876
GH23_e242	GH23:7	-	-	67	3300011954.a:Ga0120937_100004_231	859	1.4e-39	2	67	349	414	0.9701492537313433	0.9701492537313433
AA2_e1	AA2:59	-	-	252	3300011954.a:Ga0120937_100010_186	719	2.9e-18	4	109	71	181	0.4166666666666667	0.4166666666666667
CBM50_e391	CBM50:1681	-	chitin, peptidoglycan	49	3300011954.a:Ga0120937_100021_41	158	1.7e-29	1	49	109	157	0.9795918367346939	0.9795918367346939
GT20_e1	GT20:8450	2.4.1.15:96	-	473	3300011954.a:Ga0120937_100021_58	477	1.6e-162	9	471	2	455	0.9767441860465116	0.9767441860465116
CE4_e177	CE4:5337	3.5.1.41:1	chitin	100	3300011954.a:Ga0120937_100024_58	322	3.6e-42	1	97	96	192	0.96	0.96
GT30_e52	GT30:437	2.4.99.-:4	-	181	3300011954.a:Ga0120937_100024_96	431	2.3e-83	1	181	36	216	0.994475138121547	0.994475138121547
GT2	GT2:253|GT8:1|GT0:1	2.4.1.-:1	-	280	3300011954.a:Ga0120937_100029_97	419	2.5e-129	1	272	54	325	0.9678571428571429	0.9678571428571429
CE4_e289	CE4:411|GH153:401|GH0:1|GH39:1	-	-	169	3300011954.a:Ga0120937_100029_98	665	6.3e-78	2	169	93	260	0.9881656804733728	0.9881656804733728
GH153_e0	GH153:1203|CE4:1180	3.5.1.-:1|3.2.1.-:1	exo-polysaccharide	343	3300011954.a:Ga0120937_100029_98	665	5.1e-161	1	342	310	656	0.9941690962099126	0.9941690962099126
GT25_e185	GT25:168	-	-	175	3300011954.a:Ga0120937_100032_86	252	5e-93	1	175	3	180	0.9942857142857143	0.9942857142857143
GT4_e572	GT4:7	-	-	134	3300011954.a:Ga0120937_100032_88	338	2.5e-53	1	125	167	284	0.9253731343283582	0.9253731343283582
CE4_e167	CE4:291|GH0:3	-	-	165	3300011954.a:Ga0120937_100036_29	610	1.7e-90	1	165	93	257	0.9939393939393939	0.9939393939393939
GT2	GT2:253|GT8:1|GT0:1	2.4.1.-:1	-	280	3300011954.a:Ga0120937_100036_30	416	2.4e-131	2	272	49	319	0.9642857142857143	0.9642857142857143
GT4_e3922	GT4:20	-	-	142	3300011954.a:Ga0120937_100044_42	345	6.2e-71	1	141	172	312	0.9859154929577465	0.9859154929577465
GH23_e254	GH23:389	-	-	142	3300011954.a:Ga0120937_100050_43	371	4.5e-80	1	141	223	363	0.9859154929577465	0.9859154929577465
GT4_e154	GT4:41	-	-	147	3300011954.a:Ga0120937_100060_49	429	1.1e-67	1	147	246	392	0.9931972789115646	0.9931972789115646
