Gene ID	EC#	HMMER	dbCAN_sub	DIAMOND	Signalp	#ofTools
3300029711.a:Ga0245193_100038_117	-	CE2(151-358)	CE2_e31	CE2	Y(1-21)	3
3300029711.a:Ga0245193_100038_120	-	GT26(55-219)	GT26_e39	GT26	N	3
3300029711.a:Ga0245193_100038_122	-	GT4(212-352)	GT4_e3680	GT4	N	3
3300029711.a:Ga0245193_100038_125	-	GT2(3-137)	GT2	GT2	N	3
3300029711.a:Ga0245193_100038_127	-	GT4(195-342)	GT4_e3530	GT4	Y(1-18)	3
3300029711.a:Ga0245193_100038_129	-	GT4(209-357)	GT4_e2257	-	N	2
3300029711.a:Ga0245193_100038_131	-	GT32(23-99)	GT32_e96	-	N	2
3300029711.a:Ga0245193_100038_166	-	GH172(271-499)	GH172_e1	GH172	Y(1-25)	3
3300029711.a:Ga0245193_100038_175	-	GH5_5(192-481)	GH5_e231	GH5_5	Y(1-19)	3
3300029711.a:Ga0245193_100038_179	3.2.1.-:8|3.2.1.113:1|3.2.1.114:1|3.2.1.24:1	GH92(235-731)	GH92_e0	GH92	Y(1-17)	3
3300029711.a:Ga0245193_100038_191	-	GH31(199-637)	GH31_e65	GH31	Y(1-21)	3
3300029711.a:Ga0245193_100038_193	-	CE20(104-222)+CE20(402-529)	CE20_e33	CE20	Y(1-24)	3
3300029711.a:Ga0245193_100038_194	-|-	CBM67(143-326)+GH78(350-855)	CBM67_e3+GH78_e29	GH78	Y(1-20)	3
3300029711.a:Ga0245193_100038_196	2.4.1.281:5	GH130(47-358)	GH130_e6	GH130	N	3
3300029711.a:Ga0245193_100038_197	-	GH140(35-448)	GH140_e4	GH140	Y(1-23)	3
3300029711.a:Ga0245193_100038_198	-	GH5_5(30-313)	GH5_e231	GH5_5	Y(1-25)	3
3300029711.a:Ga0245193_100038_199	-	GH2(58-714)	GH2_e40	GH2	Y(1-24)	3
3300029711.a:Ga0245193_100038_200	-	GH5_5(40-334)	GH5_e75	GH5_5	Y(1-21)	3
3300029711.a:Ga0245193_100038_204	3.2.1.4:3|3.2.1.-:1	GH5_2(44-277)	GH5_e79	GH5_2	Y(1-24)	3
3300029711.a:Ga0245193_100038_35	-	GH23(84-221)	GH23_e461	GH23	Y(1-23)	3
3300029711.a:Ga0245193_100038_77	-	GH85(122-434)	GH85_e9	GH85	Y(1-23)	3
3300029711.a:Ga0245193_100047_101	3.2.1.22:1	GH97(14-668)	GH97_e1	GH97	Y(1-23)	3
3300029711.a:Ga0245193_100047_108	-	GH31(204-640)	GH31_e65	GH31	Y(1-22)	3
3300029711.a:Ga0245193_100047_140	3.2.1.53:2|3.2.1.-:1	GH123(60-599)	GH123_e16	GH123	Y(1-30)	3
3300029711.a:Ga0245193_100047_147	3.2.1.23:2	GH2(22-699)	GH2_e137	GH2	Y(1-24)	3
3300029711.a:Ga0245193_100047_152	-	GT23(12-268)	GT23_e4	-	N	2
3300029711.a:Ga0245193_100047_166	-	CE1(31-260)	CE1_e22	-	Y(1-21)	2
3300029711.a:Ga0245193_100047_20	3.2.1.3:2|3.2.1.20:2	GH97(9-696)	GH97_e22	GH97	Y(1-20)	3
3300029711.a:Ga0245193_100047_41	3.2.1.20:2	GH13_38(32-398)	GH13_e113	GH13_38	N	3
3300029711.a:Ga0245193_100047_56	-	CE1(162-361)	-	-	Y(1-21)	1
3300029711.a:Ga0245193_100047_75	-	GT2(6-133)	GT2	-	N	2
3300029711.a:Ga0245193_100047_79	-	GH57(6-324)	GH57_e10	GH57	N	3
3300029711.a:Ga0245193_100047_8	-	GH109(1-395)	GH109_e3	GH109	N	3
3300029711.a:Ga0245193_100047_80	-	GT4(241-388)	GT4_e602	GT4	N	3
3300029711.a:Ga0245193_100047_81	-	GH133(286-638)	GH133_e1	GH133	N	3
3300029711.a:Ga0245193_100047_96	-	GT2(2-158)	GT2	GT2	N	3
3300029711.a:Ga0245193_100049_102	-	GH2(59-931)	GH2_e30	GH2	Y(1-21)	3
3300029711.a:Ga0245193_100049_110	-	GT2(14-126)	GT2	-	N	2
3300029711.a:Ga0245193_100049_113	-	GT2(7-162)	GT2	GT2	N	3
3300029711.a:Ga0245193_100049_116	-	GT90(150-317)	-	-	N	1
3300029711.a:Ga0245193_100049_126	-	GT9(74-327)	GT9_e65	GT9	N	3
3300029711.a:Ga0245193_100049_132	-	GH20(161-506)	GH20_e135	GH20	Y(1-22)	3
3300029711.a:Ga0245193_100049_15	-	GH89(69-710)	GH89_e9	GH89	Y(1-23)	3
3300029711.a:Ga0245193_100049_150	-	GT28(195-354)	GT28_e43	GT28	N	3
3300029711.a:Ga0245193_100049_179	3.2.1.52:18|3.2.1.-:1	GH20(162-500)	GH20_e12	GH20	Y(1-25)	3
3300029711.a:Ga0245193_100049_180	-	GH3(110-330)	GH3_e6	GH3	Y(1-25)	3
3300029711.a:Ga0245193_100049_181	-	GH89(62-719)	GH89_e7	GH89	Y(1-22)	3
3300029711.a:Ga0245193_100049_188	-	GH20(140-491)	GH20_e46	GH20	Y(1-21)	3
3300029711.a:Ga0245193_100049_19	-	GH89(51-706)	GH89_e5	GH89	N	3
3300029711.a:Ga0245193_100049_192	-	GH92(358-849)	GH92_e14	GH92	Y(1-22)	3
3300029711.a:Ga0245193_100049_64	3.2.1.52:18|3.2.1.-:1	GH20(164-513)	GH20_e12	GH20	Y(1-24)	3
3300029711.a:Ga0245193_100049_67	-	GH109(47-446)	GH109_e5	GH109	Y(1-25)	3
3300029711.a:Ga0245193_100049_68	3.2.1.-:2	GH110(30-586)	GH110_e19	GH110	N	3
3300029711.a:Ga0245193_100049_78	-	GH109(55-216)	-	-	N	1
3300029711.a:Ga0245193_100049_80	-	GH33(29-356)	GH33_e107	GH33	Y(1-23)	3
3300029711.a:Ga0245193_100058_111	3.2.1.22:1	GH31(140-526)	GH31_e46	GH31	Y(1-20)	3
3300029711.a:Ga0245193_100058_125	3.2.1.11:1	GH66(312-757)	GH66_e4	GH0	Y(1-21)	3
3300029711.a:Ga0245193_100058_127	-	CBM35(754-864)	CBM35_e43	CBM35	Y(1-20)	3
3300029711.a:Ga0245193_100058_137	-	GT4(289-377)	GT4_e2349	-	N	2
3300029711.a:Ga0245193_100058_139	-	GT4(227-372)	GT4_e779	-	N	2
3300029711.a:Ga0245193_100058_167	-	GT2(4-167)	GT2	GT2	N	3
3300029711.a:Ga0245193_100058_179	-	CE11(3-296)	CE11_e18	CE11	N	3
3300029711.a:Ga0245193_100058_19	-	GT4(191-334)	GT4_e1680	GT4	N	3
3300029711.a:Ga0245193_100058_21	-	GT4(233-375)	GT4_e1632	GT4	N	3
3300029711.a:Ga0245193_100058_23	-	GT4(194-305)	GT4_e689	GT4	N	3
3300029711.a:Ga0245193_100058_60	-	GH50(50-619)	GH50_e7	GH50	Y(1-21)	3
3300029711.a:Ga0245193_100058_61	-	GH16_7(177-420)	GH16_e294	GH16	Y(1-27)	3
3300029711.a:Ga0245193_100058_85	3.2.1.169:1|-	GH84(177-471)+CBM32(631-740)	GH84_e9+CBM32_e131	GH84	Y(1-25)	3
