dbCAN subfam	Subfam Composition	Subfam EC	Substrate	Profile Length	Gene ID	Gene Length	E Value	Profile Start	Profile End	Gene Start	Gene End	Coverage
GT28_e30	GT28:2065	-	-	150	3300007921.a:Ga0111562_100008_216	357	2.3e-65	1	148	189	336	0.98	0.98
GH94_e12	GH94:336	2.4.1.20:14|2.4.1.49:1	cellulose, cellulose	806	3300007921.a:Ga0111562_100008_52	828	0	1	806	3	824	0.9987593052109182	0.9987593052109182
GH94_e8	GH94:93	2.4.1.49:1	cellulose	795	3300007921.a:Ga0111562_100019_72	799	0	1	794	3	794	0.9974842767295597	0.9974842767295597
GH13_e104	GH13_18:34|GH13:1	2.4.1.329:1	sucrose, sucrose	318	3300007921.a:Ga0111562_100029_132	546	1.1e-155	1	318	51	412	0.9968553459119497	0.9968553459119497
GH77_e1	GH77:1346|GT35:16	2.4.1.25:3	starch	479	3300007921.a:Ga0111562_100029_147	1256	1.6e-211	1	478	14	490	0.9958246346555324	0.9958246346555324
GT35_e0	GT35:17065|GH77:18|GH13_39:1	2.4.1.1:158	-	712	3300007921.a:Ga0111562_100029_147	1256	2.8e-257	1	710	582	1255	0.9957865168539326	0.9957865168539326
CBM13_e31	CBM13:55|GH25:32|CBM0:1|GH76:1|GH87:1	-	xylan	254	3300007921.a:Ga0111562_100037_84	784	1e-26	36	192	316	465	0.6141732283464567	0.6141732283464567
GH31_e25	GH31:85	-	-	482	3300007921.a:Ga0111562_100052_18	663	1e-253	1	481	134	612	0.995850622406639	0.995850622406639
GT51_e43	GT51:83	-	-	183	3300007921.a:Ga0111562_100057_68	998	7.2e-77	4	183	86	266	0.9781420765027322	0.9781420765027322
GH73_e116	GH73:17	-	-	107	3300007921.a:Ga0111562_100074_16	695	5.6e-37	2	107	290	395	0.9813084112149533	0.9813084112149533
GH32_e71	GH32:74	3.2.1.26:1	fructan	308	3300007921.a:Ga0111562_100112_41	507	4.3e-131	1	308	26	351	0.9967532467532467	0.9967532467532467
GH32_e91	GH32:5	-	-	276	3300007921.a:Ga0111562_100112_62	493	6.5e-175	1	275	19	293	0.9927536231884058	0.9927536231884058
GH3_e48	GH3:33	-	-	231	3300007921.a:Ga0111562_100137_15	429	1.3e-79	2	231	152	379	0.9913419913419913	0.9913419913419913
GH13_e200	GH13_9:2874|CBM48:2782|GH77:10|GH13:7|GH13_3:5|GH0:1|GT5:1|GH13_1:1	2.4.1.18:14	sucrose, alpha-glucan	301	3300007921.a:Ga0111562_100182_18	624	7.2e-120	1	301	192	481	0.9966777408637874	0.9966777408637874
CBM50_e564	CBM50:12	-	chitin, peptidoglycan	47	3300007921.a:Ga0111562_103360_3	421	2e-17	1	46	372	417	0.9574468085106383	0.9574468085106383
GH5_e227	GH5_2:14|CBM2:5|GH5:2	3.2.1.4:3	beta-glucan	241	3300007921.a:Ga0111562_100008_167	354	7.6e-107	2	241	56	304	0.991701244813278	0.991701244813278
GH77_e26	GH77:918|CBM34:33|GH13_39:33|GT35:1	2.4.1.25:21	starch	486	3300007921.a:Ga0111562_100008_202	510	1.9e-204	1	483	19	507	0.9917695473251029	0.9917695473251029
GT35_e0	GT35:17065|GH77:18|GH13_39:1	2.4.1.1:158	-	712	3300007921.a:Ga0111562_100008_57	815	0	1	711	97	807	0.9971910112359551	0.9971910112359551
GH16_e336	CBM4:32|GH16_3:31|GH16:2	-	-	238	3300007921.a:Ga0111562_100008_84	1149	7.1e-125	1	238	263	501	0.9957983193277311	0.9957983193277311
CBM4_e27	CBM4:33|GH16_3:31|GH16:1	-	xylan, beta-glucan	127	3300007921.a:Ga0111562_100008_84	1149	1.6e-34	1	127	527	658	0.9921259842519685	0.9921259842519685
CBM4_e27	CBM4:33|GH16_3:31|GH16:1	-	xylan, beta-glucan	127	3300007921.a:Ga0111562_100008_84	1149	5.6e-20	1	125	692	811	0.9763779527559056	0.9763779527559056
CBM4_e27	CBM4:33|GH16_3:31|GH16:1	-	xylan, beta-glucan	127	3300007921.a:Ga0111562_100008_84	1149	1.3e-35	1	127	829	962	0.9921259842519685	0.9921259842519685
CBM4_e27	CBM4:33|GH16_3:31|GH16:1	-	xylan, beta-glucan	127	3300007921.a:Ga0111562_100008_84	1149	1.7e-24	1	127	998	1125	0.9921259842519685	0.9921259842519685
GH36_e0	GH36:2202	3.2.1.22:25	alpha-galactan	700	3300007921.a:Ga0111562_100029_130	726	5.9e-293	2	699	14	706	0.9957142857142857	0.9957142857142857
