CGC#	Gene Type	Contig ID	Protein ID	Gene Start	Gene Stop	Direction	Protein Family
CGC1	CAZyme	3300008101.a:Ga0114024_100001	3300008101.a:Ga0114024_100001_7	5159	8911	-	GH92| GH92
CGC1	TF	3300008101.a:Ga0114024_100001	3300008101.a:Ga0114024_100001_8	9176	9817	+	GerE
CGC1	STP	3300008101.a:Ga0114024_100001	3300008101.a:Ga0114024_100001_9	9882	10910	+	FecR
CGC1	null	3300008101.a:Ga0114024_100001	3300008101.a:Ga0114024_100001_10	10981	13392	+	null
CGC1	CAZyme	3300008101.a:Ga0114024_100001	3300008101.a:Ga0114024_100001_11	13403	14992	+	 GH20|GH20
CGC1	TC	3300008101.a:Ga0114024_100001	3300008101.a:Ga0114024_100001_12	15184	18663	+	1.B.14.6.1
CGC2	STP	3300008101.a:Ga0114024_100001	3300008101.a:Ga0114024_100001_107	130067	130681	+	SIS
CGC2	STP	3300008101.a:Ga0114024_100001	3300008101.a:Ga0114024_100001_108	130693	131622	+	PfkB
CGC2	null	3300008101.a:Ga0114024_100001	3300008101.a:Ga0114024_100001_109	131721	132773	+	null
CGC2	TC	3300008101.a:Ga0114024_100001	3300008101.a:Ga0114024_100001_110	133868	135688	+	1.I.1.1.3
CGC2	null	3300008101.a:Ga0114024_100001	3300008101.a:Ga0114024_100001_111	135955	136152	+	null
CGC2	TF	3300008101.a:Ga0114024_100001	3300008101.a:Ga0114024_100001_112	136575	137690	+	HTH_DeoR
CGC2	null	3300008101.a:Ga0114024_100001	3300008101.a:Ga0114024_100001_113	137901	138857	+	null
CGC2	STP	3300008101.a:Ga0114024_100001	3300008101.a:Ga0114024_100001_114	138864	140057	+	Aminotran_1_2
CGC2	null	3300008101.a:Ga0114024_100001	3300008101.a:Ga0114024_100001_115	140143	140340	-	null
CGC2	STP	3300008101.a:Ga0114024_100001	3300008101.a:Ga0114024_100001_116	141087	144539	+	TPR_1+TPR_1
CGC2	null	3300008101.a:Ga0114024_100001	3300008101.a:Ga0114024_100001_117	144665	146227	+	null
CGC2	CAZyme	3300008101.a:Ga0114024_100001	3300008101.a:Ga0114024_100001_118	146514	149954	-	GH33| GH33
CGC3	TC	3300008101.a:Ga0114024_100001	3300008101.a:Ga0114024_100001_126	158639	161974	-	1.B.14.6.1
CGC3	STP	3300008101.a:Ga0114024_100001	3300008101.a:Ga0114024_100001_127	162247	163221	-	FecR
CGC3	TF	3300008101.a:Ga0114024_100001	3300008101.a:Ga0114024_100001_128	163277	163765	-	GerE
