dbCAN subfam	Subfam Composition	Subfam EC	Substrate	Profile Length	Gene ID	Gene Length	E Value	Profile Start	Profile End	Gene Start	Gene End	Coverage
GH127_e0	GH127:2142	3.2.1.185:2	arabinogalactan protein	549	3300029852.a:Ga0245291_100001_205	661	2.6e-200	2	549	12	572	0.9963570127504554	0.9963570127504554
GH94_e12	GH94:336	2.4.1.20:14|2.4.1.49:1	cellulose, cellulose	806	3300029852.a:Ga0245291_100001_283	834	0	1	806	3	831	0.9987593052109182	0.9987593052109182
GH3_e197	GH3:1321|GH78:3|CBM6:1	3.2.1.21:22|3.2.1.-:4|3.2.1.37:1|3.2.1.55:1|3.2.1.23:1|3.2.1.45:1	beta-glucan, beta-glucan, xylan, arabinan, host glycan	221	3300029852.a:Ga0245291_100001_289	476	3.1e-91	2	220	40	259	0.9864253393665159	0.9864253393665159
GT2	GT2:24	-	-	227	3300029852.a:Ga0245291_100001_320	408	3.9e-140	1	227	46	272	0.9955947136563876	0.9955947136563876
GT2	GT2:47	-	-	161	3300029852.a:Ga0245291_100001_322	319	4.4e-75	1	161	16	176	0.9937888198757764	0.9937888198757764
GT4_e426	GT4:30	-	-	146	3300029852.a:Ga0245291_100001_329	473	1.4e-67	1	146	287	437	0.9931506849315068	0.9931506849315068
GH77_e2	GH77:1777|GT4:13	2.4.1.25:4	starch	527	3300029852.a:Ga0245291_100001_415	721	1.7e-224	1	524	188	717	0.9924098671726755	0.9924098671726755
GH3_e11	GH3:169	-	-	226	3300029852.a:Ga0245291_100001_58	418	2e-117	2	226	149	372	0.9911504424778761	0.9911504424778761
GT51_e89	GT51:178	-	-	173	3300029852.a:Ga0245291_100054_3	768	8.6e-102	2	173	114	285	0.9884393063583815	0.9884393063583815
GH43_e200	GH43_22:35	-	-	243	3300029852.a:Ga0245291_100054_4	355	1e-131	1	243	57	299	0.9958847736625515	0.9958847736625515
CE20_e44	CE20:86|GH130:1	-	-	315	3300029852.a:Ga0245291_100054_87	616	1.1e-153	1	315	123	436	0.9968253968253968	0.9968253968253968
GT28_e141	GT28:314	-	-	155	3300029852.a:Ga0245291_100062_51	409	4.5e-56	1	155	219	390	0.9935483870967742	0.9935483870967742
CBM50_e119	CBM50:6	-	chitin, peptidoglycan	50	3300029852.a:Ga0245291_100062_64	101	1e-39	1	50	49	98	0.98	0.98
GH13_e240	GH13_32:193|CBM20:78|CBM25:13|GH13:5|CBM26:1|GH13_28:1|CBM74:1	3.2.1.1:5|3.2.1.116:1	sucrose, starch, starch	264	3300029852.a:Ga0245291_100121_30	1471	4.8e-79	2	264	93	389	0.9924242424242424	0.9924242424242424
CBM41_e0	CBM41:1137|CBM48:1101|GH13_14:1097|GH13_32:77|CBM25:52|GH13_41:21|CBM20:10|GH13:2|CBM68:2|CBM0:1	3.2.1.41:25|3.2.1.1:2|3.2.1.68:2	beta-glucan	99	3300029852.a:Ga0245291_100121_30	1471	4.5e-22	1	97	831	950	0.9696969696969697	0.9696969696969697
GT51_e11	GT51:184	-	-	191	3300029852.a:Ga0245291_100121_35	775	3.2e-110	2	191	82	271	0.9895287958115183	0.9895287958115183
GT4_e1800	GT4:638|GT2:1	-	-	166	3300029852.a:Ga0245291_100134_20	415	1.6e-71	3	166	209	384	0.9819277108433735	0.9819277108433735
GH13_e240	GH13_32:193|CBM20:78|CBM25:13|GH13:5|CBM26:1|GH13_28:1|CBM74:1	3.2.1.1:5|3.2.1.116:1	sucrose, starch, starch	264	3300029852.a:Ga0245291_100134_66	1783	2.5e-87	2	264	73	358	0.9924242424242424	0.9924242424242424
CBM25_e10	CBM25:52|CBM41:52|GH13_14:50|GH13_32:50|CBM48:49|GH13:2	3.2.1.1:2|3.2.1.41:2	starch	74	3300029852.a:Ga0245291_100134_66	1783	7.2e-23	1	74	536	609	0.9864864864864865	0.9864864864864865
CBM41_e0	CBM41:1137|CBM48:1101|GH13_14:1097|GH13_32:77|CBM25:52|GH13_41:21|CBM20:10|GH13:2|CBM68:2|CBM0:1	3.2.1.41:25|3.2.1.1:2|3.2.1.68:2	beta-glucan	99	3300029852.a:Ga0245291_100134_66	1783	5.6e-19	1	99	755	877	0.98989898989899	0.98989898989899
CBM48_e14	CBM48:1142|GH13_14:1124|CBM41:557|GH13_32:70|CBM25:49|GH13_41:25|GH13:12|CBM20:10|CBM68:8|GH13_42:1|CBM0:1	3.2.1.41:14|3.2.1.1:4|3.2.1.68:2|3.2.1.-:2	glycogen	92	3300029852.a:Ga0245291_100134_66	1783	1e-25	8	92	979	1068	0.9130434782608695	0.9130434782608695
GH13_e95	GH13_14:318|CBM48:209|CBM41:64|CBM68:5|GH13:2|GH133:1	3.2.1.-:2|3.2.1.68:1|3.2.1.41:1	sucrose, starch, starch, starch	310	3300029852.a:Ga0245291_100134_66	1783	7.8e-130	1	310	1141	1474	0.9967741935483871	0.9967741935483871
GH13_e234	GH13_30:1338|GH13:8|GH13_23:7|GH13_16:1	3.2.1.20:2	sucrose, starch	351	3300029852.a:Ga0245291_100158_85	592	9.3e-159	5	349	40	409	0.98005698005698	0.98005698005698
GH172_e0	GH172:444	-	-	260	3300029852.a:Ga0245291_100219_19	377	4.4e-123	1	259	98	357	0.9923076923076923	0.9923076923076923
GH31_e77	GH31:707	-	-	427	3300029852.a:Ga0245291_100219_2	842	5.5e-215	1	427	188	626	0.9976580796252927	0.9976580796252927
GH1_e38	GH1:305	3.2.1.21:4	beta-glucan	386	3300029852.a:Ga0245291_100219_55	392	4.7e-177	1	385	7	386	0.9948186528497409	0.9948186528497409
GH77_e2	GH77:1777|GT4:13	2.4.1.25:4	starch	527	3300029852.a:Ga0245291_100229_11	723	9.1e-217	1	524	183	717	0.9924098671726755	0.9924098671726755
GH13_e57	GH13_44:63|GH13:7|GH13_36:1	-	sucrose	337	3300029852.a:Ga0245291_100229_12	544	2e-168	1	337	36	379	0.9970326409495549	0.9970326409495549
CBM48_e14	CBM48:1142|GH13_14:1124|CBM41:557|GH13_32:70|CBM25:49|GH13_41:25|GH13:12|CBM20:10|CBM68:8|GH13_42:1|CBM0:1	3.2.1.41:14|3.2.1.1:4|3.2.1.68:2|3.2.1.-:2	glycogen	92	3300029852.a:Ga0245291_100229_17	685	1e-18	9	89	25	113	0.8695652173913043	0.8695652173913043
GH13_e95	GH13_14:318|CBM48:209|CBM41:64|CBM68:5|GH13:2|GH133:1	3.2.1.-:2|3.2.1.68:1|3.2.1.41:1	sucrose, starch, starch, starch	310	3300029852.a:Ga0245291_100229_17	685	2.8e-119	2	310	194	549	0.9935483870967742	0.9935483870967742
GH2_e128	GH2:126	-	-	523	3300029852.a:Ga0245291_100229_40	716	2.6e-189	1	487	69	662	0.9292543021032504	0.9292543021032504
GH127_e0	GH127:2142	3.2.1.185:2	arabinogalactan protein	549	3300029852.a:Ga0245291_100229_45	722	7.1e-230	2	549	18	610	0.9963570127504554	0.9963570127504554
GH36_e35	GH36:60	3.2.1.88:2	-	525	3300029852.a:Ga0245291_100229_46	791	0	3	525	153	677	0.9942857142857143	0.9942857142857143
GH109_e7	GH109:31	-	-	390	3300029852.a:Ga0245291_100234_10	335	3.9e-17	2	150	4	159	0.37948717948717947	0.37948717948717947
GH42_e0	GH42:710	3.2.1.-:1	arabinan	366	3300029852.a:Ga0245291_100234_25	709	2e-200	1	365	16	385	0.994535519125683	0.994535519125683
GH3_e91	GH3:308	3.2.1.21:6	beta-glucan	228	3300029852.a:Ga0245291_100234_35	778	4.5e-123	1	228	77	308	0.9956140350877193	0.9956140350877193
GH3_e197	GH3:1321|GH78:3|CBM6:1	3.2.1.21:22|3.2.1.-:4|3.2.1.37:1|3.2.1.55:1|3.2.1.23:1|3.2.1.45:1	beta-glucan, beta-glucan, xylan, arabinan, host glycan	221	3300029852.a:Ga0245291_100234_43	752	4.2e-104	1	220	32	252	0.9909502262443439	0.9909502262443439
CBM48_e3	CBM48:14267|GH13_11:14161|GH13:59|GH77:38|GH13_10:2|GH13_36:1	3.2.1.68:75|2.4.1.25:4|3.2.1.-:1	glycogen	101	3300029852.a:Ga0245291_100239_31	708	3.3e-40	5	96	3	93	0.900990099009901	0.900990099009901
GH13_e48	GH13_11:3001|CBM48:2819|GH13:35|GH77:23|GH13_10:3	3.2.1.68:15|3.2.1.-:1	sucrose, starch, starch	358	3300029852.a:Ga0245291_100239_31	708	8.5e-179	3	356	172	526	0.9860335195530726	0.9860335195530726
GH13_e41	GH13_3:1253|GH0:92|GH13:34|GT4:1	-	sucrose	217	3300029852.a:Ga0245291_100252_12	753	4.5e-90	3	217	322	540	0.9861751152073732	0.9861751152073732
GH35_e16	GH35:71	-	-	351	3300029852.a:Ga0245291_100252_45	752	8.1e-167	1	350	47	396	0.9943019943019943	0.9943019943019943
GH42_e28	GH42:371	3.2.1.23:18	arabinogalactan protein	372	3300029852.a:Ga0245291_100252_46	701	1.9e-222	1	371	26	396	0.9946236559139785	0.9946236559139785
GH13_e34	GH13_28:85|CBM26:47|CBM25:21|CBM74:9|CBM20:5|CBM13:3|GH13:1	3.2.1.1:8	sucrose, starch	266	3300029852.a:Ga0245291_100252_56	1002	5.4e-120	1	265	112	388	0.9924812030075187	0.9924812030075187
CBM74_e0	CBM74:11|GH13_28:11|CBM25:8|CBM26:8|CBM20:3|CBM13:1	-	starch	318	3300029852.a:Ga0245291_100252_56	1002	2.5e-200	1	318	650	967	0.9968553459119497	0.9968553459119497
GH3_e130	GH3:326	-	-	210	3300029852.a:Ga0245291_100280_1	992	1.2e-102	3	209	685	891	0.9809523809523809	0.9809523809523809
GH23_e314	GH23:173	-	-	75	3300029852.a:Ga0245291_100280_4	498	1.7e-38	1	75	416	491	0.9866666666666667	0.9866666666666667
GH39_e118	GH39:27|CBM35:19|CBM0:3	3.2.1.-:1	-	149	3300029852.a:Ga0245291_100280_43	1127	3.2e-61	1	149	178	343	0.9932885906040269	0.9932885906040269
GT35_e0	GT35:17065|GH77:18|GH13_39:1	2.4.1.1:158	-	712	3300029852.a:Ga0245291_100280_45	819	2.4e-298	2	710	102	814	0.9943820224719101	0.9943820224719101
GT2	GT2:373	-	-	256	3300029852.a:Ga0245291_100327_15	666	2e-112	2	256	204	458	0.9921875	0.9921875
CE20_e8	CE20:14	-	-	252	3300029852.a:Ga0245291_100327_3	550	6.5e-126	1	252	149	397	0.996031746031746	0.996031746031746
GH25_e221	GH25:108|CBM13:31	-	-	187	3300029852.a:Ga0245291_100327_5	859	2.5e-91	1	187	196	382	0.9946524064171123	0.9946524064171123
CBM13_e31	CBM13:55|GH25:32|CBM0:1|GH76:1|GH87:1	-	xylan	254	3300029852.a:Ga0245291_100327_5	859	1.6e-33	91	194	409	512	0.40551181102362205	0.40551181102362205
CBM13_e31	CBM13:55|GH25:32|CBM0:1|GH76:1|GH87:1	-	xylan	254	3300029852.a:Ga0245291_100327_5	859	5.1e-70	52	250	511	712	0.7795275590551181	0.7795275590551181
CBM13_e31	CBM13:55|GH25:32|CBM0:1|GH76:1|GH87:1	-	xylan	254	3300029852.a:Ga0245291_100327_5	859	1.5e-40	95	191	717	815	0.3779527559055118	0.3779527559055118
GT2	GT2:138	-	-	155	3300029852.a:Ga0245291_100327_6	315	8.1e-76	1	154	12	164	0.9870967741935484	0.9870967741935484
GH25_e75	GH25:68|CBM50:57	-	-	173	3300029852.a:Ga0245291_105922_3	423	1e-73	1	173	47	229	0.9942196531791907	0.9942196531791907
CBM50_e433	CBM50:68|GH25:55|GH39:1	-	chitin, peptidoglycan	42	3300029852.a:Ga0245291_105922_3	423	2.3e-17	1	42	329	369	0.9761904761904762	0.9761904761904762
CBM50_e497	CBM50:7|GH25:3	-	chitin, peptidoglycan	48	3300029852.a:Ga0245291_105922_3	423	1.6e-17	1	47	385	422	0.9583333333333334	0.9583333333333334
GT4_e207	GT4:24	-	-	142	3300029852.a:Ga0245291_100001_177	389	3.3e-66	1	141	211	351	0.9859154929577465	0.9859154929577465
GH39_e120	GH39:5|CBM35:4	-	-	153	3300029852.a:Ga0245291_100001_204	1077	1.8e-91	1	153	151	303	0.9934640522875817	0.9934640522875817
CBM35_e35	CBM35:15|GH39:14|CBM62:1	-	xylan, beta-mannan, beta-galactan	125	3300029852.a:Ga0245291_100001_204	1077	1.1e-18	1	122	499	627	0.968	0.968
CBM35_e35	CBM35:15|GH39:14|CBM62:1	-	xylan, beta-mannan, beta-galactan	125	3300029852.a:Ga0245291_100001_204	1077	5e-31	1	125	642	783	0.992	0.992
GH36_e14	GH36:180	-	-	532	3300029852.a:Ga0245291_100001_210	708	4.1e-234	1	528	71	605	0.9906015037593985	0.9906015037593985
GH13_e234	GH13_30:1338|GH13:8|GH13_23:7|GH13_16:1	3.2.1.20:2	sucrose, starch	351	3300029852.a:Ga0245291_100001_270	586	1.4e-155	5	349	33	402	0.98005698005698	0.98005698005698
GH42_e29	GH42:136	3.2.1.23:6	arabinogalactan protein	372	3300029852.a:Ga0245291_100001_288	457	1.7e-88	207	372	1	167	0.4435483870967742	0.4435483870967742
CE20_e33	CE20:279|GH33:1|CBM35:1	-	-	256	3300029852.a:Ga0245291_100001_297	649	5.7e-65	2	255	85	526	0.98828125	0.98828125
GH43_e285	GH43_11:2705|GH43:7|GH43_12:2	3.2.1.37:21|3.2.1.55:3|3.2.1.-:1	xylan, xylan, xylan	292	3300029852.a:Ga0245291_100001_298	544	2.3e-142	2	292	5	305	0.9931506849315068	0.9931506849315068
CBM91_e24	CBM91:3225|GH43_11:3213|GH43_12:1|GH43:1	-	xylan	200	3300029852.a:Ga0245291_100001_298	544	3.4e-72	1	199	334	538	0.99	0.99
GH43_e260	GH43_12:83	3.2.1.55:1	xylan	355	3300029852.a:Ga0245291_100001_303	566	1.7e-215	1	355	9	363	0.9971830985915493	0.9971830985915493
CBM48_e3	CBM48:14267|GH13_11:14161|GH13:59|GH77:38|GH13_10:2|GH13_36:1	3.2.1.68:75|2.4.1.25:4|3.2.1.-:1	glycogen	101	3300029852.a:Ga0245291_100001_412	816	1.3e-16	40	96	86	142	0.5544554455445545	0.5544554455445545
GH13_e48	GH13_11:3001|CBM48:2819|GH13:35|GH77:23|GH13_10:3	3.2.1.68:15|3.2.1.-:1	sucrose, starch, starch	358	3300029852.a:Ga0245291_100001_412	816	9.3e-146	3	356	230	599	0.9860335195530726	0.9860335195530726
GH43_e2	GH43_10:54	3.2.1.55:2	xylan	270	3300029852.a:Ga0245291_100001_422	536	1.4e-166	1	270	14	283	0.9962962962962963	0.9962962962962963
CBM91_e2	CBM91:73|GH43_10:73	-	xylan	202	3300029852.a:Ga0245291_100001_422	536	4.5e-104	2	202	327	526	0.9900990099009901	0.9900990099009901
GH8_e36	GH8:166	3.2.1.156:5	xylan	312	3300029852.a:Ga0245291_100001_423	380	1.8e-149	1	312	56	372	0.9967948717948718	0.9967948717948718
GH120_e0	GH120:143	3.2.1.37:3	xylan	65	3300029852.a:Ga0245291_100001_424	681	1.3e-21	4	59	4	59	0.8461538461538461	0.8461538461538461
GH120_e3	GH120:16	-	-	91	3300029852.a:Ga0245291_100001_424	681	1.3e-29	1	90	321	409	0.978021978021978	0.978021978021978
GH43_e116	GH43_27:61|GH43_22:1	3.2.1.55:1	xylan	281	3300029852.a:Ga0245291_100054_11	705	2.2e-142	1	281	345	678	0.99644128113879	0.99644128113879
GT2	GT2:147	-	-	133	3300029852.a:Ga0245291_100054_50	344	2.6e-48	1	132	9	142	0.9849624060150376	0.9849624060150376
GH43_e175	GH43_26:56	-	-	303	3300029852.a:Ga0245291_100054_9	340	9.8e-175	1	303	6	305	0.9966996699669967	0.9966996699669967
GH13_e144	GH13_18:83|GH13:2	2.4.1.7:2	sucrose, sucrose	344	3300029852.a:Ga0245291_100054_92	505	1.6e-176	1	344	35	380	0.997093023255814	0.997093023255814
GH23_e447	GH23:207	-	-	69	3300029852.a:Ga0245291_100060_65	380	3.8e-32	1	67	304	370	0.9565217391304348	0.9565217391304348
GH32_e28	GH32:216	3.2.1.26:6	fructan	304	3300029852.a:Ga0245291_100062_123	519	1.2e-164	1	303	45	351	0.993421052631579	0.993421052631579
GH23_e487	GH23:181	-	-	65	3300029852.a:Ga0245291_100121_20	332	6.7e-38	1	65	259	324	0.9846153846153847	0.9846153846153847
GH13_e34	GH13_28:85|CBM26:47|CBM25:21|CBM74:9|CBM20:5|CBM13:3|GH13:1	3.2.1.1:8	sucrose, starch	266	3300029852.a:Ga0245291_100121_3	1207	3.7e-113	1	265	85	351	0.9924812030075187	0.9924812030075187
CBM26_e0	CBM26:444|GH13_28:428|CBM25:17|CBM74:12|CBM20:5|GH13:4|CBM13:3	3.2.1.1:21	starch	70	3300029852.a:Ga0245291_100121_3	1207	3.6e-20	2	67	604	680	0.9285714285714286	0.9285714285714286
CBM26_e0	CBM26:444|GH13_28:428|CBM25:17|CBM74:12|CBM20:5|GH13:4|CBM13:3	3.2.1.1:21	starch	70	3300029852.a:Ga0245291_100121_3	1207	7e-23	1	69	813	889	0.9714285714285714	0.9714285714285714
CBM25_e7	CBM25:27|GH13_28:25|CBM26:17|CBM74:8|CBM13:2	-	starch	76	3300029852.a:Ga0245291_100121_3	1207	7.6e-27	1	75	1013	1084	0.9736842105263158	0.9736842105263158
CBM25_e7	CBM25:27|GH13_28:25|CBM26:17|CBM74:8|CBM13:2	-	starch	76	3300029852.a:Ga0245291_100121_3	1207	4.1e-28	1	75	1110	1181	0.9736842105263158	0.9736842105263158
GH13_e240	GH13_32:193|CBM20:78|CBM25:13|GH13:5|CBM26:1|GH13_28:1|CBM74:1	3.2.1.1:5|3.2.1.116:1	sucrose, starch, starch	264	3300029852.a:Ga0245291_100134_67	546	3.6e-95	2	264	122	397	0.9924242424242424	0.9924242424242424
GT2	GT2:33	-	-	186	3300029852.a:Ga0245291_100158_72	341	4e-98	1	186	20	204	0.9946236559139785	0.9946236559139785
