Gene ID	EC#	HMMER	dbCAN_sub	DIAMOND	Signalp	#ofTools
3300006517.a:Ga0100964_103385_6	-	AA4(6-187)	AA4_e1	-	N	2
3300006517.a:Ga0100964_105333_12	-	GT2(7-154)	GT2	GT2	N	3
3300006517.a:Ga0100964_105333_122	-	GT2(3-163)	GT2	GT2	N	3
3300006517.a:Ga0100964_105333_123	-	GT4(211-360)	GT4_e383	GT4	N	3
3300006517.a:Ga0100964_105333_124	-	GT4(193-337)	GT4_e363	GT4	N	3
3300006517.a:Ga0100964_105333_125	2.4.99.18:1	GT66(17-667)	GT66_e3	GT66	N	3
3300006517.a:Ga0100964_105333_41	-	AA6(6-204)	AA6_e2	-	N	2
3300006517.a:Ga0100964_107835_169	-	GT4(217-360)	GT4_e3616	GT4	N	3
3300006517.a:Ga0100964_107835_175	-	CE4(311-423)	CE4_e349	-	N	2
3300006517.a:Ga0100964_107835_176	-|-	GT2(5-121)+GT2(208-368)	GT2+GT2	GT2	N	3
3300006517.a:Ga0100964_107835_18	-	GT83(109-389)	-	-	Y(1-29)	1
3300006517.a:Ga0100964_107835_247	-	GH109(2-146)	GH109_e7	-	N	2
3300006517.a:Ga0100964_107835_28	-	GT4(177-332)	GT4_e3521	-	N	2
3300006517.a:Ga0100964_107835_30	-	GT4(225-381)	GT4_e1960	-	N	2
3300006517.a:Ga0100964_107835_31	-	GT2(5-163)	GT2	GT2	N	3
3300006517.a:Ga0100964_107835_362	-|-	GT4(222-365)	GT4_e3177+GT4_e1651	GT4	N	3
3300006517.a:Ga0100964_107835_363	-	GT4(214-313)	GT4_e2972	GT4	N	3
3300006517.a:Ga0100964_112546_179	-	GT4(189-338)	GT4_e1198	GT4	N	3
3300006517.a:Ga0100964_112546_180	-	CE4(2-132)	CE4_e269	-	N	2
3300006517.a:Ga0100964_112546_24	-	GT83(47-403)	GT83_e22	-	N	2
3300006517.a:Ga0100964_112546_41	-	GT2(53-220)	GT2	GT2	N	3
3300006517.a:Ga0100964_112546_42	2.4.99.18:1	GT66(38-716)	GT66_e7	GT66	N	3
3300006517.a:Ga0100964_116317_16	-	AA6(63-150)	-	-	N	1
3300006517.a:Ga0100964_116317_52	-	GT2(4-158)	GT2	-	N	2
3300006517.a:Ga0100964_120362_126	2.4.1.1:9	GT35(23-492)	GT35_e7	GT35	N	3
3300006517.a:Ga0100964_120362_264	-	GT4(243-385)	GT4_e2972	GT4	N	3
3300006517.a:Ga0100964_120362_265	-	GT4(174-320)	GT4_e2034	GT4	N	3
3300006517.a:Ga0100964_120579_31	-	GH133(301-657)	GH133_e2	GH133	N	3
3300006517.a:Ga0100964_120579_32	-	GH15(274-639)	GH15_e6	GH15	N	3
3300006517.a:Ga0100964_120579_34	-	GH57(6-317)	GH57_e13	GH57	N	3
3300006517.a:Ga0100964_120579_35	-	GH57(9-311)	GH57_e26	GH57	N	3
3300006517.a:Ga0100964_120579_36	-	GT3(14-405)	GT3_e1	GT3	N	3
3300006517.a:Ga0100964_120579_38	-	GT5(2-376)	GT4_e2145	GT4	N	3
3300006517.a:Ga0100964_107835_420	-	-	GT4_e2873	GT4	N	2
3300006517.a:Ga0100964_107835_302	-	-	GT1_e589	GT1	N	2
3300006517.a:Ga0100964_116566_28	-	-	-	GH13_11	N	1
3300006517.a:Ga0100964_116566_70	-	-	-	CBM50	N	1
3300006517.a:Ga0100964_116566_166	-	-	-	GH13_31	N	1
3300006517.a:Ga0100964_116566_239	-	-	-	GH1	N	1
3300006517.a:Ga0100964_120362_43	-	-	-	GT14	N	1
3300006517.a:Ga0100964_120362_213	-	-	-	CBM50	N	1
3300006517.a:Ga0100964_120362_222	-	-	-	CBM50	N	1
3300006517.a:Ga0100964_120362_224	-	-	-	GH39	Y(1-26)	1
3300006517.a:Ga0100964_120362_228	-	-	-	GT1	N	1
3300006517.a:Ga0100964_104611_10	-	-	-	CBM50	N	1
3300006517.a:Ga0100964_116317_12	-	-	-	GH1	N	1
3300006517.a:Ga0100964_115285_46	-	-	-	GT4	N	1
3300006517.a:Ga0100964_107835_16	-	-	-	GT2	N	1
3300006517.a:Ga0100964_107835_298	-	-	-	GH130	N	1
