CGC#	Gene Type	Contig ID	Protein ID	Gene Start	Gene Stop	Direction	Protein Family
CGC1	TF	3300029391.a:Ga0243992_100345	3300029391.a:Ga0243992_100345_26	29162	29800	-	HTH_11
CGC1	TC	3300029391.a:Ga0243992_100345	3300029391.a:Ga0243992_100345_27	29990	32398	-	4.A.2.1.11
CGC1	CAZyme	3300029391.a:Ga0243992_100345	3300029391.a:Ga0243992_100345_28	32724	34802	+	 GT51|GT51
CGC1	null	3300029391.a:Ga0243992_100345	3300029391.a:Ga0243992_100345_29	35207	35410	-	null
CGC1	TC	3300029391.a:Ga0243992_100345	3300029391.a:Ga0243992_100345_30	35546	36709	-	2.A.39.1.3
CGC1	TC	3300029391.a:Ga0243992_100345	3300029391.a:Ga0243992_100345_31	36949	38085	+	8.A.1.2.2
CGC1	TC	3300029391.a:Ga0243992_100345	3300029391.a:Ga0243992_100345_32	38101	38805	+	3.A.1.122.2
CGC1	TC	3300029391.a:Ga0243992_100345	3300029391.a:Ga0243992_100345_33	38795	40012	+	3.A.1.122.2
CGC1	null	3300029391.a:Ga0243992_100345	3300029391.a:Ga0243992_100345_34	40058	40579	-	null
CGC1	STP	3300029391.a:Ga0243992_100345	3300029391.a:Ga0243992_100345_35	40797	42038	+	Aminotran_1_2
CGC1	null	3300029391.a:Ga0243992_100345	3300029391.a:Ga0243992_100345_36	42053	43159	+	null
CGC1	TF	3300029391.a:Ga0243992_100345	3300029391.a:Ga0243992_100345_37	43244	43537	-	HTH_3
CGC1	CAZyme	3300029391.a:Ga0243992_100345	3300029391.a:Ga0243992_100345_38	43645	45054	-	AA4
CGC1	TC	3300029391.a:Ga0243992_100345	3300029391.a:Ga0243992_100345_39	45313	47214	-	3.A.1.121.4
CGC1	TC	3300029391.a:Ga0243992_100273	3300029391.a:Ga0243992_100273_4	1965	3143	-	2.A.1.2.65
CGC1	TF	3300029391.a:Ga0243992_100273	3300029391.a:Ga0243992_100273_5	3277	4158	+	HTH_1
CGC1	null	3300029391.a:Ga0243992_100273	3300029391.a:Ga0243992_100273_6	4613	5386	-	null
CGC1	STP	3300029391.a:Ga0243992_100273	3300029391.a:Ga0243992_100273_7	5397	6503	-	Aminotran_1_2
CGC1	TF	3300029391.a:Ga0243992_100273	3300029391.a:Ga0243992_100273_8	6614	7483	+	HTH_1
CGC1	null	3300029391.a:Ga0243992_100273	3300029391.a:Ga0243992_100273_9	7689	8336	-	null
CGC1	TC	3300029391.a:Ga0243992_100273	3300029391.a:Ga0243992_100273_10	8361	10523	-	3.A.7.16.1
CGC1	null	3300029391.a:Ga0243992_100273	3300029391.a:Ga0243992_100273_11	10520	10792	-	null
CGC1	TC	3300029391.a:Ga0243992_100273	3300029391.a:Ga0243992_100273_12	10999	12453	+	2.A.3.1.2
CGC1	TC	3300029391.a:Ga0243992_100273	3300029391.a:Ga0243992_100273_13	12919	14154	+	2.A.120.1.3
CGC1	null	3300029391.a:Ga0243992_100273	3300029391.a:Ga0243992_100273_14	14263	15369	-	null
CGC1	TC	3300029391.a:Ga0243992_100273	3300029391.a:Ga0243992_100273_15	15682	19356	-	1.B.12.2.2
CGC1	TC	3300029391.a:Ga0243992_100273	3300029391.a:Ga0243992_100273_16	19621	22707	-	1.B.12.2.5
CGC1	null	3300029391.a:Ga0243992_100273	3300029391.a:Ga0243992_100273_17	23002	23709	-	null
CGC1	null	3300029391.a:Ga0243992_100273	3300029391.a:Ga0243992_100273_18	23714	24436	-	null
CGC1	TC	3300029391.a:Ga0243992_100273	3300029391.a:Ga0243992_100273_19	24835	25839	+	3.A.1.23.1
CGC1	null	3300029391.a:Ga0243992_100273	3300029391.a:Ga0243992_100273_20	25852	26661	+	null
CGC1	TC	3300029391.a:Ga0243992_100273	3300029391.a:Ga0243992_100273_21	26658	27305	+	3.A.1.23.7
CGC1	CAZyme	3300029391.a:Ga0243992_100273	3300029391.a:Ga0243992_100273_22	27322	28524	-	GH73| GH73
CGC1	null	3300029391.a:Ga0243992_100273	3300029391.a:Ga0243992_100273_23	28514	28915	-	null
CGC1	null	3300029391.a:Ga0243992_100273	3300029391.a:Ga0243992_100273_24	28930	29604	-	null
CGC1	TC	3300029391.a:Ga0243992_100273	3300029391.a:Ga0243992_100273_25	29705	30025	-	2.A.7.1.4
CGC1	TC	3300029391.a:Ga0243992_100273	3300029391.a:Ga0243992_100273_26	30316	31194	+	2.A.7.3.65
CGC1	TF	3300029391.a:Ga0243992_100273	3300029391.a:Ga0243992_100273_27	31156	32007	-	HTH_1
CGC1	null	3300029391.a:Ga0243992_100273	3300029391.a:Ga0243992_100273_28	32119	33054	+	null
CGC1	TC	3300029391.a:Ga0243992_100273	3300029391.a:Ga0243992_100273_29	33231	34604	-	2.A.66.1.37
CGC1	TF	3300029391.a:Ga0243992_100273	3300029391.a:Ga0243992_100273_30	34684	35112	-	MarR
CGC1	null	3300029391.a:Ga0243992_100273	3300029391.a:Ga0243992_100273_31	35291	36232	-	null
CGC1	TF	3300029391.a:Ga0243992_100273	3300029391.a:Ga0243992_100273_32	36441	36638	-	CSD
CGC1	null	3300029391.a:Ga0243992_100273	3300029391.a:Ga0243992_100273_33	36772	37263	-	null
CGC1	null	3300029391.a:Ga0243992_100273	3300029391.a:Ga0243992_100273_34	37263	38054	-	null
