#                                                                                        --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name                       accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- -----             -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
GT2_e2377.hmm|GT2:6           -            131 3300006307.a:Ga0099615_1001134_7 -            396     0.011   16.2   0.2   1   1   6.2e-06     0.023   15.2   0.2    21    67   246   298   237   309 0.79 -
AA6_e2.hmm|AA6:22             -            195 3300006307.a:Ga0099615_1001134_7 -            396     0.063   13.4   0.0   1   1   2.8e-05       0.1   12.8   0.0     1    51   254   306   254   327 0.87 -
GT2_e4038.hmm|GT2:8           -            130 3300006307.a:Ga0099615_1001134_7 -            396     0.084   13.4   0.7   1   1   6.2e-05      0.23   12.0   0.7    21    74   246   305   237   310 0.78 -
GT2_e552.hmm|GT2:25|2.4.1.-:1 -            145 3300006307.a:Ga0099615_1001134_7 -            396      0.11   13.0   0.0   1   1   8.4e-05      0.31   11.6   0.0    21    59   246   290   240   308 0.80 -
GT4_e574.hmm|GT4:6            -            130 3300006307.a:Ga0099615_1001134_7 -            396      0.15   12.6   0.0   1   1   7.9e-05      0.29   11.6   0.0    41   100    31    90    20   111 0.83 -
GT2_e598.hmm|GT2:14           -            130 3300006307.a:Ga0099615_1001134_7 -            396      0.18   12.4   0.2   1   2      0.13   4.9e+02    1.3   0.0    93   123    56    86    40    90 0.82 -
GT2_e598.hmm|GT2:14           -            130 3300006307.a:Ga0099615_1001134_7 -            396      0.18   12.4   0.2   2   2   0.00092       3.4    8.3   0.1    32    63   261   292   247   301 0.85 -
GT2_e1441.hmm|GT2:79          -            185 3300006307.a:Ga0099615_1001134_7 -            396      0.21   12.3   2.1   1   2      0.39   1.4e+03   -0.2   0.0    25    42    70    87    57   112 0.77 -
GT2_e1441.hmm|GT2:79          -            185 3300006307.a:Ga0099615_1001134_7 -            396      0.21   12.3   2.1   2   2   0.00015      0.54   11.0   0.7    21    62   246   295   242   306 0.90 -
GT2_e3552.hmm|GT2:5  -            205 3300006307.a:Ga0099615_1001134_8 -            180      0.82   10.1   7.2   1   2   0.00011       2.8    8.4   1.2   130   156    29    55    12    69 0.81 -
GT2_e3552.hmm|GT2:5  -            205 3300006307.a:Ga0099615_1001134_8 -            180      0.82   10.1   7.2   2   2    0.0015        38    4.7   1.4   141   169    69    97    55   111 0.85 -
GT2_e2309.hmm|GT2:21 -            132 3300006307.a:Ga0099615_1000111_5 -            265      0.23   11.6   0.0   1   1   1.4e-05      0.37   10.9   0.0    34   127     8    96     3   101 0.75 -
GH71_e2.hmm|GH71:12|3.2.1.59:3 -            383 3300006307.a:Ga0099615_1000111_6 -            181       0.2   10.9   0.0   1   1   9.8e-06      0.25   10.5   0.0    96   165    19    89     7   115 0.79 -
GH18_e297.hmm|GH18:10|CBM16:9|CBM5:1 -            191 3300006307.a:Ga0099615_1000111_9 -            333      0.11   12.7   0.1   1   2   2.3e-05      0.59   10.3   0.0    46    85   111   150    94   154 0.90 -
