HMM Profile	Profile Length	Gene ID	Gene Length	E Value	Profile Start	Profile End	Gene Start	Gene End	Coverage
CE9.hmm	373	3300025853.a:Ga0208645_1000008_19	384	6.2e-121	4	373	12	378	0.9892761394101877
GH15.hmm	361	3300025853.a:Ga0208645_1000008_198	1042	1.4e-16	5	282	13	304	0.7673130193905817
CBM48.hmm	76	3300025853.a:Ga0208645_1000008_199	732	7.9e-18	8	71	138	212	0.8289473684210527
GH13_9.hmm	301	3300025853.a:Ga0208645_1000008_199	732	1.2e-157	1	301	278	578	0.9966777408637874
GH13_11.hmm	351	3300025853.a:Ga0208645_1000008_200	680	3.3e-144	1	351	178	524	0.9971509971509972
GH79.hmm	455	3300025853.a:Ga0208645_1000008_34	489	2.9e-108	3	451	34	485	0.9846153846153847
CE1.hmm	227	3300025853.a:Ga0208645_1000008_38	435	3.4e-18	24	217	217	423	0.8502202643171806
CE1.hmm	227	3300025853.a:Ga0208645_1000008_40	407	1.7e-25	1	219	183	399	0.960352422907489
GH3.hmm	216	3300025853.a:Ga0208645_1000008_56	554	1.2e-49	5	215	80	311	0.9722222222222222
GH109.hmm	399	3300025853.a:Ga0208645_1000008_73	386	1.1e-26	3	381	3	372	0.9473684210526315
AA2.hmm	255	3300025853.a:Ga0208645_1000008_76	742	9.8e-16	14	117	85	189	0.403921568627451
GH3.hmm	216	3300025853.a:Ga0208645_1000012_217	802	1e-66	3	214	32	250	0.9768518518518519
GT51.hmm	177	3300025853.a:Ga0208645_1000012_258	226	7.1e-55	9	176	46	212	0.943502824858757
GH13_4.hmm	400	3300025853.a:Ga0208645_1000012_301	642	2.1e-174	1	400	105	498	0.9975
GH109.hmm	399	3300025853.a:Ga0208645_1000012_6	353	9.7e-20	5	163	2	149	0.39598997493734334
GH13_23.hmm	344	3300025853.a:Ga0208645_1000012_71	531	2e-151	1	343	31	376	0.9941860465116279
GH109.hmm	399	3300025853.a:Ga0208645_1000012_78	350	2.5e-27	6	170	2	157	0.41102756892230574
GT30.hmm	177	3300025853.a:Ga0208645_1000015_103	409	8.2e-59	2	176	30	202	0.9830508474576272
GT9.hmm	225	3300025853.a:Ga0208645_1000015_108	335	4.5e-53	2	223	71	318	0.9822222222222222
GT9.hmm	225	3300025853.a:Ga0208645_1000015_109	312	5.1e-19	83	188	150	272	0.4666666666666667
GT2.hmm	170	3300025853.a:Ga0208645_1000015_110	262	8.4e-16	4	102	7	95	0.5764705882352941
GT4.hmm	160	3300025853.a:Ga0208645_1000015_111	350	2.7e-34	7	157	171	317	0.9375
GH73.hmm	128	3300025853.a:Ga0208645_1000015_123	290	3.4e-22	12	128	150	276	0.90625
GH109.hmm	399	3300025853.a:Ga0208645_1000015_135	353	4.3e-17	3	164	1	153	0.40350877192982454
GH73.hmm	128	3300025853.a:Ga0208645_1000015_199	335	4.6e-36	3	124	190	325	0.9453125
