Gene ID	EC#	HMMER	dbCAN_sub	DIAMOND	Signalp	#ofTools
3300025266.a:Ga0208032_1000003_281	2.4.99.-:2|2.4.99.-:2	GT107(28-311)+GT107(289-655)	GT107_e0+GT107_e0	GT107	N	3
3300025266.a:Ga0208032_1000003_296	-	GH109(1-153)	GH109_e7	-	N	2
3300025266.a:Ga0208032_1000003_356	-	GH23(63-158)	GH23_e721	GH23	Y(1-19)	3
3300025266.a:Ga0208032_1000003_382	-	GT2(256-483)	GT2	GT2	N	3
3300025266.a:Ga0208032_1000003_410	-	GT28(186-348)	GT28_e3	GT28	N	3
3300025266.a:Ga0208032_1000003_420	-	CE11(2-274)	CE11_e5	CE11	N	3
3300025266.a:Ga0208032_1000003_456	-	GT4(169-318)	GT4_e3051	GT4	N	3
3300025266.a:Ga0208032_1000003_457	-	GT30(39-215)	GT30_e43	GT30	Y(1-25)	3
3300025266.a:Ga0208032_1000003_502	-	GT2(19-111)	-	-	N	1
3300025266.a:Ga0208032_1000003_541	-	GH108(9-97)	GH108_e5	GH108	N	3
3300025266.a:Ga0208032_1000003_599	-	GH3(54-275)	GH3_e228	GH3	N	3
3300025266.a:Ga0208032_1000003_836	-	GT19(3-356)	GT19_e34	GT19	N	3
3300025266.a:Ga0208032_1000003_855	-	GH23(91-189)	GH23_e673	GH23	Y(1-22)	3
3300025266.a:Ga0208032_1000003_906	-	GT51(60-236)	GT51_e77	GT51	N	3
3300025266.a:Ga0208032_1000007_194	-	CE1(52-201)	-	-	Y(1-37)	1
3300025266.a:Ga0208032_1000007_234	-	GH23(484-619)	GH23_e847	GH23	Y(1-21)	3
3300025266.a:Ga0208032_1000007_266	2.4.1.129:1	GT51(125-308)	GT51_e144	GT51	N	3
3300025266.a:Ga0208032_1000007_273	-	GT14(4-246)	GT14_e60	GT14	N	3
3300025266.a:Ga0208032_1000007_287	-	AA4(4-251)	-	-	N	1
3300025266.a:Ga0208032_1000007_353	-	GT4(213-377)	GT4_e711	GT4	N	3
3300025266.a:Ga0208032_1000007_363	-	GT51(75-230)	GT51_e37	GT51	N	3
3300025266.a:Ga0208032_1000007_76	-	CE9(9-350)	CE9_e55	CE9	N	3
3300025266.a:Ga0208032_1000010_121	-	GT2(11-166)	GT2	GT2	N	3
3300025266.a:Ga0208032_1000010_169	-	GT2(59-155)	GT2	GT0	N	3
