dbCAN subfam	Subfam Composition	Subfam EC	Substrate	Profile Length	Gene ID	Gene Length	E Value	Profile Start	Profile End	Gene Start	Gene End	Coverage
CE4_e347	CE4:32	-	-	108	3300010262.a:Ga0129317_1000009_99	466	7.2e-49	2	108	258	364	0.9814814814814815	0.9814814814814815
CE9_e21	CE9:292	-	-	366	3300010262.a:Ga0129317_1000066_87	380	3.1e-147	1	366	7	374	0.9972677595628415	0.9972677595628415
GH109_e7	GH109:31	-	-	390	3300010262.a:Ga0129317_1000070_34	316	1.7e-17	2	152	2	152	0.38461538461538464	0.38461538461538464
GH2_e1	GH2:1541|CBM32:15|CBM51:13|CBM13:8|GH106:2|CBM67:2|GH33:1	3.2.1.23:35	beta-galactan	883	3300010262.a:Ga0129317_1000070_74	1004	0	10	882	18	886	0.9875424688561721	0.9875424688561721
GH36_e0	GH36:2202	3.2.1.22:25	alpha-galactan	700	3300010262.a:Ga0129317_1000070_82	743	0	1	699	13	711	0.9971428571428571	0.9971428571428571
CBM32_e156	CBM32:11|GH20:10	-	host glycan	120	3300010262.a:Ga0129317_1000102_1	1112	5.4e-32	8	120	69	180	0.9333333333333333	0.9333333333333333
CBM32_e156	CBM32:11|GH20:10	-	host glycan	120	3300010262.a:Ga0129317_1000102_1	1112	6.3e-34	7	120	209	330	0.9416666666666667	0.9416666666666667
GH20_e127	CBM32:10|GH20:10	-	-	322	3300010262.a:Ga0129317_1000102_1	1112	1.4e-147	1	322	557	878	0.9968944099378882	0.9968944099378882
CBM32_e156	CBM32:11|GH20:10	-	host glycan	120	3300010262.a:Ga0129317_1000102_2	1947	3.5e-34	3	120	347	471	0.975	0.975
CBM32_e156	CBM32:11|GH20:10	-	host glycan	120	3300010262.a:Ga0129317_1000102_2	1947	4.5e-37	1	120	493	619	0.9916666666666667	0.9916666666666667
GH20_e127	CBM32:10|GH20:10	-	-	322	3300010262.a:Ga0129317_1000102_2	1947	9.7e-171	1	322	848	1170	0.9968944099378882	0.9968944099378882
CBM32_e156	CBM32:11|GH20:10	-	host glycan	120	3300010262.a:Ga0129317_1000102_2	1947	1.5e-36	1	120	1413	1548	0.9916666666666667	0.9916666666666667
