dbCAN subfam	Subfam Composition	Subfam EC	Substrate	Profile Length	Gene ID	Gene Length	E Value	Profile Start	Profile End	Gene Start	Gene End	Coverage
GT2	GT2:440|GT4:1	-	-	168	3300007531.a:Ga0105502_1000001_121	327	6.1e-38	2	123	8	130	0.7202380952380952	0.7202380952380952
GT19_e2	GT19:889	-	-	349	3300007531.a:Ga0105502_1000001_245	382	8.2e-114	1	349	5	363	0.997134670487106	0.997134670487106
GT2	GT2:444	-	-	314	3300007531.a:Ga0105502_1000001_249	338	4.9e-130	2	293	8	301	0.9267515923566879	0.9267515923566879
GT28_e43	GT28:568	-	-	161	3300007531.a:Ga0105502_1000001_279	375	8.1e-61	2	160	199	360	0.9813664596273292	0.9813664596273292
GT2	GT2:377	-	-	167	3300007531.a:Ga0105502_1000001_303	248	5.7e-78	1	167	7	173	0.9940119760479041	0.9940119760479041
GT2	GT2:13	-	-	229	3300007531.a:Ga0105502_1000004_132	286	4.6e-68	1	215	16	230	0.9344978165938864	0.9344978165938864
GT9_e65	GT9:196	-	-	249	3300007531.a:Ga0105502_1000004_15	305	2.2e-17	2	208	74	271	0.8273092369477911	0.8273092369477911
GH171_e3	GH171:806|GH3:1	-	-	343	3300007531.a:Ga0105502_1000004_70	409	2e-138	1	343	58	400	0.9970845481049563	0.9970845481049563
GT2	GT2:112|GT1:1|GT4:1	-	-	272	3300007531.a:Ga0105502_1000007_210	343	5.5e-46	2	164	6	197	0.5955882352941176	0.5955882352941176
CBM50_e27	CBM50:203|GH23:1	-	chitin, peptidoglycan	43	3300007531.a:Ga0105502_1000007_32	358	9.6e-19	1	42	315	356	0.9534883720930233	0.9534883720930233
GH23_e209	CBM50:31|GH23:31	-	-	140	3300007531.a:Ga0105502_1000034_61	470	1.5e-70	1	140	133	272	0.9928571428571429	0.9928571428571429
GH29_e10	GH29:112|CBM47:1	-	-	314	3300007531.a:Ga0105502_1000053_74	687	8e-152	4	314	19	329	0.9872611464968153	0.9872611464968153
GT4_e2794	GT4:20	-	-	144	3300007531.a:Ga0105502_1000072_68	381	5.2e-36	2	143	209	349	0.9791666666666666	0.9791666666666666
GT2	GT2:387	-	-	162	3300007531.a:Ga0105502_1000148_3	328	3.8e-70	2	161	13	174	0.9814814814814815	0.9814814814814815
GT5_e28	GT5:878	-	-	225	3300007531.a:Ga0105502_1000148_8	271	9.6e-88	1	223	6	228	0.9866666666666667	0.9866666666666667
CE11_e18	CE11:339	-	-	269	3300007531.a:Ga0105502_1000560_11	460	1.8e-103	1	268	4	295	0.9925650557620818	0.9925650557620818
GH73_e16	CBM50:25|GH73:25	-	-	129	3300007531.a:Ga0105502_1000560_16	318	4.8e-64	1	129	41	169	0.9922480620155039	0.9922480620155039
GT2	GT2:7	-	-	144	3300007531.a:Ga0105502_1000004_206	285	6.2e-35	1	108	6	116	0.7430555555555556	0.7430555555555556
GT2	GT2:59	-	-	260	3300007531.a:Ga0105502_1000004_93	358	1.1e-99	1	257	5	264	0.9846153846153847	0.9846153846153847
GT2	GT2:27|GT4:1	-	-	130	3300007531.a:Ga0105502_1000007_16	241	3.1e-48	1	129	6	133	0.9846153846153847	0.9846153846153847
GT4_e1535	GT4:69	-	-	146	3300007531.a:Ga0105502_1000007_30	430	1.4e-42	2	144	255	398	0.9726027397260274	0.9726027397260274
GH3_e57	GH3:182	3.2.1.-:1	beta-glucan	226	3300007531.a:Ga0105502_1000007_78	1002	1.3e-99	2	225	112	334	0.9867256637168141	0.9867256637168141
CBM50_e26	CBM50:23	-	chitin, peptidoglycan	44	3300007531.a:Ga0105502_1000007_80	521	1.3e-17	1	43	40	81	0.9545454545454546	0.9545454545454546
GT4_e4043	GT4:162	-	-	133	3300007531.a:Ga0105502_1000034_114	388	3.1e-20	2	130	208	345	0.9624060150375939	0.9624060150375939
GT2	GT2:11	-	-	164	3300007531.a:Ga0105502_1000034_115	329	6.4e-40	1	162	7	167	0.9817073170731707	0.9817073170731707
GT2	GT2:24	-	-	160	3300007531.a:Ga0105502_1000039_29	252	4.4e-58	1	156	9	164	0.96875	0.96875
GH23_e44	GH23:19	-	-	159	3300007531.a:Ga0105502_1000053_84	268	1.2e-46	1	157	101	257	0.9811320754716981	0.9811320754716981
GT2	GT2:60	-	-	266	3300007531.a:Ga0105502_1000075_12	347	1.2e-105	1	256	8	269	0.9586466165413534	0.9586466165413534
GT51_e160	GT51:316	-	-	185	3300007531.a:Ga0105502_1000565_5	805	5e-80	2	185	59	242	0.9891891891891892	0.9891891891891892
