HMM Profile	Profile Length	Gene ID	Gene Length	E Value	Profile Start	Profile End	Gene Start	Gene End	Coverage
GT2.hmm	170	3300014916.a:Ga0169762_100001_122	337	7e-33	1	166	4	164	0.9705882352941176
GT28.hmm	157	3300014916.a:Ga0169762_100001_199	370	1.4e-47	1	157	190	356	0.9936305732484076
GT51.hmm	177	3300014916.a:Ga0169762_100001_250	697	2.2e-74	2	177	74	250	0.9887005649717514
GT26.hmm	171	3300014916.a:Ga0169762_100001_263	241	8.1e-67	1	171	56	226	0.9941520467836257
GT2.hmm	230	3300014916.a:Ga0169762_100001_266	421	1.7e-31	3	228	45	268	0.9782608695652174
GH18.hmm	296	3300014916.a:Ga0169762_100001_350	561	1.2e-33	51	279	181	425	0.7702702702702703
GH23.hmm	135	3300014916.a:Ga0169762_100001_553	185	2.2e-29	9	124	44	176	0.8518518518518519
GT9.hmm	225	3300014916.a:Ga0169762_100001_573	347	9.8e-48	3	204	76	304	0.8933333333333333
GT9.hmm	225	3300014916.a:Ga0169762_100001_574	340	1.5e-53	3	203	74	301	0.8888888888888888
GT4.hmm	160	3300014916.a:Ga0169762_100001_642	356	2.2e-36	7	157	180	330	0.9375
GT2.hmm	170	3300014916.a:Ga0169762_100004_347	252	4e-19	2	106	6	100	0.611764705882353
GT4.hmm	160	3300014916.a:Ga0169762_100004_349	362	1.6e-35	10	151	179	321	0.88125
GT111.hmm	217	3300014916.a:Ga0169762_100004_354	253	3.8e-90	1	217	5	221	0.9953917050691244
GT2.hmm	170	3300014916.a:Ga0169762_100004_355	355	1.8e-25	1	109	6	116	0.6352941176470588
GT4.hmm	160	3300014916.a:Ga0169762_100004_356	382	3.8e-26	10	116	204	312	0.6625
GT83.hmm	540	3300014916.a:Ga0169762_100008_162	544	3.2e-95	10	537	7	504	0.975925925925926
GH3.hmm	216	3300014916.a:Ga0169762_100008_44	383	3e-24	33	216	150	336	0.8472222222222222
GH3.hmm	216	3300014916.a:Ga0169762_100008_84	382	1.5e-43	9	216	121	338	0.9583333333333334
GT28.hmm	157	3300014916.a:Ga0169762_100026_11	385	1.6e-30	2	153	205	353	0.9617834394904459
CE4.hmm	130	3300014916.a:Ga0169762_100026_65	268	1.3e-33	5	126	100	225	0.9307692307692308
GT9.hmm	225	3300014916.a:Ga0169762_100026_68	392	1.2e-54	2	220	79	364	0.9688888888888889
GT83.hmm	540	3300014916.a:Ga0169762_100026_82	486	7.1e-88	6	375	8	378	0.6833333333333333
GT51.hmm	177	3300014916.a:Ga0169762_100035_81	269	2.9e-66	10	177	78	245	0.943502824858757
CE4.hmm	130	3300014916.a:Ga0169762_100045_124	287	3.2e-30	4	126	93	220	0.9384615384615385
SLH.hmm	42	3300014916.a:Ga0169762_100045_44	421	5.5e-17	1	41	26	66	0.9523809523809523
SLH.hmm	42	3300014916.a:Ga0169762_100045_45	427	7.3e-17	1	41	26	66	0.9523809523809523
GT30.hmm	177	3300014916.a:Ga0169762_100045_60	435	1.3e-55	9	176	40	215	0.943502824858757
GT19.hmm	354	3300014916.a:Ga0169762_100045_62	381	1.1e-121	1	353	3	358	0.9943502824858758
CE11.hmm	271	3300014916.a:Ga0169762_100045_66	280	1.2e-100	1	270	5	271	0.992619926199262
GT83.hmm	540	3300014916.a:Ga0169762_100403_10	547	4.5e-78	9	473	8	467	0.8592592592592593
