HMM Profile	Profile Length	Gene ID	Gene Length	E Value	Profile Start	Profile End	Gene Start	Gene End	Coverage
AA4.hmm	522	3300013880.a:Ga0181298_100001_142	471	6.9e-23	15	239	8	227	0.42911877394636017
AA6.hmm	195	3300013880.a:Ga0181298_100001_260	215	4.4e-81	1	193	2	198	0.9846153846153847
CBM48.hmm	76	3300013880.a:Ga0181298_100001_338	704	4.5e-18	2	70	10	98	0.8947368421052632
GH13_11.hmm	351	3300013880.a:Ga0181298_100001_338	704	7.2e-177	1	351	177	530	0.9971509971509972
GH13_26.hmm	296	3300013880.a:Ga0181298_100001_339	891	1.2e-120	3	296	27	379	0.9898648648648649
GH13_10.hmm	313	3300013880.a:Ga0181298_100001_340	580	5.1e-136	1	313	105	419	0.9968051118210862
GH23.hmm	135	3300013880.a:Ga0181298_100001_366	673	1.4e-28	17	126	538	662	0.8074074074074075
GH23.hmm	135	3300013880.a:Ga0181298_100001_384	231	2.4e-16	14	127	93	199	0.837037037037037
GT83.hmm	540	3300013880.a:Ga0181298_100001_68	562	5.9e-125	10	521	13	521	0.9462962962962963
GT5.hmm	472	3300013880.a:Ga0181298_100001_72	507	4e-164	1	471	9	483	0.9957627118644068
GT35.hmm	674	3300013880.a:Ga0181298_100001_73	577	1.2e-116	22	566	43	508	0.8071216617210683
GH77.hmm	494	3300013880.a:Ga0181298_100001_74	506	1.9e-171	1	490	11	496	0.9898785425101214
CE4.hmm	130	3300013880.a:Ga0181298_100001_77	269	2.7e-33	9	122	68	183	0.8692307692307693
CBM48.hmm	76	3300013880.a:Ga0181298_100002_148	639	1.4e-16	2	68	30	113	0.868421052631579
GH13_9.hmm	301	3300013880.a:Ga0181298_100002_148	639	1e-161	2	301	185	484	0.9933554817275747
GH13_16.hmm	353	3300013880.a:Ga0181298_100002_149	1112	4.6e-174	1	353	30	383	0.9971671388101983
GH13_3.hmm	210	3300013880.a:Ga0181298_100002_150	664	1.9e-89	2	208	223	443	0.9809523809523809
GT28.hmm	157	3300013880.a:Ga0181298_100002_343	374	1.5e-28	2	153	204	350	0.9617834394904459
GH133.hmm	372	3300013880.a:Ga0181298_100002_359	658	8.3e-74	7	372	291	645	0.9811827956989247
GT4.hmm	160	3300013880.a:Ga0181298_100003_126	361	3.9e-31	12	157	184	326	0.90625
GT2.hmm	170	3300013880.a:Ga0181298_100003_128	326	3.5e-28	4	168	2	166	0.9647058823529412
GT9.hmm	225	3300013880.a:Ga0181298_100003_129	332	9.1e-61	2	218	78	307	0.96
GT8.hmm	257	3300013880.a:Ga0181298_100003_130	131	3.2e-18	144	252	1	130	0.42023346303501946
GT2.hmm	170	3300013880.a:Ga0181298_100003_132	353	2.2e-35	1	166	17	182	0.9705882352941176
GT4.hmm	160	3300013880.a:Ga0181298_100003_133	386	3.6e-37	3	153	196	343	0.9375
GT4.hmm	160	3300013880.a:Ga0181298_100003_134	337	2.3e-25	11	149	171	303	0.8625
GT30.hmm	177	3300013880.a:Ga0181298_100003_140	415	2.5e-54	3	175	20	201	0.9717514124293786
GT19.hmm	354	3300013880.a:Ga0181298_100003_146	365	2e-22	154	348	129	340	0.5480225988700564
GT19.hmm	354	3300013880.a:Ga0181298_100003_147	378	2.4e-89	2	353	9	359	0.9915254237288136
CE11.hmm	271	3300013880.a:Ga0181298_100003_153	275	8.9e-68	2	269	4	267	0.985239852398524
GH65.hmm	372	3300013880.a:Ga0181298_100003_202	804	1.1e-139	4	371	325	732	0.9865591397849462
CE4.hmm	130	3300013880.a:Ga0181298_100009_18	272	6.4e-21	5	125	67	204	0.9230769230769231
GT51.hmm	177	3300013880.a:Ga0181298_100073_46	792	2.3e-73	2	177	85	260	0.9887005649717514
GT4.hmm	160	3300013880.a:Ga0181298_100075_38	432	1.2e-35	5	153	199	349	0.925
GT20.hmm	475	3300013880.a:Ga0181298_100077_31	518	2.6e-175	11	472	5	473	0.9705263157894737
GT26.hmm	171	3300013880.a:Ga0181298_100202_7	579	2e-64	2	170	386	554	0.9824561403508771
GT2.hmm	170	3300013880.a:Ga0181298_100215_10	297	1.1e-26	1	123	7	128	0.7176470588235294
GT4.hmm	160	3300013880.a:Ga0181298_100215_13	396	3.6e-39	4	153	212	360	0.93125
GH109.hmm	399	3300013880.a:Ga0181298_100215_14	346	2.8e-24	7	189	3	173	0.45614035087719296
GT4.hmm	160	3300013880.a:Ga0181298_100215_5	412	5e-16	15	150	227	366	0.84375
GH23.hmm	135	3300013880.a:Ga0181298_100338_9	213	3.9e-30	17	122	103	207	0.7777777777777778
GH23.hmm	135	3300013880.a:Ga0181298_100400_8	265	3.5e-16	18	127	158	258	0.8074074074074075
