dbCAN subfam	Subfam Composition	Subfam EC	Substrate	Profile Length	Gene ID	Gene Length	E Value	Profile Start	Profile End	Gene Start	Gene End	Coverage
AA12_e0	AA12:18	-	polyphenol	399	3300013621.a:Ga0121027_10001_114	649	6.7e-27	10	398	110	446	0.9724310776942355	0.9724310776942355
CE4_e139	CE4:218	-	-	121	3300013621.a:Ga0121027_10002_105	260	5.5e-40	3	119	76	192	0.9586776859504132	0.9586776859504132
GH23_e765	GH23:465	-	-	129	3300013621.a:Ga0121027_10002_151	662	1.2e-65	1	129	491	620	0.9922480620155039	0.9922480620155039
GT83_e10	GT83:611	-	-	503	3300013621.a:Ga0121027_10002_333	574	5.3e-226	2	502	8	511	0.9940357852882704	0.9940357852882704
GT30_e0	GT30:6984|GT2:1	2.4.99.-:25	-	177	3300013621.a:Ga0121027_10002_80	433	3.8e-73	1	176	43	219	0.9887005649717514	0.9887005649717514
GT4_e505	GT4:72|GT2:1	-	-	147	3300013621.a:Ga0121027_10002_83	372	6.5e-69	1	147	198	344	0.9931972789115646	0.9931972789115646
GH23_e878	GH23:417|CBM50:192	-	-	138	3300013621.a:Ga0121027_10003_100	400	1.1e-76	1	138	102	239	0.9927536231884058	0.9927536231884058
CBM50_e541	CBM50:193|GH23:192	-	chitin, peptidoglycan	43	3300013621.a:Ga0121027_10003_100	400	1.6e-20	1	42	356	397	0.9534883720930233	0.9534883720930233
GH97_e9	GH97:622|CBM35:3	3.2.1.-:1	-	656	3300013621.a:Ga0121027_10003_275	684	0	5	655	31	680	0.9908536585365854	0.9908536585365854
GH109_e7	GH109:31	-	-	390	3300013621.a:Ga0121027_10003_306	375	1.9e-22	3	296	5	291	0.7512820512820513	0.7512820512820513
GT2	GT2:253|GT8:1|GT0:1	2.4.1.-:1	-	280	3300013621.a:Ga0121027_10004_250	419	2.1e-128	2	271	55	325	0.9607142857142857	0.9607142857142857
GH103_e3	GH103:1578	-	-	294	3300013621.a:Ga0121027_10005_194	423	3.4e-143	2	294	33	329	0.9931972789115646	0.9931972789115646
GH102_e23	GH102:925	-	-	153	3300013621.a:Ga0121027_10005_36	389	1.6e-79	1	152	134	285	0.9869281045751634	0.9869281045751634
CBM32_e110	CBM32:64|GH0:10|CBM0:3	-	host glycan	114	3300013621.a:Ga0121027_10008_139	1038	3.7e-59	1	114	45	158	0.9912280701754386	0.9912280701754386
CBM32_e110	CBM32:64|GH0:10|CBM0:3	-	host glycan	114	3300013621.a:Ga0121027_10008_139	1038	1.1e-23	6	102	171	269	0.8421052631578947	0.8421052631578947
AA3_e57	AA3_2:11	-	-	532	3300013621.a:Ga0121027_10008_15	561	5.1e-203	1	532	7	537	0.9981203007518797	0.9981203007518797
GT4_e1924	GT4:21	-	-	153	3300013621.a:Ga0121027_10009_72	382	2e-71	2	153	195	346	0.9869281045751634	0.9869281045751634
GH23_e543	GH23:449|CBM50:197	-	-	126	3300013621.a:Ga0121027_10009_94	535	1.9e-61	1	126	206	331	0.9920634920634921	0.9920634920634921
CBM50_e851	CBM50:197|GH23:197	-	chitin, peptidoglycan	44	3300013621.a:Ga0121027_10009_94	535	1.6e-21	1	44	487	530	0.9772727272727273	0.9772727272727273
GT83_e19	GT83:350	-	-	509	3300013621.a:Ga0121027_10011_73	568	1.2e-256	2	509	10	518	0.9960707269155207	0.9960707269155207
GH3_e187	GH3:475	-	-	225	3300013621.a:Ga0121027_10011_98	336	2e-128	1	225	54	278	0.9955555555555555	0.9955555555555555
GH73_e204	GH73:1619	-	-	137	3300013621.a:Ga0121027_10012_45	400	2e-56	1	134	231	363	0.9708029197080292	0.9708029197080292
GT2	GT2:33	-	-	167	3300013621.a:Ga0121027_10014_26	380	1.3e-91	1	167	35	201	0.9940119760479041	0.9940119760479041
AA6_e2	AA6:22	-	-	195	3300013621.a:Ga0121027_10018_36	198	4.7e-47	2	194	5	193	0.9846153846153847	0.9846153846153847
CBM48_e3	CBM48:14267|GH13_11:14161|GH13:59|GH77:38|GH13_10:2|GH13_36:1	3.2.1.68:75|2.4.1.25:4|3.2.1.-:1	glycogen	101	3300013621.a:Ga0121027_10026_19	707	2.2e-44	4	96	18	110	0.9108910891089109	0.9108910891089109
GH13_e48	GH13_11:3001|CBM48:2819|GH13:35|GH77:23|GH13_10:3	3.2.1.68:15|3.2.1.-:1	sucrose, starch, starch	358	3300013621.a:Ga0121027_10026_19	707	1.4e-178	2	356	188	538	0.9888268156424581	0.9888268156424581
