CGC#	Gene Type	Contig ID	Protein ID	Gene Start	Gene Stop	Direction	Protein Family
CGC1	TF	3300029842.a:Ga0245273_100021	3300029842.a:Ga0245273_100021_3	1221	1667	-	LytTR
CGC1	null	3300029842.a:Ga0245273_100021	3300029842.a:Ga0245273_100021_4	2138	3529	+	null
CGC1	null	3300029842.a:Ga0245273_100021	3300029842.a:Ga0245273_100021_5	3620	3868	+	null
CGC1	TC	3300029842.a:Ga0245273_100021	3300029842.a:Ga0245273_100021_6	3934	5493	+	4.C.1.1.14
CGC1	STP	3300029842.a:Ga0245273_100021	3300029842.a:Ga0245273_100021_7	5588	6166	+	TetR_N
CGC1	CAZyme	3300029842.a:Ga0245273_100021	3300029842.a:Ga0245273_100021_8	6414	7883	-	GH51| GH51
CGC1	TF	3300029842.a:Ga0245273_100021	3300029842.a:Ga0245273_100021_9	7998	8792	+	HTH_AraC
CGC2	TF	3300029842.a:Ga0245273_100021	3300029842.a:Ga0245273_100021_18	17447	17911	+	MarR
CGC2	null	3300029842.a:Ga0245273_100021	3300029842.a:Ga0245273_100021_19	17961	19013	-	null
CGC2	TC	3300029842.a:Ga0245273_100021	3300029842.a:Ga0245273_100021_20	19234	20691	-	2.A.40.7.6
CGC2	CAZyme	3300029842.a:Ga0245273_100021	3300029842.a:Ga0245273_100021_21	20890	24123	-	 CBM61| GH53|GH53|CBM61
CGC2	STP	3300029842.a:Ga0245273_100021	3300029842.a:Ga0245273_100021_22	24524	25783	-	HisKA+HATPase_c
CGC2	TF	3300029842.a:Ga0245273_100021	3300029842.a:Ga0245273_100021_23	25780	26466	-	Trans_reg_C
CGC3	TF	3300029842.a:Ga0245273_100021	3300029842.a:Ga0245273_100021_29	31951	32715	-	CodY+HTH_CodY
CGC3	null	3300029842.a:Ga0245273_100021	3300029842.a:Ga0245273_100021_30	33037	35196	-	null
CGC3	TF	3300029842.a:Ga0245273_100021	3300029842.a:Ga0245273_100021_31	35199	36278	-	none
CGC3	null	3300029842.a:Ga0245273_100021	3300029842.a:Ga0245273_100021_32	36280	37812	-	null
CGC3	TC	3300029842.a:Ga0245273_100021	3300029842.a:Ga0245273_100021_33	37933	38823	-	3.A.1.132.7
CGC3	TC	3300029842.a:Ga0245273_100021	3300029842.a:Ga0245273_100021_34	38801	39766	-	3.A.1.105.9
CGC3	null	3300029842.a:Ga0245273_100021	3300029842.a:Ga0245273_100021_35	39766	42075	-	null
CGC3	null	3300029842.a:Ga0245273_100021	3300029842.a:Ga0245273_100021_36	42256	43218	-	null
CGC3	TC	3300029842.a:Ga0245273_100021	3300029842.a:Ga0245273_100021_37	43247	44434	-	9.B.10.1.1
CGC3	TC	3300029842.a:Ga0245273_100021	3300029842.a:Ga0245273_100021_38	44569	45480	-	1.A.23.2.1
CGC3	CAZyme	3300029842.a:Ga0245273_100021	3300029842.a:Ga0245273_100021_39	45496	47379	-	CBM48|GH13_9|GH13
CGC3	null	3300029842.a:Ga0245273_100021	3300029842.a:Ga0245273_100021_40	47399	48634	-	null
CGC3	STP	3300029842.a:Ga0245273_100021	3300029842.a:Ga0245273_100021_41	48676	49242	-	AAA
CGC4	CAZyme	3300029842.a:Ga0245273_100021	3300029842.a:Ga0245273_100021_200	233759	235564	-	GH13_36| GH13_36
CGC4	null	3300029842.a:Ga0245273_100021	3300029842.a:Ga0245273_100021_201	235637	236797	-	null
CGC4	null	3300029842.a:Ga0245273_100021	3300029842.a:Ga0245273_100021_202	236784	237947	-	null
CGC4	TC	3300029842.a:Ga0245273_100021	3300029842.a:Ga0245273_100021_203	238033	238980	-	3.A.1.105.7
CGC4	STP	3300029842.a:Ga0245273_100021	3300029842.a:Ga0245273_100021_204	239283	240440	+	HATPase_c
CGC4	TF	3300029842.a:Ga0245273_100021	3300029842.a:Ga0245273_100021_205	240494	241147	+	GerE
CGC5	STP	3300029842.a:Ga0245273_100021	3300029842.a:Ga0245273_100021_316	322145	323710	-	Pyr_redox_2
CGC5	STP	3300029842.a:Ga0245273_100021	3300029842.a:Ga0245273_100021_317	323713	328260	-	GATase_2
CGC5	null	3300029842.a:Ga0245273_100021	3300029842.a:Ga0245273_100021_318	328595	330925	-	null
CGC5	CAZyme	3300029842.a:Ga0245273_100021	3300029842.a:Ga0245273_100021_319	331130	331858	+	GT2| GT2
CGC5	null	3300029842.a:Ga0245273_100021	3300029842.a:Ga0245273_100021_320	331922	333145	+	null
CGC5	TF	3300029842.a:Ga0245273_100021	3300029842.a:Ga0245273_100021_321	333203	333415	-	PSK_trans_fac
CGC5	CAZyme	3300029842.a:Ga0245273_100021	3300029842.a:Ga0245273_100021_322	333446	334192	-	GT2
CGC5	TC	3300029842.a:Ga0245273_100021	3300029842.a:Ga0245273_100021_323	334224	335705	-	9.B.18.1.3
CGC5	null	3300029842.a:Ga0245273_100021	3300029842.a:Ga0245273_100021_324	335708	337138	-	null
CGC5	TC	3300029842.a:Ga0245273_100021	3300029842.a:Ga0245273_100021_325	337142	338614	-	3.A.9.1.1
CGC6	STP	3300029842.a:Ga0245273_100021	3300029842.a:Ga0245273_100021_330	342146	342679	-	Nitroreductase
CGC6	STP	3300029842.a:Ga0245273_100021	3300029842.a:Ga0245273_100021_331	342721	343104	-	Glyoxalase
CGC6	null	3300029842.a:Ga0245273_100021	3300029842.a:Ga0245273_100021_332	343314	344522	-	null
CGC6	TF	3300029842.a:Ga0245273_100021	3300029842.a:Ga0245273_100021_333	344686	345666	-	HTH_11
CGC6	null	3300029842.a:Ga0245273_100021	3300029842.a:Ga0245273_100021_334	345656	346285	-	null
CGC6	TC	3300029842.a:Ga0245273_100021	3300029842.a:Ga0245273_100021_335	346569	347969	+	2.A.66.1.33
CGC6	TF	3300029842.a:Ga0245273_100021	3300029842.a:Ga0245273_100021_336	348041	348892	-	HTH_AraC+HTH_AraC
CGC6	CAZyme	3300029842.a:Ga0245273_100021	3300029842.a:Ga0245273_100021_337	349029	349970	+	 GH26|GH26
CGC6	TC	3300029842.a:Ga0245273_100021	3300029842.a:Ga0245273_100021_338	350011	351153	-	2.A.21.9.1
CGC6	TF	3300029842.a:Ga0245273_100021	3300029842.a:Ga0245273_100021_339	351150	351830	-	Trans_reg_C
CGC6	STP	3300029842.a:Ga0245273_100021	3300029842.a:Ga0245273_100021_340	352079	352999	+	Fer4+Fer4
CGC1	TC	3300029842.a:Ga0245273_100002	3300029842.a:Ga0245273_100002_270	339987	341705	+	2.A.25.1.3
CGC1	TC	3300029842.a:Ga0245273_100002	3300029842.a:Ga0245273_100002_271	341910	343670	+	1.A.33.1.4
CGC1	null	3300029842.a:Ga0245273_100002	3300029842.a:Ga0245273_100002_272	343696	344091	+	null
CGC1	TC	3300029842.a:Ga0245273_100002	3300029842.a:Ga0245273_100002_273	344146	345045	+	1.E.12.1.3
CGC1	null	3300029842.a:Ga0245273_100002	3300029842.a:Ga0245273_100002_274	345049	345858	+	null
CGC1	CAZyme	3300029842.a:Ga0245273_100002	3300029842.a:Ga0245273_100002_275	346154	348601	+	GT35| GT35
CGC1	CAZyme	3300029842.a:Ga0245273_100002	3300029842.a:Ga0245273_100002_276	348756	349832	+	 GH5_2|GH5_2
CGC1	TF	3300029842.a:Ga0245273_100002	3300029842.a:Ga0245273_100002_277	349940	350155	-	CSD
CGC1	null	3300029842.a:Ga0245273_100002	3300029842.a:Ga0245273_100002_278	350417	351367	+	null
CGC1	STP	3300029842.a:Ga0245273_100002	3300029842.a:Ga0245273_100002_279	351451	352212	+	Peptidase_M23
CGC1	CAZyme	3300029842.a:Ga0245273_100002	3300029842.a:Ga0245273_100002_280	352411	354894	-	GH94| GH94
CGC1	null	3300029842.a:Ga0245273_100002	3300029842.a:Ga0245273_100002_281	355165	355797	+	null
CGC1	TC	3300029842.a:Ga0245273_100002	3300029842.a:Ga0245273_100002_282	355891	357417	-	3.A.1.6.3
CGC1	TC	3300029842.a:Ga0245273_100002	3300029842.a:Ga0245273_100002_283	357419	358138	-	3.A.1.6.1
CGC1	TC	3300029842.a:Ga0245273_100002	3300029842.a:Ga0245273_100002_284	358200	358910	-	3.A.1.6.1
CGC2	STP	3300029842.a:Ga0245273_100002	3300029842.a:Ga0245273_100002_352	431490	432023	-	TetR_N
CGC2	CAZyme	3300029842.a:Ga0245273_100002	3300029842.a:Ga0245273_100002_353	432337	434214	+	 GH13_9|CBM48|GH13_9
CGC2	TC	3300029842.a:Ga0245273_100002	3300029842.a:Ga0245273_100002_354	434230	435786	+	3.A.1.120.6
CGC2	null	3300029842.a:Ga0245273_100002	3300029842.a:Ga0245273_100002_355	436021	437841	+	null
CGC2	null	3300029842.a:Ga0245273_100002	3300029842.a:Ga0245273_100002_356	437982	439151	+	null
