CGC#	Gene Type	Contig ID	Protein ID	Gene Start	Gene Stop	Direction	Protein Family
CGC1	STP	3300029823.a:Ga0134844_100006	3300029823.a:Ga0134844_100006_22	23706	24392	-	ACT
CGC1	null	3300029823.a:Ga0134844_100006	3300029823.a:Ga0134844_100006_23	24383	24973	-	null
CGC1	null	3300029823.a:Ga0134844_100006	3300029823.a:Ga0134844_100006_24	25456	26817	+	null
CGC1	STP	3300029823.a:Ga0134844_100006	3300029823.a:Ga0134844_100006_25	26947	28134	-	Aminotran_1_2
CGC1	STP	3300029823.a:Ga0134844_100006	3300029823.a:Ga0134844_100006_26	28221	29363	-	PALP
CGC1	STP	3300029823.a:Ga0134844_100006	3300029823.a:Ga0134844_100006_27	29383	30588	-	PALP
CGC1	TC	3300029823.a:Ga0134844_100006	3300029823.a:Ga0134844_100006_28	30782	31567	+	3.A.1.3.15
CGC1	TC	3300029823.a:Ga0134844_100006	3300029823.a:Ga0134844_100006_29	31568	33127	+	3.A.1.3.10
CGC1	null	3300029823.a:Ga0134844_100006	3300029823.a:Ga0134844_100006_30	33183	34058	-	null
CGC1	null	3300029823.a:Ga0134844_100006	3300029823.a:Ga0134844_100006_31	34258	35052	+	null
CGC1	TC	3300029823.a:Ga0134844_100006	3300029823.a:Ga0134844_100006_32	35052	35654	+	3.A.1.22.1
CGC1	null	3300029823.a:Ga0134844_100006	3300029823.a:Ga0134844_100006_33	35651	36256	+	null
CGC1	null	3300029823.a:Ga0134844_100006	3300029823.a:Ga0134844_100006_34	36246	36968	+	null
CGC1	TC	3300029823.a:Ga0134844_100006	3300029823.a:Ga0134844_100006_35	36965	37621	+	3.A.1.23.8
CGC1	TF	3300029823.a:Ga0134844_100006	3300029823.a:Ga0134844_100006_36	37679	38059	+	HTH_5
CGC1	null	3300029823.a:Ga0134844_100006	3300029823.a:Ga0134844_100006_37	38019	38261	+	null
CGC1	TC	3300029823.a:Ga0134844_100006	3300029823.a:Ga0134844_100006_38	38353	39516	+	2.A.119.1.2
CGC1	TC	3300029823.a:Ga0134844_100006	3300029823.a:Ga0134844_100006_39	39550	41670	+	3.A.3.6.5
CGC1	null	3300029823.a:Ga0134844_100006	3300029823.a:Ga0134844_100006_40	41708	41959	+	null
CGC1	null	3300029823.a:Ga0134844_100006	3300029823.a:Ga0134844_100006_41	42018	42641	-	null
CGC1	TC	3300029823.a:Ga0134844_100006	3300029823.a:Ga0134844_100006_42	42661	43788	-	2.A.89.3.1
CGC1	STP	3300029823.a:Ga0134844_100006	3300029823.a:Ga0134844_100006_43	43857	44408	-	Pribosyltran
CGC1	null	3300029823.a:Ga0134844_100006	3300029823.a:Ga0134844_100006_44	44408	45511	-	null
CGC1	null	3300029823.a:Ga0134844_100006	3300029823.a:Ga0134844_100006_45	45767	46381	+	null
CGC1	TC	3300029823.a:Ga0134844_100006	3300029823.a:Ga0134844_100006_46	46385	47140	-	3.A.1.14.22
CGC1	TC	3300029823.a:Ga0134844_100006	3300029823.a:Ga0134844_100006_47	47137	48207	-	3.A.1.14.19
CGC1	STP	3300029823.a:Ga0134844_100006	3300029823.a:Ga0134844_100006_48	48220	49347	-	Peripla_BP_2
CGC1	CAZyme	3300029823.a:Ga0134844_100006	3300029823.a:Ga0134844_100006_49	49441	50550	-	 GT28|GT28
CGC1	null	3300029823.a:Ga0134844_100006	3300029823.a:Ga0134844_100006_50	50760	51056	-	null
CGC1	null	3300029823.a:Ga0134844_100006	3300029823.a:Ga0134844_100006_51	51342	51455	-	null
CGC1	TC	3300029823.a:Ga0134844_100006	3300029823.a:Ga0134844_100006_52	51685	52440	+	3.A.1.3.23
CGC1	TC	3300029823.a:Ga0134844_100006	3300029823.a:Ga0134844_100006_53	52536	53210	+	3.A.1.3.17
CGC1	TC	3300029823.a:Ga0134844_100006	3300029823.a:Ga0134844_100006_54	53213	53998	+	3.A.1.3.24
CGC1	TC	3300029823.a:Ga0134844_100006	3300029823.a:Ga0134844_100006_55	53991	54662	+	3.A.1.3.10
CGC1	null	3300029823.a:Ga0134844_100006	3300029823.a:Ga0134844_100006_56	54854	55798	-	null
CGC1	null	3300029823.a:Ga0134844_100006	3300029823.a:Ga0134844_100006_57	55930	56811	+	null
CGC1	TC	3300029823.a:Ga0134844_100006	3300029823.a:Ga0134844_100006_58	56930	57826	+	3.A.1.7.1
CGC1	TC	3300029823.a:Ga0134844_100006	3300029823.a:Ga0134844_100006_59	57826	58659	+	3.A.1.7.2
CGC1	TC	3300029823.a:Ga0134844_100006	3300029823.a:Ga0134844_100006_60	58663	59409	+	3.A.1.7.5
CGC1	TC	3300029823.a:Ga0134844_100006	3300029823.a:Ga0134844_100006_61	59558	59941	+	1.A.43.1.13
CGC1	TF	3300029823.a:Ga0134844_100006	3300029823.a:Ga0134844_100006_62	60030	61013	+	HTH_11
CGC2	CAZyme	3300029823.a:Ga0134844_100006	3300029823.a:Ga0134844_100006_86	84592	85386	+	CE4
CGC2	null	3300029823.a:Ga0134844_100006	3300029823.a:Ga0134844_100006_87	85383	86258	+	null
CGC2	null	3300029823.a:Ga0134844_100006	3300029823.a:Ga0134844_100006_88	86268	86759	-	null
CGC2	TF	3300029823.a:Ga0134844_100006	3300029823.a:Ga0134844_100006_89	87121	87831	+	GntR
CGC2	null	3300029823.a:Ga0134844_100006	3300029823.a:Ga0134844_100006_90	87877	89061	-	null
CGC2	null	3300029823.a:Ga0134844_100006	3300029823.a:Ga0134844_100006_91	89167	90345	-	null
CGC2	TC	3300029823.a:Ga0134844_100006	3300029823.a:Ga0134844_100006_92	90355	91767	-	2.A.35.1.2
CGC2	null	3300029823.a:Ga0134844_100006	3300029823.a:Ga0134844_100006_93	92241	92489	+	null
CGC2	TC	3300029823.a:Ga0134844_100006	3300029823.a:Ga0134844_100006_94	92502	93980	+	2.A.21.3.10
CGC2	null	3300029823.a:Ga0134844_100006	3300029823.a:Ga0134844_100006_95	94072	94857	+	null
CGC2	null	3300029823.a:Ga0134844_100006	3300029823.a:Ga0134844_100006_96	94860	96542	+	null
CGC2	TC	3300029823.a:Ga0134844_100006	3300029823.a:Ga0134844_100006_97	96695	98365	+	2.A.68.1.1
CGC2	STP	3300029823.a:Ga0134844_100006	3300029823.a:Ga0134844_100006_98	98471	99763	-	FmdA_AmdA
CGC2	STP	3300029823.a:Ga0134844_100006	3300029823.a:Ga0134844_100006_99	99801	100238	-	Response_reg
CGC2	null	3300029823.a:Ga0134844_100006	3300029823.a:Ga0134844_100006_100	100428	100952	-	null
CGC2	TF	3300029823.a:Ga0134844_100006	3300029823.a:Ga0134844_100006_101	100912	101466	-	FUR
CGC2	null	3300029823.a:Ga0134844_100006	3300029823.a:Ga0134844_100006_102	101622	101924	+	null
CGC2	STP	3300029823.a:Ga0134844_100006	3300029823.a:Ga0134844_100006_103	101939	102289	+	Nitro_FeMo-Co
CGC2	STP	3300029823.a:Ga0134844_100006	3300029823.a:Ga0134844_100006_104	102299	103144	+	CbiA
CGC2	STP	3300029823.a:Ga0134844_100006	3300029823.a:Ga0134844_100006_105	103141	104019	+	CbiA
CGC2	STP	3300029823.a:Ga0134844_100006	3300029823.a:Ga0134844_100006_106	104031	104357	+	Nitro_FeMo-Co
CGC3	TC	3300029823.a:Ga0134844_100006	3300029823.a:Ga0134844_100006_215	232265	233443	+	8.A.59.4.1
CGC3	STP	3300029823.a:Ga0134844_100006	3300029823.a:Ga0134844_100006_216	233440	234255	-	NUDIX
CGC3	CAZyme	3300029823.a:Ga0134844_100006	3300029823.a:Ga0134844_100006_217	234240	236339	-	GT2
CGC3	null	3300029823.a:Ga0134844_100006	3300029823.a:Ga0134844_100006_218	236359	236721	-	null
CGC3	null	3300029823.a:Ga0134844_100006	3300029823.a:Ga0134844_100006_219	236740	238374	-	null
CGC3	TF	3300029823.a:Ga0134844_100006	3300029823.a:Ga0134844_100006_220	238383	238853	-	MarR
CGC3	TC	3300029823.a:Ga0134844_100006	3300029823.a:Ga0134844_100006_221	238876	240213	-	2.A.66.1.32
CGC3	TC	3300029823.a:Ga0134844_100006	3300029823.a:Ga0134844_100006_222	240273	241904	-	9.B.34.1.3
CGC3	null	3300029823.a:Ga0134844_100006	3300029823.a:Ga0134844_100006_223	242098	243267	+	null
CGC3	STP	3300029823.a:Ga0134844_100006	3300029823.a:Ga0134844_100006_224	243223	244197	-	B12-binding
CGC3	TC	3300029823.a:Ga0134844_100006	3300029823.a:Ga0134844_100006_225	244191	245432	-	2.A.45.2.4
CGC3	null	3300029823.a:Ga0134844_100006	3300029823.a:Ga0134844_100006_226	245524	246834	+	null
CGC3	null	3300029823.a:Ga0134844_100006	3300029823.a:Ga0134844_100006_227	246822	249959	+	null
CGC3	TF	3300029823.a:Ga0134844_100006	3300029823.a:Ga0134844_100006_228	249972	250658	+	HTH_11
CGC3	TC	3300029823.a:Ga0134844_100006	3300029823.a:Ga0134844_100006_229	250775	252901	+	1.B.52.2.1
CGC3	TC	3300029823.a:Ga0134844_100006	3300029823.a:Ga0134844_100006_230	253086	254315	+	2.A.55.3.2
CGC1	TC	3300029823.a:Ga0134844_100004	3300029823.a:Ga0134844_100004_193	215785	216549	-	3.A.1.16.2
CGC1	TC	3300029823.a:Ga0134844_100004	3300029823.a:Ga0134844_100004_194	216559	217395	-	3.A.1.17.10
CGC1	null	3300029823.a:Ga0134844_100004	3300029823.a:Ga0134844_100004_195	217449	218579	-	null
CGC1	null	3300029823.a:Ga0134844_100004	3300029823.a:Ga0134844_100004_196	218731	219078	-	null
CGC1	CAZyme	3300029823.a:Ga0134844_100004	3300029823.a:Ga0134844_100004_197	219304	220428	+	GT28
CGC1	null	3300029823.a:Ga0134844_100004	3300029823.a:Ga0134844_100004_198	220447	222540	+	null
CGC1	null	3300029823.a:Ga0134844_100004	3300029823.a:Ga0134844_100004_199	222635	223225	+	null
CGC1	STP	3300029823.a:Ga0134844_100004	3300029823.a:Ga0134844_100004_200	223309	224538	+	NUDIX
CGC1	null	3300029823.a:Ga0134844_100004	3300029823.a:Ga0134844_100004_201	224636	225076	+	null
CGC1	TF	3300029823.a:Ga0134844_100004	3300029823.a:Ga0134844_100004_202	225145	226161	-	none
CGC1	TC	3300029823.a:Ga0134844_100016	3300029823.a:Ga0134844_100016_152	154977	156308	-	2.A.57.1.11
CGC1	TF	3300029823.a:Ga0134844_100016	3300029823.a:Ga0134844_100016_153	156568	157239	-	HTH_DeoR
CGC1	STP	3300029823.a:Ga0134844_100016	3300029823.a:Ga0134844_100016_154	157232	159178	-	SBP_bac_3+PAS+HATPase_c
CGC1	null	3300029823.a:Ga0134844_100016	3300029823.a:Ga0134844_100016_155	159186	160895	-	null
CGC1	TC	3300029823.a:Ga0134844_100016	3300029823.a:Ga0134844_100016_156	160924	163560	-	3.A.9.1.2
CGC1	null	3300029823.a:Ga0134844_100016	3300029823.a:Ga0134844_100016_157	164050	169392	+	null
CGC1	CAZyme	3300029823.a:Ga0134844_100016	3300029823.a:Ga0134844_100016_158	169396	171663	+	 GT51|GT51
