dbCAN subfam	Subfam Composition	Subfam EC	Substrate	Profile Length	Gene ID	Gene Length	E Value	Profile Start	Profile End	Gene Start	Gene End	Coverage
GH102_e2	GH102:4353	4.2.2.n1:8	-	134	3300014620.a:Ga0134333_100001_184	366	3.1e-69	1	134	127	258	0.9925373134328358	0.9925373134328358
GT19_e17	GT19:7713	2.4.1.182:13	-	358	3300014620.a:Ga0134333_100003_158	383	1.8e-173	1	358	10	367	0.9972067039106145	0.9972067039106145
GT28_e46	GT28:8561	2.4.1.227:11	-	160	3300014620.a:Ga0134333_100003_68	356	3.5e-64	1	159	185	341	0.9875	0.9875
GT51_e71	GT51:5520	-	-	166	3300014620.a:Ga0134333_100004_70	758	7.8e-79	1	165	50	213	0.9879518072289156	0.9879518072289156
GH23_e734	GH23:3967	4.2.2.n1:8	peptidoglycan	150	3300014620.a:Ga0134333_100006_24	204	2.8e-68	1	148	53	200	0.98	0.98
GH3_e19	GH3:6438	3.2.1.52:16	chitin	223	3300014620.a:Ga0134333_100006_87	342	3.6e-108	2	223	56	278	0.9910313901345291	0.9910313901345291
CBM48_e3	CBM48:14267|GH13_11:14161|GH13:59|GH77:38|GH13_10:2|GH13_36:1	3.2.1.68:75|2.4.1.25:4|3.2.1.-:1	glycogen	101	3300014620.a:Ga0134333_100007_50	658	9e-40	4	96	10	101	0.9108910891089109	0.9108910891089109
GH13_e48	GH13_11:3001|CBM48:2819|GH13:35|GH77:23|GH13_10:3	3.2.1.68:15|3.2.1.-:1	sucrose, starch, starch	358	3300014620.a:Ga0134333_100007_50	658	1.1e-155	3	356	173	522	0.9860335195530726	0.9860335195530726
GT35_e0	GT35:17065|GH77:18|GH13_39:1	2.4.1.1:158	-	712	3300014620.a:Ga0134333_100007_53	816	0	1	711	102	811	0.9971910112359551	0.9971910112359551
GT35_e0	GT35:17065|GH77:18|GH13_39:1	2.4.1.1:158	-	712	3300014620.a:Ga0134333_100007_63	798	0	1	711	92	796	0.9971910112359551	0.9971910112359551
GH77_e27	GH77:4919|GH13_26:95|GT35:1	2.4.1.25:11	starch	540	3300014620.a:Ga0134333_100007_64	695	5.8e-272	1	539	149	685	0.9962962962962963	0.9962962962962963
GT2	GT2:36	-	-	128	3300014620.a:Ga0134333_100010_23	345	2.1e-65	1	128	10	137	0.9921875	0.9921875
GT8_e183	GT8:1370	2.4.1.58:14	-	255	3300014620.a:Ga0134333_100010_33	339	6.7e-120	2	255	25	276	0.9921568627450981	0.9921568627450981
GH31_e31	GH31:4050	3.2.1.177:12	xyloglucan	431	3300014620.a:Ga0134333_100010_63	773	1.2e-237	1	430	240	669	0.9953596287703016	0.9953596287703016
GH4_e4	GH4:5108	3.2.1.122:13	sucrose	177	3300014620.a:Ga0134333_100010_89	213	1.3e-92	1	177	7	183	0.9943502824858758	0.9943502824858758
GT83_e0	GT83:3973	2.4.2.43:13	-	513	3300014620.a:Ga0134333_100011_100	551	4.2e-248	3	513	8	517	0.9941520467836257	0.9941520467836257
GT2	GT2:251	-	-	165	3300014620.a:Ga0134333_100011_103	323	1.8e-79	1	163	12	174	0.9818181818181818	0.9818181818181818
GH31_e85	GH31:2083	3.2.1.199:9	polyphenol	440	3300014620.a:Ga0134333_100012_23	679	5.3e-222	2	439	230	666	0.9931818181818182	0.9931818181818182
AA2_e1	AA2:59	-	-	252	3300014620.a:Ga0134333_100012_90	727	9e-18	14	109	92	188	0.376984126984127	0.376984126984127
AA2_e1	AA2:59	-	-	252	3300014620.a:Ga0134333_100012_90	727	8.1e-17	16	249	461	720	0.9246031746031746	0.9246031746031746
CBM50_e486	CBM50:11431|GH73:1|CE4:1|GH25:1	-	chitin, peptidoglycan	43	3300014620.a:Ga0134333_100014_2	252	4.4e-20	1	42	43	84	0.9534883720930233	0.9534883720930233
