Gene ID	CAZy ID	% Identical	Length	Mismatches	Gap Open	Gene Start	Gene End	CAZy Start	CAZy End	E Value	Bit Score
3300029533.a:Ga0245046_100088_41	AMJ18631.1|GT2	43.4	1171	631	9	7	1158	2	1159	8.4e-281	970.7
3300029533.a:Ga0245046_100088_81	CCC72509.1|CE4	97.6	292	7	0	1	292	9	300	1.4e-168	595.9
3300029533.a:Ga0245046_100320_13	AVO73726.1|GT51	97.1	624	18	0	1	624	1	624	0.0e+00	1201.8
3300029533.a:Ga0245046_100320_23	CCC72246.1|GT26	97.1	243	7	0	1	243	1	243	8.8e-132	473.4
3300029533.a:Ga0245046_100320_26	ALG41124.1|GT2	99.5	416	2	0	1	416	1	416	8.2e-247	856.3
3300029533.a:Ga0245046_100049_9	AGL64700.2|GH23	56.1	362	157	2	1	362	1	360	3.4e-111	405.6
3300029533.a:Ga0245046_100049_17	QCW79542.1|GH101	52.6	511	228	3	12	508	558	1068	2.8e-148	529.3
3300029533.a:Ga0245046_100049_56	CCC73389.1|GT28	98.9	372	4	0	1	372	1	372	5.2e-208	727.2
3300029533.a:Ga0245046_100049_65	CCC73398.1|GT9	94.5	343	19	0	1	343	1	343	6.0e-195	683.7
3300029533.a:Ga0245046_100049_66	ALG42175.1|GT9	98.3	349	6	0	1	349	1	349	3.7e-200	701.0
3300029533.a:Ga0245046_100049_79	AVO27647.1|GT2	96.8	308	10	0	1	308	1	308	3.1e-174	614.8
3300029533.a:Ga0245046_100049_124	CCC74348.1|GH18	91.8	588	44	1	1	584	1	588	0.0e+00	1101.3
3300029533.a:Ga0245046_100049_125	AMJ20771.1|GH13_26	46.6	872	403	10	2	825	3	859	4.8e-222	775.0
3300029533.a:Ga0245046_100049_130	CAN65674.1|GH28	49.3	540	249	7	71	604	109	629	5.6e-154	548.5
3300029533.a:Ga0245046_100064_14	AVO26228.1|GH73	84.4	405	63	0	1	405	1	405	5.4e-203	710.7
3300029533.a:Ga0245046_100075_22	CAE6110940.1|CE8	43.3	550	283	11	17	556	257	787	8.0e-120	434.9
3300029533.a:Ga0245046_100075_41	AGL64353.2|CBM50|GH25	45.5	576	302	6	1	572	1	568	7.9e-147	524.6
3300029533.a:Ga0245046_100075_46	AVO75296.1|GT28	94.8	381	20	0	1	381	1	381	4.5e-207	724.2
3300029533.a:Ga0245046_100075_83	ARF98443.1|GT4	63.4	385	141	0	1	385	1	385	1.5e-141	506.5
3300029533.a:Ga0245046_100075_96	CCC73807.1|GH23	83.0	265	35	3	1	258	1	262	1.9e-116	422.5
3300029533.a:Ga0245046_100074_26	AVO26603.1|GT30	97.5	445	11	0	1	445	1	445	3.7e-253	877.5
3300029533.a:Ga0245046_100074_28	AVO26605.1|GT19	94.0	384	23	0	1	384	1	384	1.0e-206	723.0
3300029533.a:Ga0245046_100074_32	AVO26609.1|CE11	94.9	277	14	0	1	277	1	277	5.8e-148	527.3
3300029533.a:Ga0245046_100074_35	AVO26612.1|GT51	96.2	260	10	0	1	260	1	260	9.5e-140	500.0
3300029533.a:Ga0245046_100180_15	CAD7245033.1|GT58	68.1	479	133	5	4	469	1053	1524	2.1e-174	615.9
3300029533.a:Ga0245046_100180_24	QGH21225.1|GT0	58.9	380	153	3	3	381	5	382	2.0e-122	443.0
3300029533.a:Ga0245046_100180_28	QFG67851.1|CBM48|GH13_9	45.5	552	287	4	4	543	1474	2023	1.4e-132	477.2
3300029533.a:Ga0245046_100180_35	CAE6204650.1|GH28	52.2	600	280	3	4	597	745	1343	2.1e-179	632.9
