Gene ID	CAZy ID	% Identical	Length	Mismatches	Gap Open	Gene Start	Gene End	CAZy Start	CAZy End	E Value	Bit Score
3300029884.a:Ga0245328_100393_29	AGL63717.2|GT4	47.6	679	283	8	159	835	107	714	1.1e-160	571.2
3300029884.a:Ga0245328_100393_35	QYU66396.1|GH13_23	48.0	502	226	9	6	495	5	483	8.1e-109	398.3
3300029884.a:Ga0245328_100343_20	AEB06831.1|GT2	69.3	345	106	0	4	348	12	356	8.4e-144	513.8
3300029884.a:Ga0245328_100112_9	AEB06302.1|CE4	52.8	460	199	7	12	460	7	459	3.7e-123	445.7
3300029884.a:Ga0245328_100112_71	CAD7245033.1|GT58	62.6	481	162	4	9	475	1048	1524	1.7e-158	563.1
3300029884.a:Ga0245328_100112_87	QWT17802.1|CBM32|GH84	50.5	1649	768	19	9	1627	10	1639	0.0e+00	1559.3
3300029884.a:Ga0245328_100444_18	QWT17625.1|CBM32|GH31	35.8	1293	593	33	3	1082	820	2088	3.6e-178	629.8
3300029884.a:Ga0245328_100444_19	UNT95946.1|CBM32|GH31	64.0	755	248	10	22	769	24	761	2.7e-280	968.4
3300029884.a:Ga0245328_100444_20	QCC62414.1|CBM32|GH36	52.3	1680	651	36	81	1630	1	1659	0.0e+00	1536.2
3300029884.a:Ga0245328_101163_2	ALR08738.2|GT83	44.1	587	313	6	15	593	1	580	1.9e-135	486.9
3300029884.a:Ga0245328_100216_13	AGL63717.2|GT4	48.5	619	303	7	96	713	107	710	2.2e-155	553.5
3300029884.a:Ga0245328_100216_50	CCO12868.2|GH1	46.1	1298	552	13	5	1266	3	1188	0.0e+00	1091.3
3300029884.a:Ga0245328_100216_53	CAD7226128.1|GH38	36.1	712	394	15	12	684	1345	2034	2.0e-107	394.0
3300029884.a:Ga0245328_100556_12	ATP53313.1|GT2	78.4	342	74	0	36	377	2	343	2.8e-161	572.0
3300029884.a:Ga0245328_100172_39	CCO12633.2|GH84	43.6	535	286	8	1	532	1	522	2.3e-124	449.9
3300029884.a:Ga0245328_100172_41	QIA34389.1|GH5	69.9	352	106	0	3	354	2	353	6.5e-152	540.8
3300029884.a:Ga0245328_100172_55	QBQ55251.1|CBM50	39.8	904	459	16	7	873	25	880	5.5e-147	525.8
3300029884.a:Ga0245328_100340_20	BCL58378.1|CBM32|GH20	48.3	750	363	15	3	747	1	730	4.0e-183	645.6
3300029884.a:Ga0245328_100340_21	BCL58378.1|CBM32|GH20	43.1	728	372	13	2	727	734	1421	3.1e-157	559.7
3300029884.a:Ga0245328_100505_17	AWZ17133.1|GH13_30	34.2	1265	669	25	3	1228	406	1545	2.4e-204	716.8
3300029884.a:Ga0245328_102869_2	AGL64353.2|CBM50|GH25	47.3	567	294	5	7	570	1	565	3.8e-149	532.3
3300029884.a:Ga0245328_100085_12	AZH69298.1|GH4	90.4	460	42	1	1	458	1	460	4.5e-246	854.0
3300029884.a:Ga0245328_100085_98	QRT30708.1|GH1	59.8	487	195	1	4	489	3	489	3.1e-184	648.7
3300029884.a:Ga0245328_100085_120	QWT17444.1|CE9	72.4	388	100	4	1	386	1	383	7.8e-159	563.9
3300029884.a:Ga0245328_100085_132	QIA33912.1|GH1	69.2	477	145	2	1	476	3	478	2.2e-203	712.2
3300029884.a:Ga0245328_100242_63	ATP53335.1|GT28	63.7	375	131	3	1	375	1	370	2.5e-125	452.6
3300029884.a:Ga0245328_100326_20	AGL64345.2|GT2	56.8	574	243	2	325	893	282	855	2.6e-181	639.8
3300029884.a:Ga0245328_100326_23	CUS04921.2|GT4	45.2	878	425	12	12	860	9	859	1.7e-206	723.4
