HMM Profile	Profile Length	Gene ID	Gene Length	E Value	Profile Start	Profile End	Gene Start	Gene End	Coverage
GT2.hmm	170	3300008102.a:Ga0114249_1000009_53	271	5.8e-29	1	166	4	162	0.9705882352941176
GT2.hmm	170	3300008102.a:Ga0114249_1000009_54	319	1.2e-25	1	140	8	148	0.8176470588235294
GT2.hmm	170	3300008102.a:Ga0114249_1000009_57	332	3e-32	2	128	7	134	0.7411764705882353
GT2.hmm	170	3300008102.a:Ga0114249_1000009_62	278	1.1e-19	2	132	5	141	0.7647058823529411
GT30.hmm	177	3300008102.a:Ga0114249_1000011_69	409	1.5e-40	11	176	44	207	0.9322033898305084
GT2.hmm	170	3300008102.a:Ga0114249_1000012_24	327	1.9e-39	1	167	5	169	0.9764705882352941
CE4.hmm	130	3300008102.a:Ga0114249_1000012_26	254	1.3e-17	6	123	55	177	0.9
GT9.hmm	225	3300008102.a:Ga0114249_1000016_25	326	7.7e-32	7	219	75	304	0.9422222222222222
GH73.hmm	128	3300008102.a:Ga0114249_1000019_43	157	2e-24	3	128	39	155	0.9765625
GT51.hmm	177	3300008102.a:Ga0114249_1000022_102	216	2.6e-60	9	177	42	209	0.9491525423728814
CE1.hmm	227	3300008102.a:Ga0114249_1000023_31	666	9.4e-19	5	221	419	662	0.9515418502202643
GT4.hmm	160	3300008102.a:Ga0114249_1000023_39	381	8.7e-27	8	154	207	350	0.9125
GT19.hmm	354	3300008102.a:Ga0114249_1000030_10	371	1.6e-127	2	352	6	353	0.9887005649717514
CE11.hmm	271	3300008102.a:Ga0114249_1000030_39	466	2.8e-76	1	220	5	225	0.8081180811808119
GT2.hmm	170	3300008102.a:Ga0114249_1000030_59	255	1.4e-21	3	137	11	136	0.788235294117647
GT2.hmm	170	3300008102.a:Ga0114249_1000030_61	678	6.9e-18	1	164	50	212	0.9588235294117647
CE14.hmm	124	3300008102.a:Ga0114249_1000037_32	240	6.6e-28	1	124	6	111	0.9919354838709677
GT4.hmm	160	3300008102.a:Ga0114249_1000066_44	113	7.2e-19	83	157	5	79	0.4625
GT27.hmm	295	3300008102.a:Ga0114249_1000066_5	324	9.8e-23	2	242	6	239	0.8135593220338984
CE1.hmm	227	3300008102.a:Ga0114249_1000091_8	325	5.3e-19	3	139	69	209	0.5991189427312775
CE1.hmm	227	3300008102.a:Ga0114249_1000095_27	714	7e-17	5	218	472	701	0.9383259911894273
GT2.hmm	170	3300008102.a:Ga0114249_1000095_31	253	4.2e-36	1	127	6	129	0.7411764705882353
GT2.hmm	170	3300008102.a:Ga0114249_1000098_24	318	2.3e-32	1	150	4	149	0.8764705882352941
GT4.hmm	160	3300008102.a:Ga0114249_1000118_28	355	3.1e-31	5	155	178	324	0.9375
GH25.hmm	177	3300008102.a:Ga0114249_1000118_30	285	6.1e-46	2	177	86	262	0.9887005649717514
GH171.hmm	355	3300008102.a:Ga0114249_1000128_31	409	4e-110	1	355	56	406	0.9971830985915493
GT4.hmm	160	3300008102.a:Ga0114249_1000181_1	307	5.1e-39	6	159	121	272	0.95625
GT2.hmm	170	3300008102.a:Ga0114249_1000186_13	304	5.1e-30	1	158	3	159	0.9235294117647059
GT2.hmm	170	3300008102.a:Ga0114249_1000186_20	331	8.6e-26	1	160	6	161	0.9352941176470588
GH73.hmm	128	3300008102.a:Ga0114249_1000236_6	383	2.6e-34	2	128	33	162	0.984375
GH3.hmm	216	3300008102.a:Ga0114249_1000334_22	565	4.2e-58	4	215	103	329	0.9768518518518519
GT4.hmm	160	3300008102.a:Ga0114249_1000432_19	387	9e-30	9	157	210	355	0.925
GT51.hmm	177	3300008102.a:Ga0114249_1000750_13	537	2.9e-55	1	176	70	246	0.9887005649717514
GT2.hmm	170	3300008102.a:Ga0114249_1000767_4	239	2e-29	2	169	5	170	0.9823529411764705
GT4.hmm	160	3300008102.a:Ga0114249_1000983_1	365	6.6e-26	8	154	193	331	0.9125
GT2.hmm	170	3300008102.a:Ga0114249_1000983_10	304	7.4e-22	1	108	5	111	0.6294117647058823
GT4.hmm	160	3300008102.a:Ga0114249_1000983_11	320	6.5e-29	9	154	143	285	0.90625
CE4.hmm	130	3300008102.a:Ga0114249_1000983_2	259	3.6e-17	20	127	31	130	0.823076923076923
GT2.hmm	170	3300008102.a:Ga0114249_1000983_4	309	3.8e-32	1	165	5	166	0.9647058823529412
GT4.hmm	160	3300008102.a:Ga0114249_1000983_9	377	1.4e-25	7	160	204	354	0.95625
GT28.hmm	157	3300008102.a:Ga0114249_1002156_6	307	2e-35	1	105	199	307	0.6624203821656051
GT2.hmm	170	3300008102.a:Ga0114249_1002224_5	293	1.4e-24	1	131	9	143	0.7647058823529411
GT51.hmm	177	3300008102.a:Ga0114249_1004632_1	672	2.2e-43	39	176	2	140	0.7740112994350282
GT2.hmm	170	3300008102.a:Ga0114249_1006133_2	286	2.1e-21	4	164	1	162	0.9411764705882353
GT2.hmm	170	3300008102.a:Ga0114249_1006133_3	316	6.6e-26	1	144	5	148	0.8411764705882353
