CGC#	Gene Type	Contig ID	Protein ID	Gene Start	Gene Stop	Direction	Protein Family
CGC1	STP	3300029505.a:Ga0244823_100510	3300029505.a:Ga0244823_100510_8	10958	12457	-	PALP
CGC1	TF	3300029505.a:Ga0244823_100510	3300029505.a:Ga0244823_100510_9	12702	13415	+	SfsA
CGC1	TC	3300029505.a:Ga0244823_100510	3300029505.a:Ga0244823_100510_10	13860	14903	+	9.A.8.1.5
CGC1	null	3300029505.a:Ga0244823_100510	3300029505.a:Ga0244823_100510_11	14929	16449	-	null
CGC1	null	3300029505.a:Ga0244823_100510	3300029505.a:Ga0244823_100510_12	16598	17530	+	null
CGC1	TC	3300029505.a:Ga0244823_100510	3300029505.a:Ga0244823_100510_13	17537	18391	+	9.A.8.1.5
CGC1	null	3300029505.a:Ga0244823_100510	3300029505.a:Ga0244823_100510_14	18536	19504	-	null
CGC1	null	3300029505.a:Ga0244823_100510	3300029505.a:Ga0244823_100510_15	20024	20452	-	null
CGC1	TF	3300029505.a:Ga0244823_100510	3300029505.a:Ga0244823_100510_16	20517	20798	-	HTH_10
CGC1	TC	3300029505.a:Ga0244823_100510	3300029505.a:Ga0244823_100510_17	21004	22338	+	2.A.40.2.1
CGC1	null	3300029505.a:Ga0244823_100510	3300029505.a:Ga0244823_100510_18	22613	23863	+	null
CGC1	CAZyme	3300029505.a:Ga0244823_100510	3300029505.a:Ga0244823_100510_19	23908	25068	+	GH33| GH33
CGC1	STP	3300029505.a:Ga0244823_100375	3300029505.a:Ga0244823_100375_37	38000	38383	-	Glyoxalase
CGC1	null	3300029505.a:Ga0244823_100375	3300029505.a:Ga0244823_100375_38	38416	38802	-	null
CGC1	STP	3300029505.a:Ga0244823_100375	3300029505.a:Ga0244823_100375_39	38803	39366	-	HD
CGC1	null	3300029505.a:Ga0244823_100375	3300029505.a:Ga0244823_100375_40	39434	40507	-	null
CGC1	STP	3300029505.a:Ga0244823_100375	3300029505.a:Ga0244823_100375_41	40797	43340	+	Pyr_redox_2
CGC1	TC	3300029505.a:Ga0244823_100375	3300029505.a:Ga0244823_100375_42	43469	44824	-	2.A.3.8.12
CGC1	null	3300029505.a:Ga0244823_100375	3300029505.a:Ga0244823_100375_43	44940	46385	-	null
CGC1	STP	3300029505.a:Ga0244823_100375	3300029505.a:Ga0244823_100375_44	46446	47624	-	Aminotran_1_2
CGC1	null	3300029505.a:Ga0244823_100375	3300029505.a:Ga0244823_100375_45	47683	48582	-	null
CGC1	null	3300029505.a:Ga0244823_100375	3300029505.a:Ga0244823_100375_46	48602	49483	-	null
CGC1	TC	3300029505.a:Ga0244823_100375	3300029505.a:Ga0244823_100375_47	49533	50489	-	3.A.1.5.20
CGC1	TC	3300029505.a:Ga0244823_100375	3300029505.a:Ga0244823_100375_48	50486	51484	-	3.A.1.5.20
CGC1	TC	3300029505.a:Ga0244823_100375	3300029505.a:Ga0244823_100375_49	51513	52394	-	3.A.1.5.39
CGC1	TC	3300029505.a:Ga0244823_100375	3300029505.a:Ga0244823_100375_50	52408	53334	-	3.A.1.5.11
CGC1	TC	3300029505.a:Ga0244823_100375	3300029505.a:Ga0244823_100375_51	53457	55025	-	3.A.1.5.39
CGC1	TF	3300029505.a:Ga0244823_100375	3300029505.a:Ga0244823_100375_52	55303	56241	+	HTH_1
CGC1	TC	3300029505.a:Ga0244823_100375	3300029505.a:Ga0244823_100375_53	56312	58987	-	3.A.3.2.21
CGC1	CAZyme	3300029505.a:Ga0244823_100375	3300029505.a:Ga0244823_100375_54	59455	60792	+	 GT4|GT4
CGC1	null	3300029505.a:Ga0244823_100375	3300029505.a:Ga0244823_100375_55	60848	61624	+	null
CGC1	TC	3300029505.a:Ga0244823_100375	3300029505.a:Ga0244823_100375_56	61656	61982	-	2.A.78.1.1
CGC1	TC	3300029505.a:Ga0244823_100375	3300029505.a:Ga0244823_100375_57	62027	62623	-	2.A.78.1.1
CGC1	TC	3300029505.a:Ga0244823_100007	3300029505.a:Ga0244823_100007_44	53763	56780	-	2.A.6.3.6
CGC1	TC	3300029505.a:Ga0244823_100007	3300029505.a:Ga0244823_100007_45	56796	57992	-	2.A.6.2.39
CGC1	TF	3300029505.a:Ga0244823_100007	3300029505.a:Ga0244823_100007_46	58192	58869	+	Trans_reg_C
CGC1	STP	3300029505.a:Ga0244823_100007	3300029505.a:Ga0244823_100007_47	58866	59888	+	HisKA+HATPase_c
CGC1	null	3300029505.a:Ga0244823_100007	3300029505.a:Ga0244823_100007_48	59969	60835	-	null
CGC1	null	3300029505.a:Ga0244823_100007	3300029505.a:Ga0244823_100007_49	61037	61597	-	null
CGC1	STP	3300029505.a:Ga0244823_100007	3300029505.a:Ga0244823_100007_50	61664	62257	-	NUDIX
CGC1	null	3300029505.a:Ga0244823_100007	3300029505.a:Ga0244823_100007_51	62298	63095	-	null
CGC1	STP	3300029505.a:Ga0244823_100007	3300029505.a:Ga0244823_100007_52	63304	64851	-	HD
CGC1	null	3300029505.a:Ga0244823_100007	3300029505.a:Ga0244823_100007_53	64964	65569	-	null
CGC1	STP	3300029505.a:Ga0244823_100007	3300029505.a:Ga0244823_100007_54	65572	66645	-	ATPase_2
CGC1	TC	3300029505.a:Ga0244823_100007	3300029505.a:Ga0244823_100007_55	67094	68440	+	2.A.38.4.1
CGC1	TC	3300029505.a:Ga0244823_100007	3300029505.a:Ga0244823_100007_56	68468	69121	+	2.A.38.4.4
CGC1	null	3300029505.a:Ga0244823_100007	3300029505.a:Ga0244823_100007_57	69230	70048	-	null
CGC1	TC	3300029505.a:Ga0244823_100007	3300029505.a:Ga0244823_100007_58	70063	70953	-	1.B.12.5.1
CGC1	null	3300029505.a:Ga0244823_100007	3300029505.a:Ga0244823_100007_59	71208	71663	+	null
CGC1	CAZyme	3300029505.a:Ga0244823_100007	3300029505.a:Ga0244823_100007_60	71715	72725	-	CE4
CGC1	STP	3300029505.a:Ga0244823_100007	3300029505.a:Ga0244823_100007_61	72958	73725	+	Sigma70_r4_2+Nitro_FeMo-Co
CGC1	STP	3300029505.a:Ga0244823_100007	3300029505.a:Ga0244823_100007_62	73992	75299	+	Pribosyltran
CGC1	null	3300029505.a:Ga0244823_100007	3300029505.a:Ga0244823_100007_63	75355	75696	-	null
CGC1	null	3300029505.a:Ga0244823_100007	3300029505.a:Ga0244823_100007_64	76009	76896	+	null
CGC1	TF	3300029505.a:Ga0244823_100007	3300029505.a:Ga0244823_100007_65	76926	77834	+	HTH_1
CGC1	null	3300029505.a:Ga0244823_100007	3300029505.a:Ga0244823_100007_66	77937	79529	-	null
CGC1	null	3300029505.a:Ga0244823_100007	3300029505.a:Ga0244823_100007_67	79759	80877	-	null
CGC1	TC	3300029505.a:Ga0244823_100007	3300029505.a:Ga0244823_100007_68	80924	81724	-	3.A.1.5.2
CGC1	TC	3300029505.a:Ga0244823_100007	3300029505.a:Ga0244823_100007_69	81760	82749	-	3.A.1.5.20
CGC1	TC	3300029505.a:Ga0244823_100007	3300029505.a:Ga0244823_100007_70	82762	83739	-	3.A.1.5.20
CGC1	TC	3300029505.a:Ga0244823_100007	3300029505.a:Ga0244823_100007_71	83768	84646	-	3.A.1.5.11
CGC1	TC	3300029505.a:Ga0244823_100007	3300029505.a:Ga0244823_100007_72	84665	85585	-	3.A.1.5.11
CGC1	TC	3300029505.a:Ga0244823_100007	3300029505.a:Ga0244823_100007_73	85695	87416	-	3.A.1.5.11
CGC1	TC	3300029505.a:Ga0244823_100007	3300029505.a:Ga0244823_100007_74	87613	89379	-	3.A.1.5.11
CGC2	TC	3300029505.a:Ga0244823_100007	3300029505.a:Ga0244823_100007_156	157050	158408	+	2.A.38.1.1
CGC2	TC	3300029505.a:Ga0244823_100007	3300029505.a:Ga0244823_100007_157	158421	159860	+	2.A.38.1.1
CGC2	STP	3300029505.a:Ga0244823_100007	3300029505.a:Ga0244823_100007_158	159938	160363	-	CBS+CBS
CGC2	null	3300029505.a:Ga0244823_100007	3300029505.a:Ga0244823_100007_159	160421	161026	-	null
CGC2	CAZyme	3300029505.a:Ga0244823_100007	3300029505.a:Ga0244823_100007_160	161115	162245	-	 GH13_29|GH13_29
CGC2	TC	3300029505.a:Ga0244823_100007	3300029505.a:Ga0244823_100007_161	162527	162763	-	8.A.9.1.1
CGC2	TC	3300029505.a:Ga0244823_100007	3300029505.a:Ga0244823_100007_162	162826	164475	-	4.A.1.2.13
