HMM Profile	Profile Length	Gene ID	Gene Length	E Value	Profile Start	Profile End	Gene Start	Gene End	Coverage
GH13_23.hmm	344	3300011570.a:Ga0121040_100001_163	538	2.3e-160	1	343	29	376	0.9941860465116279
GH97.hmm	631	3300011570.a:Ga0121040_100001_165	682	1.9e-235	5	630	23	678	0.9904912836767037
GH13_2.hmm	310	3300011570.a:Ga0121040_100001_168	572	7.3e-67	1	307	83	412	0.9870967741935484
GT9.hmm	225	3300011570.a:Ga0121040_100001_178	268	5.1e-29	51	194	74	226	0.6355555555555555
GT9.hmm	225	3300011570.a:Ga0121040_100001_2	342	1.8e-47	3	204	65	292	0.8933333333333333
GT83.hmm	540	3300011570.a:Ga0121040_100001_21	612	1.8e-25	6	366	7	356	0.6666666666666666
AA3.hmm	618	3300011570.a:Ga0121040_100001_210	562	2.1e-52	86	399	2	554	0.5064724919093851
GH109.hmm	399	3300011570.a:Ga0121040_100001_215	375	3.8e-26	5	294	3	279	0.7243107769423559
CE1.hmm	227	3300011570.a:Ga0121040_100001_254	661	7e-16	12	210	407	623	0.8722466960352423
GH5_48.hmm	315	3300011570.a:Ga0121040_100001_329	398	2.4e-142	3	315	40	354	0.9904761904761905
GT19.hmm	354	3300011570.a:Ga0121040_100001_426	420	1.4e-132	1	353	37	397	0.9943502824858758
GH23.hmm	135	3300011570.a:Ga0121040_100001_539	309	3.1e-29	17	124	195	301	0.7925925925925926
CE1.hmm	227	3300011570.a:Ga0121040_100001_82	274	5.1e-29	8	209	44	254	0.8854625550660793
CE1.hmm	227	3300011570.a:Ga0121040_100004_105	335	5.7e-29	7	191	45	246	0.8105726872246696
PL6.hmm	372	3300011570.a:Ga0121040_100004_115	480	2.1e-138	2	370	37	409	0.989247311827957
PL17_2.hmm	133	3300011570.a:Ga0121040_100004_116	743	6.9e-24	44	132	191	273	0.6616541353383458
PL17.hmm	139	3300011570.a:Ga0121040_100004_116	743	9.2e-56	1	137	392	528	0.9784172661870504
GH92.hmm	491	3300011570.a:Ga0121040_100004_211	782	4.1e-188	6	491	274	764	0.9877800407331976
CE14.hmm	124	3300011570.a:Ga0121040_100004_69	253	1e-17	2	83	45	129	0.6532258064516129
GH19.hmm	231	3300011570.a:Ga0121040_100009_15	187	4.2e-30	56	156	32	133	0.4329004329004329
CBM32.hmm	124	3300011570.a:Ga0121040_100009_171	1038	2.3e-19	7	122	45	159	0.9274193548387096
GT4.hmm	160	3300011570.a:Ga0121040_100009_195	309	1.3e-19	11	149	129	259	0.8625
GT2.hmm	170	3300011570.a:Ga0121040_100009_197	274	6.6e-24	1	131	9	137	0.7647058823529411
GH92.hmm	491	3300011570.a:Ga0121040_100009_255	822	7.5e-159	3	490	265	795	0.9918533604887984
GH2.hmm	752	3300011570.a:Ga0121040_100009_260	873	1e-108	31	540	26	743	0.6768617021276596
