Gene ID	EC#	HMMER	dbCAN_sub	DIAMOND	Signalp	#ofTools
3300012820.a:Ga0160456_100025_22	2.4.1.-:4|2.4.1.-:4	GT104(16-233)	GT104_e0+GT104_e0	-	N	2
3300012820.a:Ga0160456_100025_222	-	GT4(207-358)	GT4_e3770	GT4	N	3
3300012820.a:Ga0160456_100025_223	-	CE4(58-226)	CE4_e261	-	N	2
3300012820.a:Ga0160456_100025_225	-	GT9(86-294)	GT9_e220	GT9	N	3
3300012820.a:Ga0160456_100025_230	-	CE1(71-332)	-	-	Y(1-42)	1
3300012820.a:Ga0160456_100028_117	-	GH105(19-338)	GH105_e50	GH105	N	3
3300012820.a:Ga0160456_100037_12	-	GT9(114-254)	GT9_e279	GT9	N	3
3300012820.a:Ga0160456_100042_170	2.4.-.-:2	GT51(82-250)	GT51_e98	GT51	N	3
3300012820.a:Ga0160456_100042_32	-	AA4(2-188)	-	-	N	1
3300012820.a:Ga0160456_100042_57	-	GT2(47-208)	GT2	GT2	N	3
3300012820.a:Ga0160456_100042_60	-	GH23(81-218)	GH23_e326	CBM50+GH23	Y(1-19)	3
3300012820.a:Ga0160456_100051_131	-	CE14(7-117)	-	-	N	1
3300012820.a:Ga0160456_100051_157	-	AA3_2(6-533)	AA3_e57	AA3_2	N	3
3300012820.a:Ga0160456_100062_15	-	GT2(9-117)	GT2	GT2	N	3
3300012820.a:Ga0160456_100070_54	-	GH103(74-372)	GH103_e27	GH103	Y(1-42)	3
3300012820.a:Ga0160456_100070_60	3.2.1.52:1	GH3(78-304)	GH3_e78	GH3	N	3
3300012820.a:Ga0160456_100072_92	-	AA3_2(5-530)	AA3_e57	AA3_2	N	3
3300012820.a:Ga0160456_100076_16	-	CE1(87-245)	CE1_e19	-	N	2
3300012820.a:Ga0160456_100090_1	-	GT4(174-319)	GT4_e304	GT4	N	3
3300012820.a:Ga0160456_100090_19	-	CE1(27-280)	-	-	N	1
3300012820.a:Ga0160456_100090_2	-	GT2(16-130)	GT2	GT2	N	3
3300012820.a:Ga0160456_100090_80	-	GH23(540-668)	GH23_e952	GH23	N	3
3300012820.a:Ga0160456_100090_97	-	GH102(166-320)	GH102_e0	GH102	Y(1-29)	3
3300012820.a:Ga0160456_100098_10	-	AA7(55-244)	-	-	N	1
