Gene ID	EC#	HMMER	dbCAN_sub	DIAMOND	Signalp	#ofTools
3300028084.a:Ga0255356_1000011_103	2.4.1.18:166|2.4.1.18:50	GH13_8(218-509)	CBM48_e32+GH13_e20	GH13_8	N	3
3300028084.a:Ga0255356_1000011_16	-	GT2(8-157)	GT2	-	N	2
3300028084.a:Ga0255356_1000011_5	-	CE1(43-243)	-	-	Y(1-26)	1
3300028084.a:Ga0255356_1000011_81	-	CE11(4-295)	CE11_e18	CE11	N	3
3300028084.a:Ga0255356_1000011_89	-	GT5(6-233)	GT5_e28	-	N	2
3300028084.a:Ga0255356_1000011_95	-	GH27(125-368)	GH27_e32	GH27	Y(1-21)	3
3300028084.a:Ga0255356_1000013_29	-	GT28(257-416)	GT28_e43	GT28	N	3
3300028084.a:Ga0255356_1000013_76	-	GH2(31-761)	GH2_e33	GH2	Y(1-26)	3
3300028084.a:Ga0255356_1000013_78	-	GH20(153-510)	GH20_e96	GH20	Y(1-20)	3
3300028084.a:Ga0255356_1000013_79	-	GH171(44-388)	GH171_e3	GH171	Y(1-20)	3
3300028084.a:Ga0255356_1000013_84	-	GH9(114-582)	GH9_e30	CE0+GH9	Y(1-21)	3
3300028084.a:Ga0255356_1000018_20	-	GT4(155-291)	GT4_e3158	GT4	N	3
3300028084.a:Ga0255356_1000018_22	-	GT4(229-394)	GT4_e535	GT4	N	3
3300028084.a:Ga0255356_1000018_23	-	GH130(5-337)	GH130_e12	GH130	N	3
3300028084.a:Ga0255356_1000018_39	-	GH130(11-356)	GH130_e25	GH130	N	3
3300028084.a:Ga0255356_1000018_5	-	GH109(4-164)	-	-	N	1
3300028084.a:Ga0255356_1000018_50	2.4.1.1:9	GT35(273-633)	GT35_e7	GT35	N	3
3300028084.a:Ga0255356_1000021_26	-	GH33(48-340)	GH33_e39	GH33	Y(1-26)	3
3300028084.a:Ga0255356_1000021_53	-	CE4(107-226)	CE4_e274	-	Y(1-25)	2
3300028084.a:Ga0255356_1000021_58	-	GT4(233-370)	GT4_e1329	-	N	2
3300028084.a:Ga0255356_1000021_59	-	GT2(6-159)	GT2	-	N	2
3300028084.a:Ga0255356_1000021_61	-	GT2(4-177)	GT2	-	N	2
3300028084.a:Ga0255356_1000025_12	-	GT83(3-478)	GT83_e68	-	Y(1-23)	2
3300028084.a:Ga0255356_1000031_35	3.2.1.1:1	GH13(162-482)	GH13_e235	GH13	Y(1-20)	3
3300028084.a:Ga0255356_1000031_36	-	CE1(407-663)	-	-	Y(1-23)	1
3300028084.a:Ga0255356_1000033_31	-	GT3(13-347)	GT3_e2	GT3	N	3
3300028084.a:Ga0255356_1000033_32	2.4.1.1:9	GT35(270-742)	GT35_e7	GT35	N	3
3300028084.a:Ga0255356_1000035_15	2.4.1.281:5	GH130(49-360)	GH130_e6	GH130	N	3
3300028084.a:Ga0255356_1000035_16	-	GH26(48-331)	GH26_e53	-	Y(1-32)	2
3300028084.a:Ga0255356_1000035_17	-	GH31(232-686)	GH31_e64	GH31	Y(1-27)	3
3300028084.a:Ga0255356_1000035_18	-	GH78(14-278)	-	-	Y(1-19)	1
3300028084.a:Ga0255356_1000035_19	-	GH51(123-395)	GH51_e29	GH51	Y(1-26)	3
3300028084.a:Ga0255356_1000035_20	3.2.1.78:14|3.2.1.151:5|3.2.1.4:3|3.2.1.78:13|3.2.1.151:5|3.2.1.4:3	CBM35(41-156)+GH26(171-482)	CBM35_e4+GH26_e7	CBM35+GH26	Y(1-34)	3
3300028084.a:Ga0255356_1000035_21	-	CBM8(329-450)	CBM8_e2	-	N	2
3300028084.a:Ga0255356_1000036_45	3.2.1.11:4	GH66(39-583)	GH66_e8	GH66	Y(1-22)	3
3300028084.a:Ga0255356_1000042_26	-	GT19(4-359)	GT19_e2	GT19	N	3
3300028084.a:Ga0255356_1000042_51	-	GT4(224-360)	GT4_e1850	-	N	2
3300028084.a:Ga0255356_1000042_52	-	GT2(12-140)	GT2	-	N	2
3300028084.a:Ga0255356_1000042_53	-	GH133(288-635)	GH133_e1	GH133	N	3
3300028084.a:Ga0255356_1000042_54	-	GT4(237-386)	GT4_e602	GT4	N	3
3300028084.a:Ga0255356_1000044_37	-	GT2(4-163)	GT2	-	N	2
3300028084.a:Ga0255356_1000044_38	-	GT10(137-296)	GT10_e4	-	N	2
3300028084.a:Ga0255356_1000044_39	-	GT2(10-131)	GT2	-	N	2
3300028084.a:Ga0255356_1000044_40	-	GT4(232-375)	GT4_e269	-	N	2
3300028084.a:Ga0255356_1000044_42	-	GT2(8-120)	GT2	-	N	2
3300028084.a:Ga0255356_1000044_43	-	GT2(5-113)	GT2	-	N	2
3300028084.a:Ga0255356_1000044_44	-	GT2(57-145)	-	-	N	1
3300028084.a:Ga0255356_1000044_45	-	GT23(36-324)	GT23_e5	-	N	2
3300028084.a:Ga0255356_1000044_46	-	GT2(5-172)	GT2	-	N	2
3300028084.a:Ga0255356_1000074_1	3.2.1.23:2	GH2(27-686)	GH2_e127	GH2	Y(1-21)	3
