dbCAN subfam	Subfam Composition	Subfam EC	Substrate	Profile Length	Gene ID	Gene Length	E Value	Profile Start	Profile End	Gene Start	Gene End	Coverage
GH103_e11	GH103:389	-	-	291	3300011778.a:Ga0120905_100002_209	334	4.5e-177	2	290	42	330	0.9896907216494846	0.9896907216494846
GH23_e254	GH23:389	-	-	142	3300011778.a:Ga0120905_100002_83	372	2.4e-79	1	141	225	365	0.9859154929577465	0.9859154929577465
GT73_e14	GT73:41	-	-	222	3300011778.a:Ga0120905_100003_47	316	2e-113	1	222	75	297	0.9954954954954955	0.9954954954954955
GT32_e44	GT32:24|GT1:21	-	-	77	3300011778.a:Ga0120905_100003_49	304	8.6e-16	2	72	64	133	0.9090909090909091	0.9090909090909091
CE14_e45	CE14:9	-	-	112	3300011778.a:Ga0120905_100004_162	265	4.3e-16	1	94	51	147	0.8303571428571429	0.8303571428571429
CE4_e177	CE4:5337	3.5.1.41:1	chitin	100	3300011778.a:Ga0120905_100007_62	325	4.6e-43	1	97	96	192	0.96	0.96
GT51_e153	GT51:4623	-	-	175	3300011778.a:Ga0120905_100009_108	823	5.4e-77	2	175	43	216	0.9885714285714285	0.9885714285714285
GH25_e57	GH25:385	-	-	174	3300011778.a:Ga0120905_100009_8	258	1.9e-93	1	173	50	222	0.9885057471264368	0.9885057471264368
AA6_e2	AA6:22	-	-	195	3300011778.a:Ga0120905_100010_25	199	5.9e-66	2	194	6	193	0.9846153846153847	0.9846153846153847
CBM50_e255	CBM50:389|GH18:1	-	chitin, peptidoglycan	43	3300011778.a:Ga0120905_100018_85	277	1.6e-21	1	42	55	97	0.9534883720930233	0.9534883720930233
GT4_e1257	GT4:42	-	-	143	3300011778.a:Ga0120905_100026_21	359	2e-50	2	142	189	329	0.9790209790209791	0.9790209790209791
GT51_e28	GT51:6681	2.4.1.129:11	-	172	3300011778.a:Ga0120905_100027_80	798	1.8e-80	1	171	154	323	0.9883720930232558	0.9883720930232558
GH23_e239	GH23:484	-	-	111	3300011778.a:Ga0120905_100002_80	288	3.5e-54	3	110	107	212	0.963963963963964	0.963963963963964
GH3_e19	GH3:6438	3.2.1.52:16	chitin	223	3300011778.a:Ga0120905_100003_132	342	6.1e-105	2	223	56	278	0.9910313901345291	0.9910313901345291
AA2_e1	AA2:59	-	-	252	3300011778.a:Ga0120905_100003_213	733	5.9e-18	21	248	470	724	0.9007936507936508	0.9007936507936508
GT25_e104	GT25:74	-	-	178	3300011778.a:Ga0120905_100003_50	253	1.3e-95	1	178	6	183	0.9943820224719101	0.9943820224719101
AA3_e57	AA3_2:11	-	-	532	3300011778.a:Ga0120905_100004_158	552	2.6e-202	1	531	3	533	0.9962406015037594	0.9962406015037594
GT30_e52	GT30:437	2.4.99.-:4	-	181	3300011778.a:Ga0120905_100007_19	445	2.9e-85	2	180	55	233	0.9834254143646409	0.9834254143646409
GT28_e48	GT28:443	-	-	160	3300011778.a:Ga0120905_100007_42	366	2.5e-86	1	160	196	355	0.99375	0.99375
AA1_e20	AA1:10	-	-	461	3300011778.a:Ga0120905_100007_47	582	1.5e-49	1	460	52	548	0.9956616052060737	0.9956616052060737
GT2	GT2:90	-	-	226	3300011778.a:Ga0120905_100009_62	344	2.2e-109	1	226	95	319	0.995575221238938	0.995575221238938
AA4_e1	AA4:19	-	-	525	3300011778.a:Ga0120905_100010_124	476	1.6e-20	13	259	17	252	0.4685714285714286	0.4685714285714286
GH104_e3	GH104:20	-	-	135	3300011778.a:Ga0120905_100018_53	247	3.9e-66	1	134	13	146	0.9851851851851852	0.9851851851851852
GH153_e0	GH153:1203|CE4:1180	3.5.1.-:1|3.2.1.-:1	exo-polysaccharide	343	3300011778.a:Ga0120905_100019_49	401	4.9e-133	2	339	60	396	0.9825072886297376	0.9825072886297376
GT4_e3474	GT4:36	-	-	147	3300011778.a:Ga0120905_100026_22	359	7.6e-63	2	145	185	328	0.9727891156462585	0.9727891156462585
CBM50_e391	CBM50:1681	-	chitin, peptidoglycan	49	3300011778.a:Ga0120905_100037_61	169	6.2e-27	1	49	120	168	0.9795918367346939	0.9795918367346939
