Gene ID	CAZy ID	% Identical	Length	Mismatches	Gap Open	Gene Start	Gene End	CAZy Start	CAZy End	E Value	Bit Score
3300011385.a:Ga0121713_100001_36	AMJ20771.1|GH13_26	50.6	884	407	10	24	902	1	859	4.7e-255	884.8
3300011385.a:Ga0121713_100001_94	QYO62262.1|GH13	66.2	355	119	1	1	355	1	354	1.0e-119	434.5
3300011385.a:Ga0121713_100001_109	AZV31449.1|GH23	36.6	577	338	9	51	615	246	806	3.4e-103	379.8
3300011385.a:Ga0121713_100001_111	AZV31449.1|GH23	56.9	360	144	1	1	349	817	1176	1.4e-109	400.2
3300011385.a:Ga0121713_100001_148	AGL63717.2|GT4	41.6	630	347	9	167	791	107	720	1.2e-132	478.0
3300011385.a:Ga0121713_100001_238	AWZ17133.1|GH13_30	34.8	1119	629	20	3	1058	406	1486	4.7e-170	602.8
3300011385.a:Ga0121713_100001_241	AME00734.1|CBM50	98.1	270	5	0	1	270	1	270	4.2e-143	511.1
3300011385.a:Ga0121713_100001_249	CAD7221988.1|GH103	41.7	611	341	7	7	606	13	619	8.7e-134	481.5
3300011385.a:Ga0121713_100001_297	QCR84850.1|GT2	96.3	322	12	0	1	322	1	322	2.6e-179	631.7
3300011385.a:Ga0121713_100001_298	QCR84851.1|GT4	88.3	358	42	0	1	358	1	358	8.0e-182	640.2
3300011385.a:Ga0121713_100001_299	QCR84852.1|GT4	81.9	360	60	2	1	355	1	360	1.0e-160	570.1
3300011385.a:Ga0121713_100001_301	BAV11788.1|GT4	95.2	376	18	0	1	376	1	376	1.6e-204	715.7
3300011385.a:Ga0121713_100008_5	ATR77826.1|CBM50	99.2	367	3	0	1	367	1	367	1.1e-207	726.1
3300011385.a:Ga0121713_100002_6	CAD7251071.1|GT51	64.2	341	122	0	4	344	215	555	6.6e-125	451.1
3300011385.a:Ga0121713_100002_12	CAE6110940.1|CE8	42.0	552	281	16	39	582	266	786	5.4e-111	405.6
3300011385.a:Ga0121713_100002_29	ATQ85173.1|GT19	96.3	462	9	1	1	454	1	462	7.1e-252	873.2
3300011385.a:Ga0121713_100002_36	BAV11563.1|GH103	96.4	447	16	0	1	447	1	447	1.0e-247	859.4
3300011385.a:Ga0121713_100002_118	CAE6201338.1|GH1	34.8	678	376	15	3	659	593	1225	8.8e-110	401.7
3300011385.a:Ga0121713_100002_134	AKG15649.2|GT51	59.2	885	330	8	28	911	2	856	2.0e-290	1002.3
3300011385.a:Ga0121713_100002_135	QCR86199.1|GT51	97.0	868	23	1	27	891	1	868	0.0e+00	1641.3
3300011385.a:Ga0121713_100002_140	QYU66396.1|GH13_23	53.7	464	192	9	6	461	9	457	2.3e-116	423.3
3300011385.a:Ga0121713_100002_145	ALR08738.2|GT83	50.8	597	270	7	2	589	1	582	4.5e-169	598.6
3300011385.a:Ga0121713_100002_149	BAV11460.1|GT73	97.2	284	8	0	1	284	1	284	1.1e-157	559.7
3300011385.a:Ga0121713_100002_150	BAV11459.1|GT4	97.5	365	9	0	1	365	1	365	5.8e-204	713.8
3300011385.a:Ga0121713_100002_151	QCR86211.1|GT25	99.2	251	2	0	1	251	1	251	2.5e-137	491.9
3300011385.a:Ga0121713_100002_152	BAV11457.1|GT4	97.8	365	8	0	1	365	1	365	3.4e-204	714.5
3300011385.a:Ga0121713_100002_177	UAY36860.1|GT4	92.5	507	31	1	1	507	1	500	1.1e-266	922.5
3300011385.a:Ga0121713_100002_186	CUS04610.2|GT4	32.5	808	473	8	63	870	24	759	2.9e-108	397.1
3300011385.a:Ga0121713_100002_222	AGL63717.2|GT4	45.5	699	303	10	158	854	107	729	7.4e-157	558.5
3300011385.a:Ga0121713_100002_225	QHG09160.1|GT20	95.2	479	23	0	1	479	1	479	5.7e-268	926.8
3300011385.a:Ga0121713_100002_229	ATQ83087.1|GT2	97.9	237	5	0	1	237	1	237	2.5e-134	481.9
3300011385.a:Ga0121713_100002_242	CAE6179499.1|GH152	38.4	701	357	16	10	650	77	762	1.6e-119	434.1
3300011385.a:Ga0121713_100017_19	CAD7245033.1|GT58	67.8	478	133	5	2	464	1053	1524	1.4e-173	613.2
3300011385.a:Ga0121713_100011_32	AHC21644.2|GH1	48.6	518	262	3	3	520	8	521	1.2e-138	497.3
3300011385.a:Ga0121713_100011_37	AGL64353.2|CBM50|GH25	43.1	569	300	7	1	566	1	548	5.8e-129	465.3
3300011385.a:Ga0121713_100011_44	AMJ20543.1|GH13_11	54.0	404	182	2	14	414	7	409	2.5e-118	429.5
3300011385.a:Ga0121713_100005_44	CAD7280782.1|GT2	77.9	349	73	2	20	368	1793	2137	8.2e-148	527.3
3300011385.a:Ga0121713_100005_46	CAD7280782.1|GT2	70.7	287	83	1	153	438	1512	1798	1.9e-109	400.2
3300011385.a:Ga0121713_100005_47	CAD7280782.1|GT2	63.1	347	119	2	42	388	1178	1515	7.2e-110	401.4
3300011385.a:Ga0121713_100005_48	CAD7280782.1|GT2	65.6	805	247	2	150	927	384	1185	0.0e+00	1082.8
3300011385.a:Ga0121713_100005_50	CAD7280782.1|GT2	76.2	248	57	1	4	251	7	252	2.7e-108	396.7
3300011385.a:Ga0121713_100005_66	AGL64345.2|GT2	49.0	559	280	3	351	905	298	855	1.5e-144	517.7
3300011385.a:Ga0121713_100005_73	CAD7252417.1|GH13	43.1	580	315	7	127	695	339	914	2.0e-115	420.6
3300011385.a:Ga0121713_100005_101	CAE6204650.1|GH28	50.7	598	287	4	7	597	747	1343	3.4e-169	599.0
3300011385.a:Ga0121713_100005_105	CAE6201338.1|GH1	52.8	644	293	6	7	639	578	1221	8.4e-198	694.1
3300011385.a:Ga0121713_100007_67	ALR09732.2|GH92	40.0	747	418	10	2	739	5	730	5.4e-148	528.9
3300011385.a:Ga0121713_100007_82	ATW85495.1|GH23	95.7	489	17	2	1	489	1	485	3.5e-265	917.5
3300011385.a:Ga0121713_100007_129	ATR78428.1|GT30	94.7	457	24	0	1	457	1	457	1.1e-244	849.4
3300011385.a:Ga0121713_100022_2	QHG08711.1|GT28	100.0	372	0	0	1	372	1	372	5.2e-208	727.2
3300011385.a:Ga0121713_100022_8	QHG08717.1|CE11	98.3	291	5	0	1	291	1	291	1.3e-161	572.8
3300011385.a:Ga0121713_100009_56	CUS04494.2|GH39	57.9	1252	478	12	45	1255	14	1257	0.0e+00	1405.6
3300011385.a:Ga0121713_100006_18	ARF89445.1|GT1	40.3	521	308	2	4	521	430	950	7.5e-112	408.3
3300011385.a:Ga0121713_100006_139	UAY37067.1|CBM50|GH23	96.7	971	29	1	1	968	1	971	0.0e+00	1629.0
3300011385.a:Ga0121713_100006_146	AKG15280.2|GH103	74.8	508	122	3	1	507	1	503	8.6e-222	773.5
3300011385.a:Ga0121713_100014_53	ANF95373.1|CBM50	41.2	665	332	14	53	692	35	665	2.3e-129	466.8
3300011385.a:Ga0121713_100003_23	ATQ84817.1|GH3	99.1	346	3	0	1	346	1	346	1.6e-195	685.6
3300011385.a:Ga0121713_100003_39	UAY36604.1|GT51	98.5	908	14	0	1	908	1	908	0.0e+00	1753.8
3300011385.a:Ga0121713_100003_41	CCO12868.2|GH1	44.5	1376	529	8	19	1356	7	1186	0.0e+00	1149.4
3300011385.a:Ga0121713_100003_50	QHG08945.1|CBM50	93.3	446	27	1	1	446	1	443	3.2e-111	406.0
3300011385.a:Ga0121713_100003_167	CCO12112.2|GH13_31	59.4	436	167	5	12	443	4	433	1.0e-133	480.7
3300011385.a:Ga0121713_100003_184	BAV10950.1|GT51	98.4	258	4	0	1	258	1	258	2.5e-140	501.9
3300011385.a:Ga0121713_100003_195	CAG7911095.1|GH5_11	38.9	975	494	20	24	980	589	1479	1.6e-192	677.2
3300011385.a:Ga0121713_100010_6	AME02320.1|GT2	96.3	244	9	0	1	244	1	244	9.4e-134	479.9
3300011385.a:Ga0121713_100010_14	CAN65674.1|GH28	40.9	594	322	9	51	637	87	658	3.6e-132	476.1
3300011385.a:Ga0121713_100010_61	ATW84931.1|GH103	95.0	461	23	0	1	461	1	461	1.2e-254	882.5
3300011385.a:Ga0121713_100010_66	QOF98722.1|GT87	56.8	551	232	4	6	553	12	559	7.0e-185	651.0
3300011385.a:Ga0121713_100004_10	ATQ83725.1|GT2	94.8	269	14	0	1	269	1	269	2.5e-143	511.9
3300011385.a:Ga0121713_100004_11	ATQ85648.1|GT0	95.3	274	13	0	1	274	1	274	2.1e-153	545.4
3300011385.a:Ga0121713_100004_12	ATR79081.1|GT52	94.6	333	18	0	1	333	1	333	2.6e-182	641.7
3300011385.a:Ga0121713_100004_15	UAY37466.1|GT0	93.9	555	34	0	1	555	1	555	4.0e-305	1050.4
3300011385.a:Ga0121713_100004_19	AWW69811.1|GT2	51.4	414	195	2	8	421	120	527	3.4e-107	392.5
3300011385.a:Ga0121713_100004_51	CAD7226128.1|GH38	36.6	710	385	13	11	681	1345	2028	5.9e-120	435.6
3300011385.a:Ga0121713_100004_66	CDM22846.1|GT51	53.9	406	184	1	31	433	902	1307	4.3e-121	438.7
3300011385.a:Ga0121713_100004_113	ATW86310.1|GH23	98.0	254	5	0	1	254	1	254	4.3e-137	491.1
3300011385.a:Ga0121713_100004_118	ATQ83822.1|GH23	98.6	661	9	0	1	661	1	661	0.0e+00	1312.4
