HMM Profile	Profile Length	Gene ID	Gene Length	E Value	Profile Start	Profile End	Gene Start	Gene End	Coverage
GH3.hmm	216	3300025846.a:Ga0209538_1000004_1	743	2.5e-75	3	216	87	309	0.9861111111111112
GH43_10.hmm	271	3300025846.a:Ga0209538_1000004_52	557	4.6e-108	1	271	40	310	0.996309963099631
CBM91.hmm	200	3300025846.a:Ga0209538_1000004_52	557	1.2e-25	4	198	344	553	0.97
GH109.hmm	399	3300025846.a:Ga0209538_1000004_53	449	3e-21	5	167	38	195	0.40601503759398494
CE12.hmm	210	3300025846.a:Ga0209538_1000004_54	268	8.5e-61	1	210	40	259	0.9952380952380953
CE8.hmm	288	3300025846.a:Ga0209538_1000004_55	315	3e-101	1	287	23	305	0.9930555555555556
GH105.hmm	332	3300025846.a:Ga0209538_1000004_56	392	4.7e-123	6	328	46	387	0.9698795180722891
GT2.hmm	170	3300025846.a:Ga0209538_1000004_65	502	7.7e-34	1	138	10	150	0.8058823529411765
GT2.hmm	170	3300025846.a:Ga0209538_1000004_66	270	7.6e-22	1	131	4	131	0.7647058823529411
GT2.hmm	170	3300025846.a:Ga0209538_1000004_67	280	5.8e-19	1	115	6	119	0.6705882352941176
GT2.hmm	170	3300025846.a:Ga0209538_1000004_69	310	6.7e-28	1	107	12	118	0.6235294117647059
GH10.hmm	303	3300025846.a:Ga0209538_1000004_83	445	8e-96	9	302	32	353	0.966996699669967
GH154.hmm	348	3300025846.a:Ga0209538_1000004_84	685	7.4e-75	1	347	21	378	0.9942528735632183
GH67.hmm	669	3300025846.a:Ga0209538_1000004_85	706	2.5e-286	1	666	22	681	0.9940209267563528
GH3.hmm	216	3300025846.a:Ga0209538_1000004_86	883	1.3e-67	3	215	60	302	0.9814814814814815
CE20.hmm	249	3300025846.a:Ga0209538_1000004_87	648	5.8e-43	3	117	106	231	0.4578313253012048
CE20.hmm	249	3300025846.a:Ga0209538_1000004_87	648	8.3e-49	123	246	411	533	0.4939759036144578
GH43_1.hmm	310	3300025846.a:Ga0209538_1000004_88	326	3.6e-168	2	310	7	315	0.9935483870967742
