dbCAN subfam	Subfam Composition	Subfam EC	Substrate	Profile Length	Gene ID	Gene Length	E Value	Profile Start	Profile End	Gene Start	Gene End	Coverage
GH105_e2	GH105:48	3.2.1.-:1	pectin	346	3300025846.a:Ga0209538_1000004_56	392	1.1e-166	2	343	48	389	0.9855491329479769	0.9855491329479769
GT2	GT2:14	-	-	190	3300025846.a:Ga0209538_1000004_65	502	3.1e-67	1	185	11	193	0.968421052631579	0.968421052631579
GT2	GT2:7	-	-	125	3300025846.a:Ga0209538_1000004_67	280	9.6e-50	1	123	7	129	0.976	0.976
GT2	GT2:14	-	-	129	3300025846.a:Ga0209538_1000004_69	310	4.6e-47	1	126	13	139	0.9689922480620154	0.9689922480620154
GH3_e0	GH3:1894|GH67:1|CBM6:1|CBM32:1	3.2.1.37:92|3.2.1.55:39|3.2.1.21:1|3.2.1.6:1|3.2.1.73:1	xylan, arabinan, beta-glucan, beta-glucan	251	3300025846.a:Ga0209538_1000004_86	883	2e-117	3	246	59	305	0.9681274900398407	0.9681274900398407
CE20_e20	CE20:241	-	-	236	3300025846.a:Ga0209538_1000004_87	648	7.9e-89	1	234	107	535	0.9872881355932204	0.9872881355932204
GH43_e53	GH43_1:1254|GH43_10:16|GH5_21:6|CBM6:5|GH43:4|GH10:3|GH43_33:2|GH43_32:2|GH43_34:1|GH43_29:1|GH117:1	3.2.1.37:19|3.2.1.55:4	xylan, xylan	310	3300025846.a:Ga0209538_1000004_88	326	4.4e-162	1	310	7	316	0.9967741935483871	0.9967741935483871
GH28_e64	GH28:285|CE12:17|PL9_1:2	3.2.1.67:1	pectin	396	3300025846.a:Ga0209538_1000017_64	548	1.4e-183	3	394	81	474	0.9873737373737373	0.9873737373737373
GH30_e1	GH30_1:271|GH30:3|GH30_3:1	-	-	417	3300025846.a:Ga0209538_1000022_67	484	4.6e-206	2	417	67	482	0.9952038369304557	0.9952038369304557
GH5_e108	GH5_4:135|CBM13:9|CBM88:1|CBM10:1|CBM2:1	3.2.1.4:3	beta-glucan	298	3300025846.a:Ga0209538_1000024_13	560	2.3e-145	1	297	240	534	0.9932885906040269	0.9932885906040269
GH97_e20	GH97:216	-	-	634	3300025846.a:Ga0209538_1000024_15	648	2.2e-246	6	633	22	644	0.9889589905362776	0.9889589905362776
GH2_e127	GH2:646|CBM32:8|CBM35:1	3.2.1.23:2	beta-galactan	717	3300025846.a:Ga0209538_1000024_16	836	0	6	716	21	772	0.9902370990237099	0.9902370990237099
GT2	GT2:29	-	-	277	3300025846.a:Ga0209538_1000024_24	388	3.7e-106	1	273	60	332	0.9819494584837545	0.9819494584837545
