HMM Profile	Profile Length	Gene ID	Gene Length	E Value	Profile Start	Profile End	Gene Start	Gene End	Coverage
CE1.hmm	227	3300021414.a:Ga0213834_100006_120	382	3.8e-20	2	207	29	233	0.9030837004405287
GT5.hmm	472	3300021414.a:Ga0213834_100006_124	271	5.2e-45	1	215	5	229	0.4533898305084746
GH74.hmm	233	3300021414.a:Ga0213834_100006_246	1029	1.3e-18	34	184	215	361	0.6437768240343348
GT51.hmm	177	3300021414.a:Ga0213834_100006_270	788	6.5e-56	2	177	71	250	0.9887005649717514
GH13_18.hmm	343	3300021414.a:Ga0213834_100006_30	578	9.9e-60	116	343	241	467	0.6618075801749271
GT9.hmm	225	3300021414.a:Ga0213834_100006_309	345	2.5e-35	3	198	74	291	0.8666666666666667
GT4.hmm	160	3300021414.a:Ga0213834_100006_321	362	1e-24	11	157	186	333	0.9125
GH23.hmm	135	3300021414.a:Ga0213834_100006_345	516	2.2e-26	2	122	155	291	0.8888888888888888
GT51.hmm	177	3300021414.a:Ga0213834_100006_456	757	1.5e-57	2	176	72	251	0.9830508474576272
GT51.hmm	177	3300021414.a:Ga0213834_100006_510	783	1.9e-49	16	176	62	222	0.903954802259887
CE4.hmm	130	3300021414.a:Ga0213834_100006_67	228	2.4e-26	5	124	24	155	0.9153846153846154
GH2.hmm	752	3300021414.a:Ga0213834_100006_70	834	3.4e-107	28	568	25	740	0.7180851063829787
GH20.hmm	337	3300021414.a:Ga0213834_100006_72	772	1.2e-130	8	336	149	499	0.973293768545994
GH92.hmm	491	3300021414.a:Ga0213834_100006_73	984	8.1e-195	3	491	243	730	0.9938900203665988
CE1.hmm	227	3300021414.a:Ga0213834_100013_241	271	9.4e-22	1	207	38	252	0.9074889867841409
CBM9.hmm	182	3300021414.a:Ga0213834_100013_285	257	3e-42	1	182	50	254	0.9945054945054945
GT2.hmm	170	3300021414.a:Ga0213834_100013_307	318	6.1e-31	1	129	4	134	0.7529411764705882
