Gene ID	CAZy ID	% Identical	Length	Mismatches	Gap Open	Gene Start	Gene End	CAZy Start	CAZy End	E Value	Bit Score
3300029073.a:Ga0169579_10610_6	QRT30718.1|GH42	100.0	676	0	0	1	676	1	676	0.0e+00	1423.7
3300029073.a:Ga0169579_10610_7	QRT30719.1|GH32	100.0	425	0	0	1	425	12	436	2.4e-262	907.9
3300029073.a:Ga0169579_10481_2	UOX59663.1|CE20	41.8	629	344	8	1	608	1	628	4.3e-138	495.7
3300029073.a:Ga0169579_10481_8	CBL21460.1|GH3	67.5	699	225	2	1	699	1	697	8.9e-286	986.5
3300029073.a:Ga0169579_10481_10	AWY99274.1|GH51	76.0	500	119	1	1	500	1	499	1.3e-241	839.3
3300029073.a:Ga0169579_10253_9	QWU85921.1|GH130	49.6	460	225	1	3	455	1373	1832	1.5e-130	470.3
3300029073.a:Ga0169579_10253_19	QEI31834.1|GT2	98.8	338	4	0	1	338	1	338	4.1e-188	661.0
3300029073.a:Ga0169579_10253_21	UBS46898.1|GH13	99.5	438	2	0	1	438	1	438	1.1e-273	945.7
3300029073.a:Ga0169579_10189_2	CCO12633.2|GH84	49.6	675	292	11	1	632	1	670	1.4e-176	623.6
3300029073.a:Ga0169579_10189_17	UBS47708.1|GH2	99.4	640	4	0	6	645	1	640	0.0e+00	1342.4
3300029073.a:Ga0169579_10160_38	QHB24857.1|GH32	99.8	468	1	0	1	468	1	468	1.8e-282	974.9
3300029073.a:Ga0169579_10141_5	AHC21644.2|GH1	55.7	517	220	6	4	519	8	516	2.5e-163	579.3
3300029073.a:Ga0169579_10141_18	QEI33397.1|GT5	100.0	482	0	0	1	482	1	482	3.7e-291	1003.8
3300029073.a:Ga0169579_10141_31	QBQ55251.1|CBM50	39.9	867	497	8	4	852	21	881	1.1e-160	571.2
3300029073.a:Ga0169579_10141_47	QHB23133.1|CBM32	95.8	238	6	2	1	237	1485	1719	4.4e-128	461.1
3300029073.a:Ga0169579_10043_48	AEN97541.1|GH73	39.7	707	405	13	183	872	812	1514	2.7e-142	510.4
3300029073.a:Ga0169579_10043_58	QRT30225.1|GT28	100.0	354	0	0	1	354	1	354	2.9e-200	701.4
3300029073.a:Ga0169579_10043_83	UBS47319.1|GH18	96.3	645	24	0	1	645	1	645	0.0e+00	1150.2
3300029073.a:Ga0169579_10043_94	QHB24023.1|GT35	99.9	823	1	0	1	823	1	823	0.0e+00	1652.9
3300029073.a:Ga0169579_10031_7	QRT30263.1|GH78	99.5	607	3	0	268	874	1	607	0.0e+00	1266.5
3300029073.a:Ga0169579_10031_8	QRT30265.1|GH78	95.9	910	37	0	1	910	1	910	0.0e+00	1799.6
3300029073.a:Ga0169579_10031_10	QRT30267.1|GH3	99.7	764	2	0	1	764	1	764	0.0e+00	1515.7
3300029073.a:Ga0169579_10022_82	CUS04921.2|GT4	43.9	848	425	13	7	808	17	859	2.6e-212	742.7
3300029073.a:Ga0169579_10022_93	CCO09729.2|GH1	46.6	423	218	3	3	423	4	420	1.1e-105	387.5
3300029073.a:Ga0169579_10022_99	QBQ55156.1|CBM50	37.0	668	396	9	90	754	64	709	3.5e-103	380.2
3300029073.a:Ga0169579_10022_117	AGL63871.2|GT2	46.0	485	243	6	359	842	519	985	2.2e-113	414.1
3300029073.a:Ga0169579_10114_15	CAD7226128.1|GH38	35.1	734	412	14	12	705	1345	2054	3.1e-113	413.3
3300029073.a:Ga0169579_10114_19	CAG7903126.1|GH28	42.6	458	251	7	14	461	67	522	1.2e-103	380.9
3300029073.a:Ga0169579_10114_26	QWI77036.1|CBM48|GH13_9	58.4	322	132	1	3	322	632	953	1.0e-106	391.0
3300029073.a:Ga0169579_10114_36	CCO12868.2|GH1	60.4	1198	430	10	15	1180	7	1192	0.0e+00	1435.6
3300029073.a:Ga0169579_10037_30	UBS44514.1|GH1	100.0	477	0	0	1	477	1	477	6.0e-294	1013.1
3300029073.a:Ga0169579_10037_122	AGL63717.2|GT4	45.4	696	308	7	160	855	107	730	2.6e-154	550.1
3300029073.a:Ga0169579_10155_21	QHB24149.1|CBM48|GH13_9	99.7	641	2	0	1	641	1	641	0.0e+00	1371.3
3300029073.a:Ga0169579_10155_24	QRT30385.1|GH2	99.6	805	3	0	1	805	1	805	0.0e+00	1665.2
3300029073.a:Ga0169579_10155_25	QEI31654.1|GH78	100.0	861	0	0	1	861	1	861	0.0e+00	1788.1
3300029073.a:Ga0169579_10155_27	QHB24155.1|GH3	98.6	1036	15	0	1	1036	1	1036	0.0e+00	2026.1
3300029073.a:Ga0169579_10155_48	CAD7245033.1|GT58	65.8	476	147	4	4	464	1055	1529	3.2e-167	592.0
3300029073.a:Ga0169579_10014_20	ALR08738.2|GT83	46.0	583	305	6	10	586	2	580	5.0e-144	515.4
3300029073.a:Ga0169579_10014_26	QHB23055.1|GH29	98.5	1766	27	0	1	1766	8	1773	0.0e+00	3189.8
3300029073.a:Ga0169579_10014_34	QHB23063.1|GT28	95.8	384	16	0	1	384	1	384	8.2e-217	756.5
3300029073.a:Ga0169579_10014_47	CAG7883609.1|GT1	54.4	862	388	3	10	869	181	1039	1.1e-264	916.8
3300029073.a:Ga0169579_10014_63	QHB23095.1|GH3	99.9	996	1	0	1	996	1	996	0.0e+00	1929.5
3300029073.a:Ga0169579_10014_70	AMJ18631.1|GT2	46.9	1185	584	15	5	1168	1	1161	2.5e-296	1022.3
3300029073.a:Ga0169579_10014_134	QRT29554.1|GH32	100.0	488	0	0	1	488	1	488	5.2e-301	1036.6
3300029073.a:Ga0169579_10014_140	QRT29560.1|GH112	100.0	720	0	0	1	720	1	720	0.0e+00	1520.0
3300029073.a:Ga0169579_10154_5	BAW92216.1|GH49	45.9	447	230	5	3	447	359	795	1.5e-113	413.7
3300029073.a:Ga0169579_10154_35	UBS44574.1|GT0	99.6	225	1	0	1	225	1	225	7.9e-119	430.3
3300029073.a:Ga0169579_10060_87	QEI33157.1|GH2	99.0	1036	10	0	1	1036	1	1036	0.0e+00	2159.8
3300029073.a:Ga0169579_10590_2	QHB22332.1|GH23	98.1	323	6	0	199	521	247	569	1.7e-188	662.9
3300029073.a:Ga0169579_10026_5	QRT29274.1|GH1	100.0	471	0	0	1	471	1	471	1.4e-287	991.9
3300029073.a:Ga0169579_10026_81	AGL64345.2|GT2	55.7	574	251	2	281	852	283	855	3.6e-172	609.4
3300029073.a:Ga0169579_10026_93	QRT29182.1|GH29	100.0	435	0	0	1	435	1	435	3.8e-271	937.2
3300029073.a:Ga0169579_10026_107	CCO12112.2|GH13_31	59.3	425	170	2	6	427	4	428	2.7e-136	489.2
3300029073.a:Ga0169579_10344_6	UBS44297.1|GH29	99.6	478	2	0	1	478	1	478	4.2e-287	990.3
3300029073.a:Ga0169579_10344_7	UBS44298.1|GH2	100.0	633	0	0	1	633	1	633	0.0e+00	1307.4
3300029073.a:Ga0169579_10015_32	QRT30752.1|GH88	97.5	405	10	0	1	405	1	405	3.0e-241	837.8
3300029073.a:Ga0169579_10015_36	QRT30756.1|PL12_1	95.0	662	33	0	1	662	1	662	0.0e+00	1315.1
3300029073.a:Ga0169579_10015_41	CBJ55485.1|GH2|3.2.1.31	98.7	755	10	0	1	755	1	755	0.0e+00	1571.2
3300029073.a:Ga0169579_10015_66	QHB24645.1|GH105	99.5	379	2	0	1	379	1	379	1.4e-224	782.3
3300029073.a:Ga0169579_10015_70	UBS46450.1|GH31	99.8	833	2	0	1	833	1	833	0.0e+00	1740.7
3300029073.a:Ga0169579_10015_74	QRT30800.1|GH31	99.9	838	1	0	1	838	1	838	0.0e+00	1756.9
3300029073.a:Ga0169579_10015_108	QRT30838.1|GH95	98.5	274	4	0	1	274	1	274	4.5e-159	564.3
3300029073.a:Ga0169579_10015_122	QHB24702.1|GH73	98.1	262	5	0	1	262	1	262	2.6e-129	465.3
3300029073.a:Ga0169579_10015_123	CAG7911095.1|GH5_11	43.5	911	475	17	2	881	577	1478	3.1e-219	765.8
3300029073.a:Ga0169579_10015_150	AGL63717.2|GT4	49.5	628	297	9	167	791	109	719	2.1e-161	573.5
3300029073.a:Ga0169579_10002_2	AGL64700.2|GH23	54.4	353	161	0	2	354	5	357	1.3e-104	383.6
3300029073.a:Ga0169579_10002_13	QRT31731.1|CE4	99.6	227	1	0	1	227	1	227	5.7e-125	450.7
3300029073.a:Ga0169579_10002_27	CBL26134.1|CBM48|GH13_11	74.6	358	90	1	42	398	318	675	2.7e-162	575.5
3300029073.a:Ga0169579_10002_48	CAE6204650.1|GH28	51.2	602	286	4	6	601	744	1343	2.5e-172	609.4
3300029073.a:Ga0169579_10002_72	QRT31229.1|GT2	100.0	308	0	0	1	308	1	308	3.1e-182	641.3
3300029073.a:Ga0169579_10002_76	QRT31225.1|GT2	99.7	326	1	0	1	326	1	326	5.0e-191	670.6
3300029073.a:Ga0169579_10002_79	UBS45928.1|GT2	99.5	833	4	0	1	833	1	833	0.0e+00	1708.7
