Gene ID	CAZy ID	% Identical	Length	Mismatches	Gap Open	Gene Start	Gene End	CAZy Start	CAZy End	E Value	Bit Score
3300012283.a:Ga0122179_100263_5	QHC83414.1|GT32	85.6	263	38	0	1	263	1	263	6.8e-138	493.8
3300012283.a:Ga0122179_100263_12	QLL56904.1|GT2	75.9	332	80	0	4	335	2	333	2.0e-150	535.8
3300012283.a:Ga0122179_100263_14	QHC83410.1|GT2	67.3	269	88	0	1	269	1	269	3.0e-104	382.1
3300012283.a:Ga0122179_100032_11	AXG45674.1|GH6	41.1	862	465	12	4	841	11	853	2.3e-134	483.8
3300012283.a:Ga0122179_100032_13	QLL59529.1|GT19	97.6	370	9	0	1	370	1	370	1.1e-205	719.5
3300012283.a:Ga0122179_100405_20	QLL58386.1|GT2	98.8	345	4	0	1	345	1	345	4.8e-192	674.1
3300012283.a:Ga0122179_100010_28	CAE6201338.1|GH1	52.4	635	283	8	7	626	587	1217	1.0e-187	660.6
3300012283.a:Ga0122179_100010_112	QLL59002.1|GT30	96.6	415	14	0	1	415	1	415	3.4e-232	807.7
3300012283.a:Ga0122179_100010_133	QLL59024.1|GT2	95.2	356	17	0	1	356	1	356	6.3e-195	683.7
3300012283.a:Ga0122179_100010_143	AGL63717.2|GT4	48.6	654	315	8	185	838	107	739	3.7e-161	572.8
3300012283.a:Ga0122179_100010_159	QLL59049.1|GT4	98.7	372	5	0	1	372	1	372	1.1e-213	746.1
3300012283.a:Ga0122179_100034_49	QLL59132.1|GT28	98.6	368	5	0	1	368	1	368	1.0e-203	713.0
3300012283.a:Ga0122179_100034_63	QYO62262.1|GH13	66.5	346	114	1	1	346	1	344	3.5e-120	436.0
3300012283.a:Ga0122179_100023_21	CAE6204650.1|GH28	49.1	603	297	4	2	597	745	1344	7.9e-166	587.8
3300012283.a:Ga0122179_100023_24	QLL59276.1|GH2	89.8	640	65	0	1	640	187	826	0.0e+00	1210.3
3300012283.a:Ga0122179_100055_32	QLL57973.1|GH30_1	99.4	484	3	0	1	484	1	484	2.7e-289	997.7
3300012283.a:Ga0122179_100055_34	QLL57971.1|GH3	98.7	748	10	0	1	748	1	748	0.0e+00	1482.2
