CGC#	Gene Type	Contig ID	Protein ID	Gene Start	Gene Stop	Direction	Protein Family
CGC1	TC	3300029763.a:Ga0243796_100624	3300029763.a:Ga0243796_100624_23	23203	23970	-	9.B.10.1.1
CGC1	null	3300029763.a:Ga0243796_100624	3300029763.a:Ga0243796_100624_24	23964	24326	-	null
CGC1	null	3300029763.a:Ga0243796_100624	3300029763.a:Ga0243796_100624_25	24323	24790	-	null
CGC1	CAZyme	3300029763.a:Ga0243796_100624	3300029763.a:Ga0243796_100624_26	24807	25688	-	GH73| GH73
CGC1	TC	3300029763.a:Ga0243796_100624	3300029763.a:Ga0243796_100624_27	25692	27230	-	2.A.21.3.2
CGC1	null	3300029763.a:Ga0243796_100624	3300029763.a:Ga0243796_100624_28	27315	27980	+	null
CGC1	null	3300029763.a:Ga0243796_100624	3300029763.a:Ga0243796_100624_29	28896	30605	+	null
CGC1	TC	3300029763.a:Ga0243796_100624	3300029763.a:Ga0243796_100624_30	30740	31321	+	1.B.12.2.4
CGC1	null	3300029763.a:Ga0243796_100624	3300029763.a:Ga0243796_100624_31	32308	32778	-	null
CGC1	STP	3300029763.a:Ga0243796_100624	3300029763.a:Ga0243796_100624_32	32798	33559	-	HD
CGC1	TC	3300029763.a:Ga0243796_100624	3300029763.a:Ga0243796_100624_33	33674	34651	-	2.A.69.4.5
CGC1	null	3300029763.a:Ga0243796_100624	3300029763.a:Ga0243796_100624_34	34672	36300	-	null
CGC1	TF	3300029763.a:Ga0243796_100624	3300029763.a:Ga0243796_100624_35	36661	37554	+	HTH_1
CGC1	TF	3300029763.a:Ga0243796_100624	3300029763.a:Ga0243796_100624_36	37664	38026	-	HTH_5
CGC1	STP	3300029763.a:Ga0243796_100624	3300029763.a:Ga0243796_100624_37	38059	38424	-	Glyoxalase
CGC1	TC	3300029763.a:Ga0243796_100365	3300029763.a:Ga0243796_100365_23	26678	28063	-	1.A.26.1.1
CGC1	CAZyme	3300029763.a:Ga0243796_100365	3300029763.a:Ga0243796_100365_24	28399	29460	-	GH170| GH170
CGC1	TC	3300029763.a:Ga0243796_100365	3300029763.a:Ga0243796_100365_25	29460	30869	-	4.A.1.2.7
CGC1	STP	3300029763.a:Ga0243796_100365	3300029763.a:Ga0243796_100365_26	30859	31695	-	SIS
CGC1	CAZyme	3300029763.a:Ga0243796_100365	3300029763.a:Ga0243796_100365_27	31772	32914	+	CE9| CE9
CGC1	null	3300029763.a:Ga0243796_100365	3300029763.a:Ga0243796_100365_28	33285	33662	-	null
CGC1	TF	3300029763.a:Ga0243796_100365	3300029763.a:Ga0243796_100365_29	33878	34369	+	Rrf2
CGC1	TF	3300029763.a:Ga0243796_100251	3300029763.a:Ga0243796_100251_55	64054	64998	-	HTH_1
CGC1	TF	3300029763.a:Ga0243796_100251	3300029763.a:Ga0243796_100251_56	65282	65971	-	Trans_reg_C
CGC1	STP	3300029763.a:Ga0243796_100251	3300029763.a:Ga0243796_100251_57	65968	67455	-	HisKA+HATPase_c
CGC1	CAZyme	3300029763.a:Ga0243796_100251	3300029763.a:Ga0243796_100251_58	67547	69028	-	 GT83|GT83
CGC1	null	3300029763.a:Ga0243796_100251	3300029763.a:Ga0243796_100251_59	69025	69972	-	null
CGC1	TC	3300029763.a:Ga0243796_100251	3300029763.a:Ga0243796_100251_60	70337	71608	-	1.B.23.1.5
CGC1	null	3300029763.a:Ga0243796_100251	3300029763.a:Ga0243796_100251_61	71861	72460	+	null
CGC1	TC	3300029763.a:Ga0243796_100251	3300029763.a:Ga0243796_100251_62	72899	73588	-	9.B.120.1.3
CGC1	TF	3300029763.a:Ga0243796_100251	3300029763.a:Ga0243796_100251_63	73599	74579	-	HTH_3
CGC1	TC	3300029763.a:Ga0243796_100251	3300029763.a:Ga0243796_100251_64	74569	75357	-	3.A.7.11.1
CGC1	null	3300029763.a:Ga0243796_100251	3300029763.a:Ga0243796_100251_65	76182	77300	+	null
CGC1	TC	3300029763.a:Ga0243796_100251	3300029763.a:Ga0243796_100251_66	77369	78193	+	3.A.1.24.1
CGC1	STP	3300029763.a:Ga0243796_100338	3300029763.a:Ga0243796_100338_24	20546	21568	+	Glycos_trans_3N
CGC1	null	3300029763.a:Ga0243796_100338	3300029763.a:Ga0243796_100338_25	21580	22365	+	null
CGC1	null	3300029763.a:Ga0243796_100338	3300029763.a:Ga0243796_100338_26	22362	22994	+	null
CGC1	STP	3300029763.a:Ga0243796_100338	3300029763.a:Ga0243796_100338_27	22987	24171	+	PALP
CGC1	null	3300029763.a:Ga0243796_100338	3300029763.a:Ga0243796_100338_28	24164	24937	+	null
CGC1	TC	3300029763.a:Ga0243796_100338	3300029763.a:Ga0243796_100338_29	25426	27318	+	2.A.67.4.2
CGC1	null	3300029763.a:Ga0243796_100338	3300029763.a:Ga0243796_100338_30	27383	27727	+	null
CGC1	TC	3300029763.a:Ga0243796_100338	3300029763.a:Ga0243796_100338_31	28191	29498	+	2.A.24.1.1
CGC1	CAZyme	3300029763.a:Ga0243796_100338	3300029763.a:Ga0243796_100338_32	29635	31272	+	 GT83|GT83
CGC1	null	3300029763.a:Ga0243796_100338	3300029763.a:Ga0243796_100338_33	31284	31772	+	null
CGC1	null	3300029763.a:Ga0243796_100338	3300029763.a:Ga0243796_100338_34	32350	33534	+	null
CGC1	TF	3300029763.a:Ga0243796_100338	3300029763.a:Ga0243796_100338_35	33864	34271	+	MarR
CGC1	STP	3300029763.a:Ga0243796_100338	3300029763.a:Ga0243796_100338_36	34293	35801	+	Pyr_redox_2
CGC1	TC	3300029763.a:Ga0243796_100338	3300029763.a:Ga0243796_100338_37	36786	37769	+	3.A.1.14.16
