Gene ID	EC#	HMMER	dbCAN_sub	DIAMOND	Signalp	#ofTools
3300025128.a:Ga0208919_1000003_100	-	GT51(59-234)	GT51_e153	GT51	N	3
3300025128.a:Ga0208919_1000003_16	2.4.1.129:11	GT51(179-347)	GT51_e28	GT51	N	3
3300025128.a:Ga0208919_1000003_238	-	GT4(189-319)	GT4_e2158	-	N	2
3300025128.a:Ga0208919_1000003_240	-	GT2(8-122)	GT2	-	N	2
3300025128.a:Ga0208919_1000003_242	2.4.1.-:2	GT4(189-328)	GT4_e1251	GT4	N	3
3300025128.a:Ga0208919_1000003_243	2.4.99.-:11	GT9(77-313)	GT9_e71	GT9	N	3
3300025128.a:Ga0208919_1000003_244	2.4.99.-:11	GT9(59-307)	GT9_e84	GT9	N	3
3300025128.a:Ga0208919_1000003_423	-	CE1(27-280)	-	-	N	1
3300025128.a:Ga0208919_1000003_486	-	CE1(46-310)	CE1_e38	-	Y(1-22)	2
3300025128.a:Ga0208919_1000003_594	-	AA3(36-533)	-	-	N	1
3300025128.a:Ga0208919_1000003_606	-	AA4(6-188)	AA4_e1	-	N	2
3300025128.a:Ga0208919_1000003_67	2.4.-.-:2	GT51(51-214)	GT51_e98	-	Y(1-21)	2
3300025128.a:Ga0208919_1000005_192	-	GH114(47-235)	GH114_e28	-	Y(1-25)	2
3300025128.a:Ga0208919_1000005_210	1.6.5.6:3	AA6(3-198)	AA6_e0	-	N	2
3300025128.a:Ga0208919_1000005_307	-	GT41(129-616)	GT41_e23	GT41	N	3
3300025128.a:Ga0208919_1000005_325	3.2.1.-:1	GH73(194-328)	GH73_e243	-	N	2
3300025128.a:Ga0208919_1000005_364	-	GT2(10-159)	GT2	-	N	2
3300025128.a:Ga0208919_1000005_365	-	GT105(83-219)	-	-	N	1
3300025128.a:Ga0208919_1000005_376	3.5.1.108:18	CE11(4-275)	CE11_e22	CE11	N	3
3300025128.a:Ga0208919_1000005_382	2.4.1.227:11	GT28(182-339)	GT28_e46	GT28	N	3
3300025128.a:Ga0208919_1000005_486	-	AA3_2(5-539)	AA3_e57	AA3_2	N	3
3300025128.a:Ga0208919_1000005_512	-	AA3_2(3-529)	AA3_e57	AA3_2	N	3
3300025128.a:Ga0208919_1000005_65	-	GT2(4-130)	GT2	GT2	N	3
3300025128.a:Ga0208919_1000006_299	-	GH103(44-341)	GH103_e12	GH103	Y(1-25)	3
3300025128.a:Ga0208919_1000006_344	-	GH33(60-336)	GH33_e21	GH33	Y(1-24)	3
3300025128.a:Ga0208919_1000006_481	-	GH23(297-459)	GH23_e170	GH23	N	3
3300025128.a:Ga0208919_1000006_514	-	AA3_2(2-529)	AA3_e57	AA3_2	N	3
3300025128.a:Ga0208919_1000006_517	-	GH166(60-261)	GH166_e2	GH166	Y(1-20)	3
3300025128.a:Ga0208919_1000006_523	-	GT4(316-470)	GT4_e324	GT4	N	3
3300025128.a:Ga0208919_1000006_527	-	GT51(15-182)	GT51_e13	GT51	N	3
3300025128.a:Ga0208919_1000006_7	2.4.99.-:25	GT30(33-211)	GT30_e0	GT30	N	3
3300025128.a:Ga0208919_1000010_113	-	AA3_2(9-533)	AA3_e57	AA3_2	N	3
3300025128.a:Ga0208919_1000010_233	-	AA2(99-203)	AA2_e1	AA0	Y(1-23)	3
3300025128.a:Ga0208919_1000010_84	-	GT83(21-397)	GT83_e58	GT83	N	3
3300025128.a:Ga0208919_1000010_85	-	GT2(18-181)	GT2	GT2	N	3
3300025128.a:Ga0208919_1000010_95	1.10.3.2:4|1.10.3.-:1	AA1(66-617)	AA1_e46	-	N	2
3300025128.a:Ga0208919_1000013_119	-|-|-	GH23(110-251)	GH23_e756+CBM50_e496+CBM50_e496	CBM50+GH23	Y(1-21)	3
3300025128.a:Ga0208919_1000013_148	-	GT4(194-328)	GT4_e1516	GT4	N	3
3300025128.a:Ga0208919_1000013_22	-	GH23(86-189)	GH23_e799	-	Y(1-22)	2
3300025128.a:Ga0208919_1000015_100	-	AA3(17-511)	AA3_e4	-	N	2
3300025128.a:Ga0208919_1000015_225	-	GH23(477-606)	GH23_e953	GH23	Y(1-20)	3
3300025128.a:Ga0208919_1000015_75	-	AA3(7-521)	-	-	N	1
3300025128.a:Ga0208919_1000017_107	-	GT4(195-300)	GT4_e2988	GT4	N	3
3300025128.a:Ga0208919_1000017_129	3.2.1.52:1	GH3(58-284)	GH3_e78	GH3	N	3
3300025128.a:Ga0208919_1000017_23	2.4.1.182:13	GT19(9-365)	GT19_e17	GT19	N	3
3300025128.a:Ga0208919_1000017_82	-	AA6(10-199)	AA6_e2	-	N	2
3300025128.a:Ga0208919_1000022_44	-	PL12_3(333-463)	PL12_e5	PL0	N	3
3300025128.a:Ga0208919_1000022_65	-	GT4(135-280)	GT4_e2685	GT4	N	3
3300025128.a:Ga0208919_1000035_56	-	AA3(137-636)	-	-	N	1
3300025128.a:Ga0208919_1000140_43	-	CE1(33-260)	CE1_e29	-	Y(1-26)	2
3300025128.a:Ga0208919_1000260_19	-	GH23(534-685)	GH23_e770	GH23	Y(1-30)	3
3300025128.a:Ga0208919_1000003_348	-	-	AA2_e1	AA0	N	2
3300025128.a:Ga0208919_1000017_124	-	-	AA5_e0	-	Y(1-29)	1
3300025128.a:Ga0208919_1000022_67	-	-	GT4_e540	-	N	1
3300025128.a:Ga0208919_1000017_9	-	-	CBM50_e690	-	Y(1-20)	1
3300025128.a:Ga0208919_1000022_17	-	-	GH23_e913	-	Y(1-23)	1
3300025128.a:Ga0208919_1000022_43	-	-	GT4_e3841	GT4	N	2
