Gene ID	EC#	HMMER	dbCAN_sub	DIAMOND	Signalp	#ofTools
3300029295.a:Ga0134373_100017_133	-	GT4(200-352)	GT4_e797	GT4	N	3
3300029295.a:Ga0134373_100017_149	-	CE4(39-155)	CE4_e340	CE4	Y(1-27)	3
3300029295.a:Ga0134373_100017_94	-	GT2(6-115)	GT2	GT2	N	3
3300029295.a:Ga0134373_100019_156	-	GH102(126-262)	GH102_e21	GH102	N	3
3300029295.a:Ga0134373_100019_188	-	GT4(202-360)	GT4_e1586	GT4	N	3
3300029295.a:Ga0134373_100019_19	-|2.4.1.1:9	GT3(12-355)+GT35(685-1198)	GT3_e2+GT35_e7	GT3+GT35	N	3
3300029295.a:Ga0134373_100019_20	-	GH57(6-322)	GH57_e32	GH57	N	3
3300029295.a:Ga0134373_100019_21	-	GT4(278-421)	GT4_e602	GT4	N	3
3300029295.a:Ga0134373_100019_22	-	GH133(296-653)	GH133_e2	GH133	N	3
3300029295.a:Ga0134373_100019_96	-	GT83(168-685)	GT83_e84	-	N	2
3300029295.a:Ga0134373_100019_97	-	GH13_33(189-529)	GH13_e7	GH13_33	N	3
3300029295.a:Ga0134373_100062_39	-	GT9(109-336)	GT9_e59	GT9	N	3
3300029295.a:Ga0134373_100073_103	-	GT2(17-180)	GT2	GT2	N	3
3300029295.a:Ga0134373_100073_54	-	GT2(7-125)	GT2	GT2	N	3
3300029295.a:Ga0134373_100073_56	-	GT2(11-157)	GT2	GT2	N	3
3300029295.a:Ga0134373_100073_66	-	GT2(17-192)	GT2	GT2	N	3
3300029295.a:Ga0134373_100094_46	-	AA4(3-238)	AA4_e1	-	N	2
3300029295.a:Ga0134373_100112_3	2.4.1.227:11	GT28(183-343)	GT28_e46	GT28	N	3
3300029295.a:Ga0134373_100134_52	-	GT9(103-379)	GT9_e107	GT9	N	3
3300029295.a:Ga0134373_100166_37	-	AA4(54-240)	-	-	N	1
3300029295.a:Ga0134373_100166_51	-	GH103(150-353)	GH103_e37	GH103	Y(1-38)	3
3300029295.a:Ga0134373_100234_41	-	GH23(192-350)	GH23_e455	GH23	N	3
3300029295.a:Ga0134373_100292_33	-	GT51(61-236)	GT51_e163	GT51	N	3
3300029295.a:Ga0134373_100315_39	-	GT4(246-389)	GT4_e1955	GT2+GT4	N	3
3300029295.a:Ga0134373_100392_17	-	GT2(7-181)	GT2	GT2	N	3
3300029295.a:Ga0134373_100408_21	-	GH108(10-127)	GH108_e74	GH108	N	3
