HMM Profile	Profile Length	Gene ID	Gene Length	E Value	Profile Start	Profile End	Gene Start	Gene End	Coverage
GT28.hmm	157	3300008123.a:Ga0114854_100002_130	358	9.1e-40	2	157	189	343	0.9872611464968153
CE1.hmm	227	3300008123.a:Ga0114854_100002_145	361	7.2e-24	10	193	88	302	0.8061674008810573
GH2.hmm	752	3300008123.a:Ga0114854_100002_17	779	8.2e-101	32	505	4	530	0.6289893617021277
GT51.hmm	177	3300008123.a:Ga0114854_100002_179	865	6.9e-55	2	177	93	276	0.9887005649717514
GH32.hmm	293	3300008123.a:Ga0114854_100002_329	508	2.2e-83	1	293	38	344	0.9965870307167235
CE4.hmm	130	3300008123.a:Ga0114854_100002_346	486	4.6e-23	4	113	271	379	0.8384615384615385
GH109.hmm	399	3300008123.a:Ga0114854_100008_192	323	4.2e-17	6	161	2	148	0.38847117794486213
GH112.hmm	715	3300008123.a:Ga0114854_100008_41	714	0	1	714	4	711	0.9972027972027973
GT39.hmm	223	3300008123.a:Ga0114854_100008_43	615	2.2e-50	17	220	213	426	0.9103139013452914
CE1.hmm	227	3300008123.a:Ga0114854_100008_76	263	1.8e-32	5	216	16	245	0.9295154185022027
GT51.hmm	177	3300008123.a:Ga0114854_100008_92	891	6.7e-53	2	177	71	254	0.9887005649717514
GT2.hmm	170	3300008123.a:Ga0114854_100023_105	441	1.7e-34	1	132	7	143	0.7705882352941177
CE1.hmm	227	3300008123.a:Ga0114854_100023_119	260	4.5e-44	1	221	10	246	0.9691629955947136
GH13_20.hmm	300	3300008123.a:Ga0114854_100023_127	528	2.5e-78	10	299	40	323	0.9633333333333334
CE1.hmm	227	3300008123.a:Ga0114854_100048_23	252	1.8e-26	52	223	55	246	0.7533039647577092
GT2.hmm	230	3300008123.a:Ga0114854_100048_65	430	1.6e-28	2	228	49	276	0.9826086956521739
CBM48.hmm	76	3300008123.a:Ga0114854_100048_79	608	8.8e-17	3	69	22	101	0.868421052631579
GH13_9.hmm	301	3300008123.a:Ga0114854_100048_79	608	2e-125	1	300	167	455	0.9933554817275747
GH13_14.hmm	289	3300008123.a:Ga0114854_100048_80	705	4e-95	1	289	255	570	0.9965397923875432
GT5.hmm	472	3300008123.a:Ga0114854_100048_88	483	4.1e-181	2	471	5	476	0.9936440677966102
CE9.hmm	373	3300008123.a:Ga0114854_100065_47	384	1.2e-115	2	373	4	378	0.9946380697050938
CE2.hmm	209	3300008123.a:Ga0114854_100065_51	320	1.6e-32	2	209	121	311	0.9904306220095693
GH20.hmm	337	3300008123.a:Ga0114854_100065_52	607	1.9e-30	17	315	82	369	0.884272997032641
GT2.hmm	170	3300008123.a:Ga0114854_100086_58	311	5.3e-33	1	168	6	171	0.9823529411764705
GT35.hmm	674	3300008123.a:Ga0114854_100094_20	753	3.6e-223	2	674	77	752	0.9970326409495549
GH77.hmm	494	3300008123.a:Ga0114854_100094_21	488	3e-142	1	471	12	464	0.951417004048583
GH13_36.hmm	314	3300008123.a:Ga0114854_100094_31	518	3.3e-70	1	312	27	363	0.9904458598726115
GT2.hmm	170	3300008123.a:Ga0114854_100094_53	343	7.7e-27	1	106	5	108	0.6176470588235294
GH170.hmm	350	3300008123.a:Ga0114854_100094_72	350	4.5e-106	2	350	5	345	0.9942857142857143
GH2.hmm	752	3300008123.a:Ga0114854_100158_51	577	8.4e-89	22	412	23	475	0.5186170212765957
GT2.hmm	170	3300008123.a:Ga0114854_100191_23	319	8.2e-26	2	148	7	155	0.8588235294117647
GT4.hmm	160	3300008123.a:Ga0114854_100191_34	379	7.5e-29	10	151	208	343	0.88125
GT2.hmm	170	3300008123.a:Ga0114854_100191_35	271	3.1e-34	1	164	7	163	0.9588235294117647
GT4.hmm	160	3300008123.a:Ga0114854_100191_39	358	6.8e-29	7	158	184	332	0.94375
GT2.hmm	170	3300008123.a:Ga0114854_100295_4	304	3.1e-30	1	129	7	132	0.7529411764705882
GH73.hmm	128	3300008123.a:Ga0114854_100460_1	621	3.5e-27	3	128	481	616	0.9765625
GH13_5.hmm	342	3300008123.a:Ga0114854_100493_10	490	1.2e-153	2	342	32	370	0.9941520467836257
GH25.hmm	177	3300008123.a:Ga0114854_100790_4	279	2e-47	1	177	83	265	0.9943502824858758
