dbCAN subfam	Subfam Composition	Subfam EC	Substrate	Profile Length	Gene ID	Gene Length	E Value	Profile Start	Profile End	Gene Start	Gene End	Coverage
GH9_e22	GH9:510|CBM3:385|CBM2:147|GH48:15|GH5_8:3|CBM0:2|PL14_3:2|CBM22:2|CBM63:2|CBM10:2|CBM5:2|CBM64:1|GH44:1|CBM8:1	3.2.1.4:52|3.2.1.73:6|3.2.1.176:2|3.2.1.78:1	cellulose, beta-glucan	433	3300010263.a:Ga0134105_1000031_1	737	1.6e-195	1	433	31	463	0.9976905311778291	0.9976905311778291
CBM3_e0	CBM3:488|GH9:401|CBM2:91|GH48:44|GH10:15|GH5_8:12|GH44:11|GH74:8|GH5_1:8|GH26:7|CBM35:6|PL11_1:6|CBM64:5|CBM4:4|CBM0:2|CBM10:2|CBM5:2|CBM37:2|GH6:1|CBM66:1|PL9_1:1|GH5_7:1|GH5:1|AA10:1|CBM22:1	3.2.1.4:55|3.2.1.176:4|3.2.1.78:4|3.2.1.-:3|3.2.1.151:3|3.2.1.8:1|3.2.1.91:1	cellulose, chitin	82	3300010263.a:Ga0134105_1000031_1	737	7.3e-23	6	81	492	572	0.9146341463414634	0.9146341463414634
GH9_e17	GH9:124|CBM3:86|CBM64:6|CBM79:2|CBM2:2	3.2.1.4:18|3.2.1.-:2	cellulose, beta-glucan	431	3300010263.a:Ga0134105_1000031_126	790	5.4e-188	1	431	42	512	0.9976798143851509	0.9976798143851509
CBM3_e1	CBM3:55|GH9:54	3.2.1.4:8|3.2.1.-:1	cellulose, chitin	91	3300010263.a:Ga0134105_1000031_126	790	2e-19	5	91	554	633	0.945054945054945	0.945054945054945
GH5_e276	GH5_1:145|CBM2:55|CBM3:30|GH5_8:16|GH5_4:8|GH10:6|GH44:5|GH5:4|GH9:3|CBM37:3|AA10:1|CBM78:1	3.2.1.4:25|3.2.1.78:5|3.2.1.73:1|3.2.1.74:1	beta-glucan, beta-mannan, beta-glucan, cellulose	334	3300010263.a:Ga0134105_1000031_43	564	1.9e-134	1	334	52	413	0.9970059880239521	0.9970059880239521
GT32_e82	GT32:42	-	-	77	3300010263.a:Ga0134105_1000033_49	328	6.3e-36	2	76	22	96	0.961038961038961	0.961038961038961
GH81_e12	GH81:279|CBM56:42|CBM6:17|CBM32:5|CBM12:2|CBM4:1|CBM31:1|CBM13:1	3.2.1.39:2	beta-glucan	637	3300010263.a:Ga0134105_1000049_105	816	2.6e-268	2	637	53	680	0.9968602825745683	0.9968602825745683
PL29_e8	PL29:6	-	-	303	3300010263.a:Ga0134105_1000049_127	583	2.1e-18	2	219	52	236	0.7161716171617162	0.7161716171617162
GH48_e1	GH48:896|CBM2:278|CBM3:100|GH9:15|GH74:4|GH10:3|CBM64:1	3.2.1.176:20|3.2.1.4:3|3.2.1.-:3|3.2.1.151:2|3.2.1.14:1	cellulose, cellulose, chitin	623	3300010263.a:Ga0134105_1000114_46	745	1.2e-288	2	621	45	662	0.9935794542536116	0.9935794542536116
GH133_e2	GH133:464|GH13:1|GH23:1|GT2:1|GT4:1|GT5:1	-	-	358	3300010263.a:Ga0134105_1000122_72	660	9.7e-165	2	358	291	646	0.994413407821229	0.994413407821229
CBM54_e1	CBM54:21|GH16_3:18|CBM4:17|CBM6:11|CBM32:2|GH55:1	3.2.1.73:2|3.2.1.6:2	xylan, beta-glucan, chitin	113	3300010263.a:Ga0134105_1000168_7	1322	2e-37	1	113	195	305	0.9911504424778761	0.9911504424778761
GH16_e136	GH16_3:33|CBM4:29|CBM6:18|CBM54:17|GH16_21:8|GH16:2|CBM32:1|CBM35:1	3.2.1.73:4|3.2.1.6:2	beta-glucan, beta-glucan	239	3300010263.a:Ga0134105_1000168_7	1322	1.3e-108	1	239	430	669	0.99581589958159	0.99581589958159
