#                                                                                        --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name                       accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- -----             -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
AA3_e7.hmm|AA3_2:29                    -            556 3300006249.a:Ga0099390_1000037_15 -            624   0.00022   20.3   0.3   1   2    0.0038        14    4.4   0.0     1    21     7    27     7    35 0.84 -
AA3_e7.hmm|AA3_2:29                    -            556 3300006249.a:Ga0099390_1000037_15 -            624   0.00022   20.3   0.3   2   2   5.4e-06      0.02   13.8   0.0   213   266   113   165    91   177 0.86 -
AA3_e52.hmm|AA3_2:8|GH76:2             -            556 3300006249.a:Ga0099390_1000037_15 -            624    0.0093   14.8   0.5   1   2     0.003        11    4.6   0.1     1    23     7    27     7    38 0.77 -
AA3_e52.hmm|AA3_2:8|GH76:2             -            556 3300006249.a:Ga0099390_1000037_15 -            624    0.0093   14.8   0.5   2   2   0.00023      0.84    8.3   0.0   214   267   108   165    72   182 0.75 -
AA3_e32.hmm|AA3_2:6                    -            557 3300006249.a:Ga0099390_1000037_15 -            624      0.05   12.3   0.4   1   2     0.013        47    2.5   0.1     1    16     7    22     7    55 0.81 -
AA3_e32.hmm|AA3_2:6                    -            557 3300006249.a:Ga0099390_1000037_15 -            624      0.05   12.3   0.4   2   2   0.00029       1.1    7.9   0.0   209   268   108   165    83   174 0.83 -
AA3_e4.hmm|AA3_2:57|AA3:5              -            517 3300006249.a:Ga0099390_1000037_15 -            624      0.06   12.5   0.9   1   2    0.0018       6.6    5.8   0.3     1    14     7    20     7    33 0.88 -
AA3_e4.hmm|AA3_2:57|AA3:5              -            517 3300006249.a:Ga0099390_1000037_15 -            624      0.06   12.5   0.9   2   2    0.0032        12    5.0   0.0   187   260    98   164    89   166 0.82 -
AA3_e3.hmm|AA3_3:147|1.1.3.13:12|AA3:1 -            597 3300006249.a:Ga0099390_1000037_15 -            624     0.089   11.7   0.7   1   2    0.0049        18    4.1   0.1     2    22     7    27     6    38 0.80 -
AA3_e3.hmm|AA3_3:147|1.1.3.13:12|AA3:1 -            597 3300006249.a:Ga0099390_1000037_15 -            624     0.089   11.7   0.7   2   2    0.0014       5.2    5.8   0.0   436   493   222   283   214   313 0.82 -
GH43_e13.hmm|GH43_5:46                 -            296 3300006249.a:Ga0099390_1000037_15 -            624      0.23   11.4   0.0   1   1   0.00011       0.4   10.6   0.0   186   254   398   466   370   485 0.86 -
AA3_e6.hmm|AA3:5                       -            536 3300006249.a:Ga0099390_1000037_15 -            624      0.39    9.5   0.6   1   2   0.00019      0.68    8.7   0.2     1    25     7    31     7    48 0.77 -
AA3_e6.hmm|AA3:5                       -            536 3300006249.a:Ga0099390_1000037_15 -            624      0.39    9.5   0.6   2   2      0.79   2.9e+03   -3.3   0.0   201   257   106   158   101   173 0.66 -
GT23_e1.hmm|GT23:668|2.4.1.-:7|CBM47:1 -            318 3300006249.a:Ga0099390_1000037_26 -            301     0.033   13.7   1.6   1   1   1.9e-06     0.049   13.1   1.0    94   175   105   179    94   233 0.81 -
CBM50_e555.hmm|CBM50:7 -             47 3300006249.a:Ga0099390_1000037_32 -            355      0.13   12.6   0.1   1   2       0.1   8.7e+02    0.3   0.0    23    38    86   101    78   104 0.81 -
CBM50_e555.hmm|CBM50:7 -             47 3300006249.a:Ga0099390_1000037_32 -            355      0.13   12.6   0.1   2   2   0.00021       1.8    8.9   0.0     1    25   189   211   189   214 0.92 -
GH106_e34.hmm|GH106:23 -            661 3300006249.a:Ga0099390_1000037_32 -            355      0.16   10.7   0.7   1   1   2.6e-05      0.22   10.3   0.7   498   619    70   190    57   212 0.70 -
GT41_e78.hmm|GT41:12   -            504 3300006249.a:Ga0099390_1000037_32 -            355      0.47    9.4   3.5   1   2     5e-05      0.43    9.5   1.9    11    82    85   157    77   177 0.82 -
GT41_e78.hmm|GT41:12   -            504 3300006249.a:Ga0099390_1000037_32 -            355      0.47    9.4   3.5   2   2      0.14   1.2e+03   -1.9   0.0   244   273   276   305   258   310 0.77 -
GT2_e4408.hmm|GT2:9                                -            121 3300006249.a:Ga0099390_1000037_37 -            252     7e-53  178.4   0.0   1   1   1.2e-53     1e-52  177.9   0.0     1   121     6   125     6   125 0.99 -
GT2_e2587.hmm|GT2:6                                -            113 3300006249.a:Ga0099390_1000037_37 -            252   2.7e-39  134.3   0.0   1   1   5.4e-40   4.4e-39  133.6   0.0     2   110     7   114     6   117 0.97 -
GT2_e2490.hmm|GT2:7                                -            115 3300006249.a:Ga0099390_1000037_37 -            252   6.2e-33  114.0   0.0   1   1     1e-33   8.4e-33  113.6   0.0     1    99     7   108     7   122 0.94 -
GT2_e2247.hmm|GT2:36                               -            129 3300006249.a:Ga0099390_1000037_37 -            252   6.3e-32  110.7   0.0   1   1   1.1e-32   9.2e-32  110.2   0.0     2   126     7   131     6   137 0.95 -
GT2_e4100.hmm|GT2:9                                -            114 3300006249.a:Ga0099390_1000037_37 -            252     1e-30  106.4   0.0   1   1     2e-31   1.6e-30  105.7   0.0     2   108     7   113     6   117 0.96 -
