PUL0009	5.1e-74	3300025530_4
PUL0014	1.75e-48	3300025530_4
PUL0017	1.15e-156	3300025530_4
PUL0017	8.6e-118	3300025530_4
PUL0018	8.37e-39	3300025530_4
PUL0028	7.63e-41	3300025530_4
PUL0038	4.52e-165	3300025530_4
PUL0038	8.08e-32	3300025530_4
PUL0039	4.81e-22	3300025530_4
PUL0039	8.46e-58	3300025530_4
PUL0049	1.37e-12	3300025530_4
PUL0058	3.49e-185	3300025530_4
PUL0058	4.73e-214	3300025530_4
PUL0106	7.98e-188	3300025530_4
PUL0106	8.28e-43	3300025530_4
PUL0108	1.53e-34	3300025530_4
PUL0121	3.75e-65	3300025530_4
PUL0180	3.14e-150	3300025530_4
PUL0209	1.35e-32	3300025530_4
PUL0216	2.34e-69	3300025530_4
PUL0216	2.8e-110	3300025530_4
PUL0216	3.27e-43	3300025530_4
PUL0216	8.56e-64	3300025530_4
PUL0227	4.03e-74	3300025530_4
PUL0267	1.31e-232	3300025530_4
PUL0269	1.36e-72	3300025530_4
PUL0270	3.6e-140	3300025530_4
PUL0270	5.7e-85	3300025530_4
PUL0299	1.08e-138	3300025530_4
PUL0303	1.77e-94	3300025530_4
PUL0303	6.67e-163	3300025530_4
PUL0332	7.08e-122	3300025530_4
PUL0335	2.86e-212	3300025530_4
PUL0335	9.24e-69	3300025530_4
PUL0390	1.46e-92	3300025530_4
PUL0390	3.86e-75	3300025530_4
PUL0390	4.22e-84	3300025530_4
PUL0420	1.07e-194	3300025530_4
PUL0431	1.24e-155	3300025530_4
PUL00433	8.92e-166	3300025530_4
PUL0454	1.98e-49	3300025530_4
PUL0457	7.66e-09	3300025530_4
PUL0475	8.94e-104	3300025530_4
PUL00500	8.76e-90	3300025530_4
PUL0506	1.6e-128	3300025530_4
PUL0506	3.36e-138	3300025530_4
PUL0527	1.24e-54	3300025530_4
PUL0584	1.83e-137	3300025530_4
PUL0599	4.97e-127	3300025530_4
PUL00699	1.7e-147	3300025530_4
PUL01016	3.15e-50	3300025530_4
PUL01060	1.62e-153	3300025530_4
PUL01073	5.19e-57	3300025530_4
PUL01081	5.34e-68	3300025530_4
PUL01241	1.27e-08	3300025530_4
PUL01249	4.8e-176	3300025530_4
PUL01455	2.29e-126	3300025530_4
PUL01455	3.06e-185	3300025530_4
PUL01455	8.36e-197	3300025530_4
PUL01510	1.28e-33	3300025530_4
PUL02801	5.58e-14	3300025530_4
PUL02922	1.74e-18	3300025530_4
PUL03004	3.23e-78	3300025530_4
PUL03004	9.75e-67	3300025530_4
PUL03339	2.26e-12	3300025530_4
PUL03390	5.94e-165	3300025530_4
PUL03412	1.9e-165	3300025530_4
PUL03416	3.07e-129	3300025530_4
PUL03472	3.95e-144	3300025530_4
PUL03842	2.75e-26	3300025530_4
PUL04295	4.51e-46	3300025530_4
PUL04298	3.95e-35	3300025530_4
PUL04591	3.66e-90	3300025530_4
PUL04608	2.42e-64	3300025530_4
