Gene ID	EC#	HMMER	dbCAN_sub	DIAMOND	Signalp	#ofTools
3300029851.a:Ga0245290_100003_122	3.2.1.185:2	GH127(10-571)	GH127_e0	GH127	N	3
3300029851.a:Ga0245290_100003_127	-	GH36(69-603)	GH36_e14	GH36	N	3
3300029851.a:Ga0245290_100003_181	3.2.1.20:2	GH13_30(33-400)	GH13_e234	GH13_30	N	3
3300029851.a:Ga0245290_100003_194	2.4.1.20:14|2.4.1.49:1	GH94(2-420)	GH94_e12	GH94	N	3
3300029851.a:Ga0245290_100003_200	3.2.1.23:6	GH42(1-166)	GH42_e29	GH42	N	3
3300029851.a:Ga0245290_100003_201	3.2.1.21:22|3.2.1.-:4|3.2.1.37:1|3.2.1.55:1|3.2.1.23:1|3.2.1.45:1	GH3(38-258)	GH3_e197	GH3	N	3
3300029851.a:Ga0245290_100003_209	-	CE20(84-200)+CE20(399-524)	CE20_e33	CE20	N	3
3300029851.a:Ga0245290_100003_210	3.2.1.37:21|3.2.1.55:3|3.2.1.-:1|-	GH43_11(3-304)+CBM91(331-539)	GH43_e285+CBM91_e24	CBM91+GH43_11	N	3
3300029851.a:Ga0245290_100003_215	3.2.1.55:1	GH43_12(9-362)	GH43_e260	GH43_12	N	3
3300029851.a:Ga0245290_100003_232	-	GT2(45-271)	GT2	GT2	N	3
3300029851.a:Ga0245290_100003_234	-	GT2(15-156)	GT2	GT2	N	3
3300029851.a:Ga0245290_100003_315	3.2.1.68:75|2.4.1.25:4|3.2.1.-:1|3.2.1.68:15|3.2.1.-:1	GH13_11(230-598)	CBM48_e3+GH13_e48	CBM48+GH13_11	N	3
3300029851.a:Ga0245290_100003_318	2.4.1.25:4	GH77(188-700)	GH77_e2	GH77	N	3
3300029851.a:Ga0245290_100003_325	3.2.1.55:2|-	GH43_10(6-276)+CBM91(319-521)	GH43_e2+CBM91_e2	GH43_10	N	3
3300029851.a:Ga0245290_100003_326	3.2.1.156:5	GH8(54-371)	GH8_e36	GH8	N	3
3300029851.a:Ga0245290_100003_327	3.2.1.37:3|-	GH120(320-409)	GH120_e0+GH120_e3	GH120	N	3
3300029851.a:Ga0245290_100003_328	3.2.1.37:21|3.2.1.55:3|3.2.1.-:1|-	GH43_11(3-304)+CBM91(332-539)	GH43_e285+CBM91_e24	GH43_11	N	3
