#                                                                                        --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name                       accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- -----             -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
GH18_e362.hmm|GH18:8 -            207 3300006464.a:Ga0100221_1000013_3 -            204       0.1   12.3   0.0   1   1   1.1e-05      0.14   11.9   0.0    32    89   130   191   101   202 0.72 -
GT9_e46.hmm|GT9:262  -            265 3300006464.a:Ga0100221_1000013_3 -            204      0.25   11.4   0.9   1   1   2.8e-05      0.36   10.9   0.9     2    99    35   133    34   147 0.80 -
GT2_e4221.hmm|GT2:5           -            121 3300006464.a:Ga0100221_1000013_17 -            424     0.094   13.5   0.8   1   4     0.021   2.7e+02    2.3   0.0    34    93    64   123    58   141 0.65 -
GT2_e4221.hmm|GT2:5           -            121 3300006464.a:Ga0100221_1000013_17 -            424     0.094   13.5   0.8   2   4      0.32   4.1e+03   -1.5   0.0    75   100   234   259   201   269 0.70 -
GT2_e4221.hmm|GT2:5           -            121 3300006464.a:Ga0100221_1000013_17 -            424     0.094   13.5   0.8   3   4       1.3   1.6e+04   -3.4   0.0    48    71   293   313   283   327 0.55 -
GT2_e4221.hmm|GT2:5           -            121 3300006464.a:Ga0100221_1000013_17 -            424     0.094   13.5   0.8   4   4   0.00043       5.5    7.8   0.0     3    50   334   382   332   406 0.86 -
GT2_e674.hmm|GT2:11|2.4.1.-:1 -            207 3300006464.a:Ga0100221_1000013_17 -            424     0.094   13.1   0.0   1   1   1.2e-05      0.15   12.4   0.0    99   198   222   326   206   333 0.83 -
GT2_e517.hmm|GT2:7|GT4:5  -            171 3300006464.a:Ga0100221_1000013_18 -            147     0.013   16.2   0.5   1   3       1.9   6.9e+03   -2.5   0.0   108   130    11    33     4    51 0.68 -
GT2_e517.hmm|GT2:7|GT4:5  -            171 3300006464.a:Ga0100221_1000013_18 -            147     0.013   16.2   0.5   2   3         1   3.7e+03   -1.6   0.0   120   146    47    76    29    89 0.68 -
GT2_e517.hmm|GT2:7|GT4:5  -            171 3300006464.a:Ga0100221_1000013_18 -            147     0.013   16.2   0.5   3   3   8.8e-06     0.032   14.9   0.2    10    57    94   142    84   145 0.90 -
GT21_e33.hmm|GT21:54      -            230 3300006464.a:Ga0100221_1000013_18 -            147     0.014   15.0   0.1   1   1   6.1e-06     0.022   14.3   0.1    18    54    99   135    73   145 0.91 -
GT2_e115.hmm|GT2:20       -            145 3300006464.a:Ga0100221_1000013_18 -            147     0.035   14.7   0.3   1   1   1.6e-05     0.058   14.0   0.3    10    58    94   142    88   145 0.88 -
GT21_e36.hmm|GT21:27      -            231 3300006464.a:Ga0100221_1000013_18 -            147     0.056   13.2   0.1   1   2         1   3.8e+03   -2.6   0.0    75    96    52    73    33    78 0.59 -
GT21_e36.hmm|GT21:27      -            231 3300006464.a:Ga0100221_1000013_18 -            147     0.056   13.2   0.1   2   2   3.7e-05      0.13   12.0   0.1    18    55    99   136    96   145 0.90 -
GT2_e2159.hmm|GT2:7       -            116 3300006464.a:Ga0100221_1000013_18 -            147      0.14   12.9   0.2   1   1   5.8e-05      0.21   12.3   0.2    11    58    96   143    92   146 0.88 -
GT2_e341.hmm|GT2:11|GT4:1 -            129 3300006464.a:Ga0100221_1000013_18 -            147      0.16   12.5   0.2   1   2      0.57   2.1e+03   -0.8   0.0    92   113    50    71    44    90 0.71 -
GT2_e341.hmm|GT2:11|GT4:1 -            129 3300006464.a:Ga0100221_1000013_18 -            147      0.16   12.5   0.2   2   2   0.00014      0.53   10.8   0.1    11    48    95   132    87   140 0.88 -
GT21_e15.hmm|GT21:6       -            218 3300006464.a:Ga0100221_1000013_18 -            147      0.25   11.2   0.1   1   1   0.00012      0.44   10.4   0.1    17    50    98   131    90   136 0.89 -
GH163_e10.hmm|GH163:37     -            239 3300006464.a:Ga0100221_1000013_24 -            185     0.014   15.3   0.0   1   1   2.4e-06      0.02   14.8   0.0    11    83    15    91     4   110 0.77 -
GT71_e35.hmm|GT71:10       -            275 3300006464.a:Ga0100221_1000013_24 -            185     0.073   12.9   0.5   1   1   1.3e-05      0.11   12.4   0.4    77   139     3    68     1   127 0.77 -
GT71_e41.hmm|GT71:26|GT8:1 -            276 3300006464.a:Ga0100221_1000013_24 -            185      0.29   10.8   1.1   1   2   3.5e-05       0.3   10.8   0.3    85   190    12   120     2   126 0.85 -
GT71_e41.hmm|GT71:26|GT8:1 -            276 3300006464.a:Ga0100221_1000013_24 -            185      0.29   10.8   1.1   2   2      0.69   5.9e+03   -3.3   0.0    75    97   139   161   132   177 0.62 -
GT51_e38.hmm|GT51:22 -            170 3300006464.a:Ga0100221_1000013_45 -            455      0.25   11.7   0.0   1   1   1.9e-05      0.48   10.8   0.0    97   150   100   154    91   164 0.87 -
GT30_e2.hmm|GT30:19   -             99 3300006464.a:Ga0100221_1000013_58 -            378     0.014   16.0   0.0   1   1   6.1e-06     0.031   14.8   0.0     9    97    84   171    79   173 0.80 -
GT30_e64.hmm|GT30:30  -            158 3300006464.a:Ga0100221_1000013_58 -            378     0.045   14.4   0.0   1   1   1.6e-05     0.081   13.6   0.0    67   155    85   171    67   172 0.80 -
GT30_e45.hmm|GT30:53  -            167 3300006464.a:Ga0100221_1000013_58 -            378     0.074   13.3   0.0   1   1   2.9e-05      0.15   12.3   0.0    73   162    84   171    61   174 0.86 -
GT1_e667.hmm|GT1:111  -            373 3300006464.a:Ga0100221_1000013_58 -            378      0.09   12.7   0.0   1   1   2.8e-05      0.14   12.0   0.0    83   152    76   147    61   184 0.83 -
GH25_e141.hmm|GH25:36 -            148 3300006464.a:Ga0100221_1000013_58 -            378       0.2   12.1   0.0   1   1     8e-05      0.41   11.0   0.0    92   135   210   253   200   260 0.85 -
GT4_e319.hmm|GT4:11                                 -            154 3300006464.a:Ga0100221_1000013_62 -            432   3.4e-19   69.8   0.0   1   1   5.9e-20   6.9e-19   68.8   0.0     2   154   181   346   180   346 0.87 -
GT4_e2678.hmm|GT4:7                                 -            158 3300006464.a:Ga0100221_1000013_62 -            432   2.1e-18   67.0   0.0   1   1   1.7e-17     2e-16   60.6   0.0     2   157   176   346   175   347 0.82 -
GT4_e2496.hmm|GT4:6                                 -            159 3300006464.a:Ga0100221_1000013_62 -            432   3.4e-18   66.4   0.0   1   1   4.7e-19   5.6e-18   65.7   0.0     2   158   178   344   177   345 0.85 -
GT4_e2990.hmm|GT4:41                                -            150 3300006464.a:Ga0100221_1000013_62 -            432   7.5e-18   65.2   0.0   1   1   1.8e-18   2.2e-17   63.7   0.0     2   148   180   343   179   345 0.93 -
GT4_e80.hmm|GT4:14                                  -            153 3300006464.a:Ga0100221_1000013_62 -            432   1.5e-17   64.3   0.0   1   2     2e-07   2.4e-06   27.9   0.0     2    44   180   222   179   238 0.92 -
GT4_e80.hmm|GT4:14                                  -            153 3300006464.a:Ga0100221_1000013_62 -            432   1.5e-17   64.3   0.0   2   2   2.1e-09   2.4e-08   34.4   0.0    43   152   239   346   223   347 0.90 -
GT4_e1648.hmm|GT4:226|GH57:35|GT2:2                 -            151 3300006464.a:Ga0100221_1000013_62 -            432   1.7e-17   64.0   0.1   1   1   1.2e-17   1.4e-16   61.1   0.1     2   150   179   344   178   345 0.85 -
GT4_e640.hmm|GT4:18                                 -            152 3300006464.a:Ga0100221_1000013_62 -            432   1.2e-16   61.3   0.1   1   2     7e-05   0.00082   19.6   0.0     3    47   180   224   178   237 0.92 -
GT4_e640.hmm|GT4:18                                 -            152 3300006464.a:Ga0100221_1000013_62 -            432   1.2e-16   61.3   0.1   2   2   5.4e-11   6.4e-10   39.4   0.0    50   151   245   344   231   345 0.92 -
GT4_e171.hmm|GT4:121                                -            163 3300006464.a:Ga0100221_1000013_62 -            432   1.9e-16   60.8   0.0   1   1   2.7e-17   3.2e-16   60.1   0.0     2   163   178   346   177   346 0.90 -
GT4_e2022.hmm|GT4:18|GT2:9                          -            151 3300006464.a:Ga0100221_1000013_62 -            432   3.7e-16   59.9   0.0   1   1   5.5e-17   6.5e-16   59.2   0.0     3   151   181   346   179   346 0.85 -
GT4_e3367.hmm|GT4:494                               -            159 3300006464.a:Ga0100221_1000013_62 -            432   5.5e-16   58.9   0.0   1   1   9.5e-17   1.1e-15   57.9   0.0     2   158   180   346   179   347 0.88 -
GT4_e1235.hmm|GT4:27                                -            152 3300006464.a:Ga0100221_1000013_62 -            432     8e-16   58.7   0.0   1   1   1.6e-16   1.9e-15   57.5   0.0     3   151   180   346   178   347 0.94 -
GT4_e1548.hmm|GT4:10                                -            154 3300006464.a:Ga0100221_1000013_62 -            432   1.1e-15   58.4   0.0   1   2     0.003     0.035   14.6   0.0     2    42   183   223   182   230 0.93 -
GT4_e1548.hmm|GT4:10                                -            154 3300006464.a:Ga0100221_1000013_62 -            432   1.1e-15   58.4   0.0   2   2   1.3e-11   1.6e-10   41.7   0.0    49   154   248   346   230   346 0.93 -
GT4_e2877.hmm|GT4:173                               -            145 3300006464.a:Ga0100221_1000013_62 -            432   1.8e-15   57.6   0.0   1   1   5.9e-15   6.9e-14   52.5   0.0     3   143   180   343   178   345 0.86 -
GT4_e126.hmm|GT4:53|2.4.1.-:4                       -            146 3300006464.a:Ga0100221_1000013_62 -            432     2e-15   57.5   0.0   1   1     4e-15   4.7e-14   53.0   0.0     4   145   180   346   177   347 0.86 -
GT4_e2096.hmm|GT4:12                                -            146 3300006464.a:Ga0100221_1000013_62 -            432   2.1e-15   57.6   0.0   1   1   2.7e-16   3.2e-15   57.0   0.0     2   144   182   340   181   342 0.88 -
GT4_e2747.hmm|GT4:48                                -            149 3300006464.a:Ga0100221_1000013_62 -            432   2.2e-15   57.2   0.0   1   2    0.0016     0.018   15.2   0.0     3    44   180   221   178   226 0.93 -
GT4_e2747.hmm|GT4:48                                -            149 3300006464.a:Ga0100221_1000013_62 -            432   2.2e-15   57.2   0.0   2   2   6.1e-11   7.2e-10   39.3   0.0    57   148   256   346   240   347 0.90 -
GT4_e361.hmm|GT4:12                                 -            145 3300006464.a:Ga0100221_1000013_62 -            432   3.9e-15   56.6   0.0   1   2    0.0013     0.015   15.8   0.1     5    45   182   222   179   236 0.92 -
GT4_e361.hmm|GT4:12                                 -            145 3300006464.a:Ga0100221_1000013_62 -            432   3.9e-15   56.6   0.0   2   2   1.2e-10   1.4e-09   38.5   0.0    51   140   252   341   240   345 0.82 -
GT4_e1429.hmm|GT4:101                               -            160 3300006464.a:Ga0100221_1000013_62 -            432     5e-15   56.1   0.4   1   1   1.1e-15   1.3e-14   54.8   0.4     3   160   180   346   178   346 0.88 -
GT4_e198.hmm|GT4:32|GT26:1                          -            142 3300006464.a:Ga0100221_1000013_62 -            432   8.5e-15   55.4   0.0   1   2   0.00017     0.002   18.5   0.0     2    40   181   223   180   233 0.86 -
GT4_e198.hmm|GT4:32|GT26:1                          -            142 3300006464.a:Ga0100221_1000013_62 -            432   8.5e-15   55.4   0.0   2   2   2.9e-09   3.4e-08   34.0   0.0    50   120   254   324   246   342 0.93 -
GT4_e1695.hmm|GT4:7                                 -            160 3300006464.a:Ga0100221_1000013_62 -            432   1.1e-14   55.0   0.0   1   1   6.1e-15   7.2e-14   52.3   0.0     3   158   181   345   179   347 0.80 -
GT4_e3863.hmm|GT4:15                                -            153 3300006464.a:Ga0100221_1000013_62 -            432   1.2e-14   55.0   0.0   1   1   1.7e-15   1.9e-14   54.3   0.0     3   152   180   346   178   347 0.92 -
