#                                                                                        --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name                       accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- -----             -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
GH3_e164.hmm|GH3:573|3.2.1.52:1 -            221 3300006464.a:Ga0100221_1003439_7 -            195      0.22   11.6   0.0   1   1   1.3e-05      0.33   11.0   0.0    30    65    21    58     5    93 0.66 -
GT51_e118.hmm|GT51:494          -            154 3300006464.a:Ga0100221_1003439_9 -            657      0.14   12.4   0.0   1   1   2.5e-05      0.33   11.2   0.0    81   144    11    74     5    81 0.92 -
CBM32_e219.hmm|CBM32:12|GH20:10 -            116 3300006464.a:Ga0100221_1003439_9 -            657      0.67   10.5   3.5   1   2      0.33   4.2e+03   -1.7   0.1    46    69   323   346   305   375 0.62 -
CBM32_e219.hmm|CBM32:12|GH20:10 -            116 3300006464.a:Ga0100221_1003439_9 -            657      0.67   10.5   3.5   2   2   3.5e-05      0.45   11.1   0.8    42   110   515   585   470   591 0.71 -
GH23_e42.hmm|GH23:876 -            119 3300006464.a:Ga0100221_1000013_7 -            338      0.19   12.2   0.6   1   2   0.00067        17    6.0   0.0    61    91     6    36     1    48 0.80 -
GH23_e42.hmm|GH23:876 -            119 3300006464.a:Ga0100221_1000013_7 -            338      0.19   12.2   0.6   2   2    0.0028        71    4.0   0.2    19    50   260   292   247   329 0.68 -
GT2_e620.hmm|GT2:5   -             96 3300006464.a:Ga0100221_1000013_12 -            187       0.2   12.5   0.0   1   1   1.3e-05      0.34   11.7   0.0    46    85    55    97    39   105 0.79 -
GT4_e3792.hmm|GT4:5  -            114 3300006464.a:Ga0100221_1000013_27 -            559     0.097   13.3   0.0   1   1     1e-05      0.26   11.9   0.0    15    46   372   403   362   415 0.85 -
CBM48_e23.hmm|CBM48:292 -             53 3300006464.a:Ga0100221_1000013_29 -            420      0.16   12.4   0.2   1   1   1.4e-05      0.36   11.3   0.2     9    19   250   260   247   264 0.90 -
GT28_e120.hmm|GT28:12 -            139 3300006464.a:Ga0100221_1000013_44 -            148    0.0017   18.7   0.1   1   1   1.7e-07    0.0022   18.4   0.1    30    73     8    51     1    85 0.82 -
GT28_e18.hmm|GT28:9   -            102 3300006464.a:Ga0100221_1000013_44 -            148       0.2   12.6   0.0   1   1   2.1e-05      0.26   12.2   0.0    33    82    16    66     5   111 0.81 -
GH43_e121.hmm|GH43_17:8 -            267 3300006464.a:Ga0100221_1000013_49 -            224       0.1   12.6   0.1   1   1   6.9e-06      0.18   11.8   0.1    23    82    52   111    41   117 0.92 -
CBM34_e7.hmm|CBM34:31|CBM48:31|GH13_20:31|3.2.1.54:9|3.2.1.133:3|3.2.1.1:2 -             87 3300006464.a:Ga0100221_1000013_59 -            383     0.049   14.5   0.0   1   1   6.1e-06      0.16   12.9   0.0    25    81   302   361   297   365 0.82 -
GT4_e2535.hmm|GT4:12                -            146 3300006464.a:Ga0100221_1000013_61 -            357   1.8e-15   57.4   1.5   1   1   1.2e-17   1.8e-15   57.4   1.5     3   130   184   310   182   322 0.93 -
GT4_e1805.hmm|GT4:25|2.4.1.-:1      -            143 3300006464.a:Ga0100221_1000013_61 -            357   3.5e-13   50.0   0.6   1   1   4.5e-15   6.5e-13   49.1   0.6     3   132   183   312   181   321 0.90 -
GT4_e875.hmm|GT4:12                 -            147 3300006464.a:Ga0100221_1000013_61 -            357   5.1e-11   43.0   0.6   1   1   6.1e-13   8.8e-11   42.3   0.6    17   130   196   310   180   320 0.85 -
GT4_e2211.hmm|GT4:12                -            157 3300006464.a:Ga0100221_1000013_61 -            357   5.5e-11   42.9   0.1   1   1   8.5e-13   1.2e-10   41.7   0.1    30   143   205   316   167   328 0.88 -
GT4_e3185.hmm|GT4:6                 -            152 3300006464.a:Ga0100221_1000013_61 -            357     1e-10   41.9   1.5   1   1   1.6e-12   2.3e-10   40.8   1.5     3   135   182   310   180   319 0.87 -
