dbCAN subfam	Subfam Composition	Subfam EC	Substrate	Profile Length	Gene ID	Gene Length	E Value	Profile Start	Profile End	Gene Start	Gene End	Coverage
GH170_e20	GH170:7	-	-	354	3300029475.a:Ga0244097_100273_62	354	1.3e-103	1	353	4	340	0.9943502824858758	0.9943502824858758
CE9_e66	CE9:13	-	-	358	3300029475.a:Ga0244097_100273_65	381	7.1e-176	2	358	18	373	0.994413407821229	0.994413407821229
CE4_e209	CE4:441|GT2:374	-	-	119	3300029475.a:Ga0244097_100277_26	296	1.3e-23	4	115	80	192	0.9327731092436975	0.9327731092436975
GT2	GT2:49	-	-	322	3300029475.a:Ga0244097_100277_27	601	4.1e-172	1	322	233	562	0.9968944099378882	0.9968944099378882
GH18_e418	GH18:6	-	-	225	3300029475.a:Ga0244097_100277_29	342	8.7e-73	2	224	108	325	0.9866666666666667	0.9866666666666667
GT9_e170	GT9:21	-	-	230	3300029475.a:Ga0244097_100277_48	343	2.6e-121	2	229	78	304	0.9869565217391304	0.9869565217391304
GT9_e283	GT9:17	-	-	250	3300029475.a:Ga0244097_100506_28	363	1.2e-31	3	246	84	341	0.972	0.972
GT25_e20	GT25:11	-	-	169	3300029475.a:Ga0244097_100506_29	261	1.5e-29	10	168	16	173	0.9349112426035503	0.9349112426035503
GT8_e70	GT8:9	-	-	237	3300029475.a:Ga0244097_100506_31	312	6.9e-83	2	237	5	257	0.9915611814345991	0.9915611814345991
GT30_e33	GT30:55	-	-	180	3300029475.a:Ga0244097_100558_35	844	5.3e-81	1	180	36	217	0.9944444444444445	0.9944444444444445
GT26_e156	GT26:5	-	-	170	3300029475.a:Ga0244097_100777_25	247	1.4e-96	1	170	60	229	0.9941176470588236	0.9941176470588236
GT2	GT2:27	-	-	224	3300029475.a:Ga0244097_100777_28	433	1.3e-117	1	224	47	270	0.9955357142857143	0.9955357142857143
GH23_e591	GH23:7	-	-	128	3300029475.a:Ga0244097_101005_5	199	3.3e-65	1	128	62	189	0.9921875	0.9921875
CE11_e34	CE11:19	-	-	267	3300029475.a:Ga0244097_101174_6	283	2.3e-130	1	266	7	273	0.9925093632958801	0.9925093632958801
GT83_e69	GT83:43	-	-	427	3300029475.a:Ga0244097_101247_19	494	4.8e-144	4	426	9	419	0.9882903981264637	0.9882903981264637
GT2	GT2:6	-	-	96	3300029475.a:Ga0244097_101262_14	248	3.9e-43	1	93	7	99	0.9583333333333334	0.9583333333333334
GT83_e69	GT83:43	-	-	427	3300029475.a:Ga0244097_102032_4	546	1.2e-150	2	426	5	469	0.9929742388758782	0.9929742388758782
CE4_e274	CE4:13|GT4:1	-	-	141	3300029475.a:Ga0244097_102844_7	278	6.2e-23	5	140	90	214	0.9574468085106383	0.9574468085106383
AA4_e1	AA4:19	-	-	525	3300029475.a:Ga0244097_100257_31	467	8.3e-24	10	234	8	223	0.4266666666666667	0.4266666666666667
CE4_e362	CE4:61	-	-	127	3300029475.a:Ga0244097_100277_30	546	2.8e-19	4	124	317	453	0.9448818897637795	0.9448818897637795
GT9_e90	GT9:25	-	-	231	3300029475.a:Ga0244097_100277_47	349	8.4e-101	1	227	80	309	0.9783549783549783	0.9783549783549783
GT28_e1	GT28:2579|CE4:1	-	-	164	3300029475.a:Ga0244097_100480_21	372	9.2e-56	1	164	191	354	0.9939024390243902	0.9939024390243902
GT8_e248	GT8:8	-	-	249	3300029475.a:Ga0244097_100506_27	339	4.5e-123	8	249	25	266	0.9678714859437751	0.9678714859437751
GT19_e9	GT19:11	-	-	355	3300029475.a:Ga0244097_100558_37	378	4.3e-179	1	355	4	357	0.9971830985915493	0.9971830985915493
GH18_e396	GH18:12	-	-	281	3300029475.a:Ga0244097_100571_6	367	2e-111	3	280	66	345	0.9857651245551602	0.9857651245551602
GT2	GT2:31	-	-	161	3300029475.a:Ga0244097_100630_27	326	5.9e-78	1	161	10	170	0.9937888198757764	0.9937888198757764
GT51_e132	GT51:107	-	-	176	3300029475.a:Ga0244097_100713_6	700	2e-79	2	175	77	250	0.9829545454545454	0.9829545454545454
GT51_e144	GT51:1920	2.4.1.129:1	-	168	3300029475.a:Ga0244097_101005_13	257	5.4e-64	3	168	70	235	0.9821428571428571	0.9821428571428571
GT2	GT2:27	-	-	224	3300029475.a:Ga0244097_101034_15	404	3.4e-60	1	223	43	267	0.9910714285714286	0.9910714285714286
GH73_e220	GH73:9	-	-	126	3300029475.a:Ga0244097_101034_8	294	9.6e-66	2	126	158	283	0.9841269841269841	0.9841269841269841
AA4_e1	AA4:19	-	-	525	3300029475.a:Ga0244097_101792_4	475	3.4e-23	12	244	11	236	0.4419047619047619	0.4419047619047619
