Gene ID	EC#	HMMER	dbCAN_sub	DIAMOND	Signalp	#ofTools
3300000052.a:Draft_c001082_115	-	GT83(87-370)	-	-	N	1
3300000052.a:Draft_c001082_116	-	GT2(3-164)	GT2	-	N	2
3300000052.a:Draft_c001082_122	-	GT4(215-345)	GT4_e3069	GT4	N	3
3300000052.a:Draft_c001082_126	-	GT4(156-289)	GT4_e2264	-	N	2
3300000052.a:Draft_c001082_127	-	GT2(7-137)	GT2	-	N	2
3300000052.a:Draft_c001082_130	-	GT2(11-137)	GT2	-	N	2
3300000052.a:Draft_c001082_132	-	GT2(31-193)	GT2	GT2	N	3
3300000052.a:Draft_c001082_133	-	GT2(7-133)	GT2	-	N	2
3300000052.a:Draft_c001082_134	-	AA3(6-467)	-	-	N	1
3300000052.a:Draft_c001082_151	3.1.1.72:1|3.1.1.-:1|3.2.1.4:1|3.2.1.8:1|3.2.1.-:1	CE2(226-437)	CE2_e30	-	Y(1-28)	2
3300000052.a:Draft_c001082_152	3.1.1.72:1|3.1.1.-:1|3.2.1.4:1|3.2.1.8:1|3.2.1.-:1	CE2(188-403)	CE2_e30	-	Y(1-31)	2
3300000052.a:Draft_c001082_153	3.1.1.72:1|3.1.1.-:1|3.2.1.4:1|3.2.1.8:1|3.2.1.-:1	CE2(467-678)	CE2_e30	-	Y(1-35)	2
3300000052.a:Draft_c001082_159	-	GT4(186-341)	GT4_e2505	-	N	2
3300000052.a:Draft_c001082_17	-	GT2(5-164)	GT2	GT2	N	3
3300000052.a:Draft_c001082_175	-	GT2(7-104)	GT2	GT2	N	3
3300000052.a:Draft_c001082_27	-|-	GH5_5(175-340)+GH5_5(496-653)	GH5_e202+GH5_e202	GH5	N	3
3300000052.a:Draft_c001082_45	-	GH5_5(88-401)	GH5_e202	-	N	2
3300000052.a:Draft_c006006_10	-	GH109(1-158)	-	-	N	1
3300000052.a:Draft_c006006_24	-	GT83(11-369)	GT83_e87	-	N	2
3300000052.a:Draft_c006006_3	2.4.1.15:96	GT20(5-460)	GT20_e1	GT20	N	3
3300000052.a:Draft_c006006_4	-	GH15(232-592)	GH15_e57	GH15	N	3
3300000052.a:Draft_c006006_48	-	AA4(8-221)	-	-	N	1
3300000052.a:Draft_c006006_58	-|-	GH5_5(44-189)+GH5_5(367-524)	GH5_e202+GH5_e202	GH5	Y(1-23)	3
3300000052.a:Draft_c006006_68	-	GH171(23-397)	GH171_e14	GH171	N	3
3300000052.a:Draft_c006308_28	-	GH23(226-360)	GH23_e766	GH23	N	3
3300000052.a:Draft_c006381_36	-	CE1(55-239)	-	-	Y(1-20)	1
3300000052.a:Draft_c006381_52	-|-	GH5_5(175-337)+GH5_5(495-651)	GH5_e202+GH5_e202	GH5	Y(1-29)	3
3300000052.a:Draft_c006549_1	-	GH23(1-113)	GH23_e561	-	N	2
3300000052.a:Draft_c006549_2	-|-|-|-	GH23(93-228)	GH23_e970+CBM50_e83+CBM50_e83+CBM50_e83	CBM50+GH23	Y(1-21)	3
3300000052.a:Draft_c009498_182	-	CE3(40-209)	-	-	N	1
3300000052.a:Draft_c009498_326	-	GT51(48-218)	GT51_e117	-	Y(1-21)	2
3300000052.a:Draft_c009498_467	-	GH3(113-337)	GH3_e40	GH3	N	3
3300000052.a:Draft_c009498_6	-	CE4(148-277)	CE4_e265	CE4	Y(1-25)	3
3300000052.a:Draft_c009498_60	-	GH23(93-232)	GH23_e700	GH23	Y(1-23)	3
3300000052.a:Draft_c009498_73	-	GH23(398-526)	GH23_e953	-	Y(1-20)	2
3300000052.a:Draft_c009769_1	-	GH13_32(55-239)	GH13_e60	-	Y(1-25)	2
3300000052.a:Draft_c009769_5	3.2.1.41:28|3.2.1.68:4|3.2.1.41:2	GH13_13(304-707)	CBM48_e30+GH13_e108	CBM48+GH13_13	Y(1-29)	3
3300000052.a:Draft_c009994_19	-	CE11(4-273)	CE11_e11	CE11	N	3
3300000052.a:Draft_c009994_5	-	GH23(98-223)	GH23_e742	-	Y(1-23)	2
3300000052.a:Draft_c020738_116	-	CE1(42-319)	-	-	N	1
3300000052.a:Draft_c020738_142	-	GT2(40-217)	GT2	-	N	2
3300000052.a:Draft_c020738_154	3.2.1.3:1	GH15(219-581)	GH15_e59	GH15	N	3
3300000052.a:Draft_c020738_27	-|-	GH5_5(65-210)+GH5_5(381-540)	GH5_e202+GH5_e202	GH5	Y(1-27)	3
3300000052.a:Draft_c020738_67	-	GH23(622-765)	GH23_e821	GH23	Y(1-31)	3
3300000052.a:Draft_c020738_95	-	CE1(26-274)	-	-	N	1
3300000052.a:Draft_c022025_37	-	GH5_5(437-748)	GH5_e202	GH5	Y(1-30)	3
3300000052.a:Draft_c022025_46	-	GH5_5(332-642)	GH5_e202	-	N	2
3300000052.a:Draft_c052914_10	-	GT9(83-301)	GT9_e139	GT9	N	3
3300000052.a:Draft_c052914_11	-	GT9(83-311)	GT9_e129	GT9	N	3
3300000052.a:Draft_c052914_119	-	GH23(305-455)	GH23_e148	GH23	N	3
3300000052.a:Draft_c052914_341	-	GT51(53-227)	GT51_e163	GT51	N	3
3300000052.a:Draft_c052914_359	-	GH3(66-287)	GH3_e113	GH3	N	3
3300000052.a:Draft_c052914_68	-	GT51(178-347)	GT51_e70	GT51	N	3
3300000052.a:Draft_c070803_11	1.10.3.2:4|1.10.3.-:1	AA1(45-553)	AA1_e46	-	Y(1-21)	2
3300000052.a:Draft_c072772_32	-|-	GH5_5(34-186)+GH5_5(359-515)	GH5_e202+GH5_e202	-	Y(1-28)	2
3300000052.a:Draft_c072772_43	-	AA3(2-548)	-	-	N	1
3300000052.a:Draft_c072772_62	-	GT9(76-313)	GT9_e157	GT9	N	3
3300000052.a:Draft_c072772_63	-	GT30(57-218)	GT30_e69	GT30	N	3
3300000052.a:Draft_c079047_126	5.4.99.11:5|3.2.1.20:4|3.2.1.10:1|3.2.1.-:1|3.2.1.70:1	GH13_31(39-382)	GH13_e122	GH13_31	N	3
3300000052.a:Draft_c079047_66	-	GH23(575-701)	GH23_e446	GH23	Y(1-21)	3
3300000052.a:Draft_c084427_17	-	GT83(7-341)	GT83_e87	-	Y(1-20)	2
3300000052.a:Draft_c098786_16	-	GT9(51-323)	GT9_e290	GT9	N	3
3300000052.a:Draft_c098786_17	-	GT9(99-351)	GT9_e293	GT9	N	3
3300000052.a:Draft_c098786_22	-	GT19(4-364)	GT19_e28	GT19	N	3
3300000052.a:Draft_c098786_55	-	GT2(58-310)	-	GT0	N	2
3300000052.a:Draft_c098786_58	-	GH113(265-414)	GH113_e9	GH113	Y(1-21)	3
3300000052.a:Draft_c141274_1	3.2.1.1:2|3.2.1.-:1	GH13_32(1-96)	GH13_e23	-	N	2
3300000052.a:Draft_c141274_26	-	GT4(238-373)	GT4_e1884	GT4	N	3
3300000052.a:Draft_c141274_37	-	GT9(69-322)	GT9_e92	GT9	N	3
3300000052.a:Draft_c141275_35	-	GT28(186-345)	GT28_e39	GT28	N	3
3300000052.a:Draft_c001082_140	-	-	GT4_e2663	-	N	1
3300000052.a:Draft_c006308_30	-	-	GT2	-	N	1
3300000052.a:Draft_c001082_137	-	-	GT4_e1476	-	N	1
3300000052.a:Draft_c001082_129	-	-	GT4_e2102	-	N	1
3300000052.a:Draft_c009994_14	-	-	CBM50_e356	CBM50	Y(1-22)	2
3300000052.a:Draft_c001082_62	-	-	-	GH28	N	1
3300000052.a:Draft_c001082_118	-	-	-	GT2	N	1
3300000052.a:Draft_c001082_120	-	-	-	GT4	N	1
3300000052.a:Draft_c079047_49	-	-	-	GH1	N	1
3300000052.a:Draft_c079047_64	-	-	-	GT4	N	1
3300000052.a:Draft_c007857_22	-	-	-	CBM50	N	1
3300000052.a:Draft_c052914_37	-	-	-	GT83	N	1
3300000052.a:Draft_c052914_156	-	-	-	GT2	N	1
3300000052.a:Draft_c020738_85	-	-	-	GT2	N	1
3300000052.a:Draft_c141275_50	-	-	-	GH65	N	1
3300000052.a:Draft_c141275_109	-	-	-	CE8	N	1
3300000052.a:Draft_c022025_18	-	-	-	GH13	N	1
3300000052.a:Draft_c022025_22	-	-	-	GT2	N	1
3300000052.a:Draft_c476517_7	-	-	-	GH23	Y(1-19)	1
3300000052.a:Draft_c006381_13	-	-	-	GH13_30	N	1
3300000052.a:Draft_c006381_80	-	-	-	GH13_11	N	1
3300000052.a:Draft_c006549_14	-	-	-	GT1	N	1
3300000052.a:Draft_c070803_10	-	-	-	CBM50	N	1
3300000052.a:Draft_c009769_31	-	-	-	GH28	N	1
3300000052.a:Draft_c009769_61	-	-	-	GH28	N	1
3300000052.a:Draft_c042070_4	-	-	-	GH6	N	1
3300000052.a:Draft_c042070_13	-	-	-	CBM50+GH25	N	1
3300000052.a:Draft_c042070_31	-	-	-	GH1	N	1
3300000052.a:Draft_c042070_34	-	-	-	GH38	N	1
3300000052.a:Draft_c042070_77	-	-	-	GT1	N	1
3300000052.a:Draft_c069671_14	-	-	-	GT87	N	1
3300000052.a:Draft_c009498_106	-	-	-	GH5_11	N	1
3300000052.a:Draft_c009498_158	-	-	-	GT4	N	1
3300000052.a:Draft_c009498_360	-	-	-	GH13	N	1
3300000052.a:Draft_c009498_465	-	-	-	GT58	N	1
3300000052.a:Draft_c046679_14	-	-	-	GH152	N	1
3300000052.a:Draft_c053955_29	-	-	-	GH1	N	1
3300000052.a:Draft_c084427_46	-	-	-	GH101	N	1
3300000052.a:Draft_c006006_60	-	-	-	CBM50	N	1
