CGC#	Gene Type	Contig ID	Protein ID	Gene Start	Gene Stop	Direction	Protein Family
CGC1	CAZyme	3300029373.a:Ga0243914_101161	3300029373.a:Ga0243914_101161_3	1657	7308	-	CBM13|GH141| GH141
CGC1	CAZyme	3300029373.a:Ga0243914_101161	3300029373.a:Ga0243914_101161_4	7416	12833	-	 GH141|GH141|CBM35
CGC1	TF	3300029373.a:Ga0243914_101161	3300029373.a:Ga0243914_101161_5	13681	15276	-	HTH_AraC
CGC1	STP	3300029373.a:Ga0243914_101161	3300029373.a:Ga0243914_101161_6	15255	17054	-	dCache_1+HATPase_c
CGC1	CAZyme	3300029373.a:Ga0243914_101161	3300029373.a:Ga0243914_101161_7	17101	19203	-	GH36| GH36
CGC1	TC	3300029373.a:Ga0243914_101161	3300029373.a:Ga0243914_101161_8	19211	20047	-	3.A.1.1.36
CGC1	TC	3300029373.a:Ga0243914_101161	3300029373.a:Ga0243914_101161_9	20049	20909	-	3.A.1.1.42
CGC1	STP	3300029373.a:Ga0243914_101161	3300029373.a:Ga0243914_101161_10	20995	22317	-	SBP_bac_1
CGC1	CAZyme	3300029373.a:Ga0243914_101161	3300029373.a:Ga0243914_101161_11	22333	26958	-	GH141
CGC1	TC	3300029373.a:Ga0243914_100602	3300029373.a:Ga0243914_100602_18	19825	20667	+	3.A.1.132.3
CGC1	CAZyme	3300029373.a:Ga0243914_100602	3300029373.a:Ga0243914_100602_19	20781	22388	-	GH13|GH13_20
CGC1	TC	3300029373.a:Ga0243914_100602	3300029373.a:Ga0243914_100602_20	22680	23309	+	2.A.115.2.14
CGC1	STP	3300029373.a:Ga0243914_100602	3300029373.a:Ga0243914_100602_21	23510	24331	+	NUDIX
CGC1	null	3300029373.a:Ga0243914_100602	3300029373.a:Ga0243914_100602_22	24328	25341	+	null
CGC1	null	3300029373.a:Ga0243914_100602	3300029373.a:Ga0243914_100602_23	25623	25958	+	null
CGC1	TF	3300029373.a:Ga0243914_100602	3300029373.a:Ga0243914_100602_24	26276	26713	+	Rrf2
CGC1	null	3300029373.a:Ga0243914_100602	3300029373.a:Ga0243914_100602_25	27481	28242	+	null
CGC1	null	3300029373.a:Ga0243914_100602	3300029373.a:Ga0243914_100602_26	28478	28678	+	null
CGC1	STP	3300029373.a:Ga0243914_100602	3300029373.a:Ga0243914_100602_27	28718	30178	+	Aminotran_1_2
CGC1	CAZyme	3300029373.a:Ga0243914_100060	3300029373.a:Ga0243914_100060_1	678	2375	-	GH13_31| GH13_31
CGC1	CAZyme	3300029373.a:Ga0243914_100060	3300029373.a:Ga0243914_100060_2	2458	4380	-	GH32|CBM66| GH32
