CGC#	Gene Type	Contig ID	Protein ID	Gene Start	Gene Stop	Direction	Protein Family
CGC1	CAZyme	3300014645.a:Ga0121355_100020	3300014645.a:Ga0121355_100020_74	78221	79252	+	GT2
CGC1	TC	3300014645.a:Ga0121355_100020	3300014645.a:Ga0121355_100020_75	79277	80905	-	9.B.34.1.3
CGC1	TF	3300014645.a:Ga0121355_100020	3300014645.a:Ga0121355_100020_76	81040	81687	-	GerE
CGC1	STP	3300014645.a:Ga0121355_100020	3300014645.a:Ga0121355_100020_77	81684	82802	-	HATPase_c
CGC1	null	3300014645.a:Ga0121355_100020	3300014645.a:Ga0121355_100020_78	82914	83480	+	null
CGC1	null	3300014645.a:Ga0121355_100020	3300014645.a:Ga0121355_100020_79	83509	84102	+	null
CGC1	STP	3300014645.a:Ga0121355_100020	3300014645.a:Ga0121355_100020_80	84250	86493	-	HD
CGC2	TC	3300014645.a:Ga0121355_100020	3300014645.a:Ga0121355_100020_92	100611	102059	-	2.A.6.2.18
CGC2	TC	3300014645.a:Ga0121355_100020	3300014645.a:Ga0121355_100020_93	102056	105214	-	2.A.6.2.45
CGC2	TC	3300014645.a:Ga0121355_100020	3300014645.a:Ga0121355_100020_94	105238	106560	-	2.A.6.2.45
CGC2	null	3300014645.a:Ga0121355_100020	3300014645.a:Ga0121355_100020_95	106911	107345	+	null
CGC2	null	3300014645.a:Ga0121355_100020	3300014645.a:Ga0121355_100020_96	107405	108334	-	null
CGC2	STP	3300014645.a:Ga0121355_100020	3300014645.a:Ga0121355_100020_97	108361	108858	-	GAF
CGC2	null	3300014645.a:Ga0121355_100020	3300014645.a:Ga0121355_100020_98	108887	109885	-	null
CGC2	null	3300014645.a:Ga0121355_100020	3300014645.a:Ga0121355_100020_99	109987	111705	-	null
CGC2	TF	3300014645.a:Ga0121355_100020	3300014645.a:Ga0121355_100020_100	111786	112640	-	HTH_6
CGC2	null	3300014645.a:Ga0121355_100020	3300014645.a:Ga0121355_100020_101	112668	114137	-	null
CGC2	TC	3300014645.a:Ga0121355_100020	3300014645.a:Ga0121355_100020_102	114397	115851	+	1.B.52.2.1
CGC2	CAZyme	3300014645.a:Ga0121355_100020	3300014645.a:Ga0121355_100020_103	115854	116951	-	CE1
CGC1	TF	3300014645.a:Ga0121355_100019	3300014645.a:Ga0121355_100019_50	44268	44675	+	GntR
CGC1	TC	3300014645.a:Ga0121355_100019	3300014645.a:Ga0121355_100019_51	44672	45421	+	3.A.1.132.12
CGC1	null	3300014645.a:Ga0121355_100019	3300014645.a:Ga0121355_100019_52	45418	46827	+	null
CGC1	TC	3300014645.a:Ga0121355_100019	3300014645.a:Ga0121355_100019_53	47037	48653	+	1.B.52.2.1
CGC1	TC	3300014645.a:Ga0121355_100019	3300014645.a:Ga0121355_100019_54	48778	51315	+	2.A.21.9.1
CGC1	null	3300014645.a:Ga0121355_100019	3300014645.a:Ga0121355_100019_55	51466	53238	-	null
CGC1	null	3300014645.a:Ga0121355_100019	3300014645.a:Ga0121355_100019_56	53238	53651	-	null
CGC1	TC	3300014645.a:Ga0121355_100019	3300014645.a:Ga0121355_100019_57	53820	54848	+	3.A.1.7.1
CGC1	TF	3300014645.a:Ga0121355_100019	3300014645.a:Ga0121355_100019_58	54954	55616	+	Trans_reg_C
CGC1	null	3300014645.a:Ga0121355_100019	3300014645.a:Ga0121355_100019_59	55753	57426	+	null
CGC1	null	3300014645.a:Ga0121355_100019	3300014645.a:Ga0121355_100019_60	57423	58508	+	null
CGC1	TC	3300014645.a:Ga0121355_100019	3300014645.a:Ga0121355_100019_61	58608	61328	+	9.B.34.1.2
CGC1	null	3300014645.a:Ga0121355_100019	3300014645.a:Ga0121355_100019_62	61403	62260	+	null
CGC1	null	3300014645.a:Ga0121355_100019	3300014645.a:Ga0121355_100019_63	62264	63106	-	null
CGC1	CAZyme	3300014645.a:Ga0121355_100019	3300014645.a:Ga0121355_100019_64	63313	64917	+	 GH43_9|GH43_9|CBM91
CGC1	STP	3300014645.a:Ga0121355_100019	3300014645.a:Ga0121355_100019_65	64984	65874	-	Sigma70_r2+Sigma70_r4
CGC1	null	3300014645.a:Ga0121355_100019	3300014645.a:Ga0121355_100019_66	66434	67363	-	null
CGC1	TC	3300014645.a:Ga0121355_100019	3300014645.a:Ga0121355_100019_67	67360	68031	-	3.A.1.140.1
CGC1	TC	3300014645.a:Ga0121355_100019	3300014645.a:Ga0121355_100019_68	68046	69146	-	3.A.5.1.1
CGC2	TC	3300014645.a:Ga0121355_100019	3300014645.a:Ga0121355_100019_118	123110	123985	-	3.A.15.2.1
CGC2	TC	3300014645.a:Ga0121355_100019	3300014645.a:Ga0121355_100019_119	124233	127046	+	1.B.14.12.2
CGC2	TC	3300014645.a:Ga0121355_100019	3300014645.a:Ga0121355_100019_120	127046	127945	+	2.A.7.18.4
CGC2	null	3300014645.a:Ga0121355_100019	3300014645.a:Ga0121355_100019_121	127972	129261	+	null
CGC2	STP	3300014645.a:Ga0121355_100019	3300014645.a:Ga0121355_100019_122	129264	130481	+	SIS+SIS
CGC2	null	3300014645.a:Ga0121355_100019	3300014645.a:Ga0121355_100019_123	130465	131433	+	null
CGC2	null	3300014645.a:Ga0121355_100019	3300014645.a:Ga0121355_100019_124	131454	132542	+	null
CGC2	TF	3300014645.a:Ga0121355_100019	3300014645.a:Ga0121355_100019_125	132697	133542	+	HTH_DeoR
CGC2	CAZyme	3300014645.a:Ga0121355_100019	3300014645.a:Ga0121355_100019_126	133597	135696	+	GH36| GH36
CGC1	TC	3300014645.a:Ga0121355_100017	3300014645.a:Ga0121355_100017_26	28767	31535	+	1.B.14.3.1
CGC1	null	3300014645.a:Ga0121355_100017	3300014645.a:Ga0121355_100017_27	31555	31917	+	null
CGC1	TC	3300014645.a:Ga0121355_100017	3300014645.a:Ga0121355_100017_28	31945	33219	-	2.A.1.7.10
CGC1	CAZyme	3300014645.a:Ga0121355_100017	3300014645.a:Ga0121355_100017_29	33253	35724	-	GH92| GH92
CGC1	STP	3300014645.a:Ga0121355_100017	3300014645.a:Ga0121355_100017_30	35721	36656	-	PfkB
CGC1	null	3300014645.a:Ga0121355_100017	3300014645.a:Ga0121355_100017_31	36640	37857	-	null
CGC1	TF	3300014645.a:Ga0121355_100017	3300014645.a:Ga0121355_100017_32	37879	38865	-	LacI
CGC1	CAZyme	3300014645.a:Ga0121355_100017	3300014645.a:Ga0121355_100017_33	39094	42432	-	GH92| GH92
CGC1	CAZyme	3300014645.a:Ga0121355_100017	3300014645.a:Ga0121355_100017_34	42447	45143	-	GH2| GH2
CGC1	TC	3300014645.a:Ga0121355_100017	3300014645.a:Ga0121355_100017_35	45206	48391	-	1.B.14.12.2
CGC2	STP	3300014645.a:Ga0121355_100017	3300014645.a:Ga0121355_100017_39	51836	53272	+	CbiA
CGC2	TC	3300014645.a:Ga0121355_100017	3300014645.a:Ga0121355_100017_40	53262	54956	+	2.A.21.9.1
CGC2	TC	3300014645.a:Ga0121355_100017	3300014645.a:Ga0121355_100017_41	54970	55905	-	1.B.14.1.15
CGC2	TC	3300014645.a:Ga0121355_100017	3300014645.a:Ga0121355_100017_42	55902	57161	-	1.B.14.1.11
CGC2	null	3300014645.a:Ga0121355_100017	3300014645.a:Ga0121355_100017_43	57282	58586	-	null
CGC2	TC	3300014645.a:Ga0121355_100017	3300014645.a:Ga0121355_100017_44	59258	61735	+	9.B.34.1.2
CGC2	TC	3300014645.a:Ga0121355_100017	3300014645.a:Ga0121355_100017_45	62108	64954	+	1.B.14.12.2
CGC2	CAZyme	3300014645.a:Ga0121355_100017	3300014645.a:Ga0121355_100017_46	65011	66996	+	 CBM51|GH27|CBM51| GH27
CGC2	null	3300014645.a:Ga0121355_100017	3300014645.a:Ga0121355_100017_47	66977	67222	-	null
CGC2	TC	3300014645.a:Ga0121355_100017	3300014645.a:Ga0121355_100017_48	67515	69653	+	1.B.14.2.15
CGC2	TC	3300014645.a:Ga0121355_100017	3300014645.a:Ga0121355_100017_49	69749	73114	+	2.A.21.9.1
CGC2	TF	3300014645.a:Ga0121355_100017	3300014645.a:Ga0121355_100017_50	73098	74057	+	GerE
CGC2	TC	3300014645.a:Ga0121355_100017	3300014645.a:Ga0121355_100017_51	74035	74736	-	3.A.1.4.4
CGC2	TC	3300014645.a:Ga0121355_100017	3300014645.a:Ga0121355_100017_52	74739	75518	-	3.A.1.4.4
CGC2	TC	3300014645.a:Ga0121355_100017	3300014645.a:Ga0121355_100017_53	75515	76624	-	3.A.1.4.4
CGC2	TC	3300014645.a:Ga0121355_100017	3300014645.a:Ga0121355_100017_54	76621	78204	-	3.A.1.4.4
CGC2	TC	3300014645.a:Ga0121355_100017	3300014645.a:Ga0121355_100017_55	78245	79501	-	3.A.1.4.4
CGC2	TC	3300014645.a:Ga0121355_100017	3300014645.a:Ga0121355_100017_56	79700	81511	+	3.A.9.1.1
CGC1	STP	3300014645.a:Ga0121355_100015	3300014645.a:Ga0121355_100015_85	93645	95957	+	Pyr_redox_2
CGC1	TF	3300014645.a:Ga0121355_100015	3300014645.a:Ga0121355_100015_86	96128	97231	+	LacI
CGC1	null	3300014645.a:Ga0121355_100015	3300014645.a:Ga0121355_100015_87	97382	98188	+	null
CGC1	TC	3300014645.a:Ga0121355_100015	3300014645.a:Ga0121355_100015_88	98253	99269	+	3.A.1.2.4
CGC1	TC	3300014645.a:Ga0121355_100015	3300014645.a:Ga0121355_100015_89	99342	100865	+	3.A.1.2.4
CGC1	TC	3300014645.a:Ga0121355_100015	3300014645.a:Ga0121355_100015_90	100882	102024	+	3.A.1.2.4
CGC1	null	3300014645.a:Ga0121355_100015	3300014645.a:Ga0121355_100015_91	102047	103624	-	null
CGC1	CAZyme	3300014645.a:Ga0121355_100015	3300014645.a:Ga0121355_100015_92	103819	106005	+	 GH74|GH74
CGC1	CAZyme	3300014645.a:Ga0121355_100015	3300014645.a:Ga0121355_100015_93	106002	108296	+	 GH95|GH95
CGC1	CAZyme	3300014645.a:Ga0121355_100015	3300014645.a:Ga0121355_100015_94	108329	110002	+	 GH35|GH35
CGC1	CAZyme	3300014645.a:Ga0121355_100015	3300014645.a:Ga0121355_100015_95	110029	112899	+	GH31| GH31
CGC1	CAZyme	3300014645.a:Ga0121355_100015	3300014645.a:Ga0121355_100015_96	112947	114032	+	CE2| CE2
CGC1	STP	3300014645.a:Ga0121355_100014	3300014645.a:Ga0121355_100014_98	105049	107295	-	GAF+HisKA+HATPase_c+Response_reg
