dbCAN subfam	Subfam Composition	Subfam EC	Substrate	Profile Length	Gene ID	Gene Length	E Value	Profile Start	Profile End	Gene Start	Gene End	Coverage
GH63_e1	GH63:1941	3.2.1.20:9|3.2.1.84:9	alpha-glucan, alpha-glucan	774	3300029735.a:Ga0245259_100003_177	784	0	2	774	8	781	0.9974160206718347	0.9974160206718347
GH2_e92	GH2:6387|CBM67:1|CBM32:1	3.2.1.23:41	beta-galactan	861	3300029735.a:Ga0245259_100003_181	1031	0	3	861	28	887	0.9965156794425087	0.9965156794425087
GH1_e0	GH1:9150	3.2.1.86:26|3.2.1.23:2|3.2.1.21:1	beta-glucan, beta-galactan, beta-glucan	472	3300029735.a:Ga0245259_100003_387	478	4.3e-248	2	472	6	475	0.9957627118644068	0.9957627118644068
GH102_e2	GH102:4353	4.2.2.n1:8	-	134	3300029735.a:Ga0245259_100003_462	366	3.1e-69	1	134	127	258	0.9925373134328358	0.9925373134328358
CBM50_e486	CBM50:11431|GH73:1|CE4:1|GH25:1	-	chitin, peptidoglycan	43	3300029735.a:Ga0245259_100003_527	380	3.3e-21	1	42	124	165	0.9534883720930233	0.9534883720930233
GT51_e0	GT51:5325	2.4.1.129:10	-	165	3300029735.a:Ga0245259_100003_66	243	2.2e-85	1	165	63	228	0.9939393939393939	0.9939393939393939
GT51_e28	GT51:6681	2.4.1.129:11	-	172	3300029735.a:Ga0245259_100004_487	836	1.3e-82	2	171	206	375	0.9825581395348837	0.9825581395348837
GT9_e146	GT9:6	-	-	213	3300029735.a:Ga0245259_100007_360	353	8.7e-31	1	210	100	322	0.9812206572769953	0.9812206572769953
CBM50_e567	CBM50:3868	-	chitin, peptidoglycan	42	3300029735.a:Ga0245259_100014_230	441	5.5e-22	1	42	99	140	0.9761904761904762	0.9761904761904762
GH2_e92	GH2:6387|CBM67:1|CBM32:1	3.2.1.23:41	beta-galactan	861	3300029735.a:Ga0245259_100018_16	1025	0	3	861	40	917	0.9965156794425087	0.9965156794425087
