dbCAN subfam	Subfam Composition	Subfam EC	Substrate	Profile Length	Gene ID	Gene Length	E Value	Profile Start	Profile End	Gene Start	Gene End	Coverage
GT4_e3698	GT4:6	-	-	148	3300014616.a:Ga0121330_10011_10	374	1.3e-67	1	146	197	342	0.9797297297297297	0.9797297297297297
CBM48_e87	CBM48:176|GH13:167|GH13_9:3	-	glycogen	81	3300014616.a:Ga0121330_10011_142	631	1.6e-18	1	77	26	103	0.9382716049382716	0.9382716049382716
GH13_e200	GH13_9:2874|CBM48:2782|GH77:10|GH13:7|GH13_3:5|GH0:1|GT5:1|GH13_1:1	2.4.1.18:14	sucrose, alpha-glucan	301	3300014616.a:Ga0121330_10011_142	631	4.3e-139	1	301	173	471	0.9966777408637874	0.9966777408637874
GT5_e1	GT5:949|GT35:1	-	-	472	3300014616.a:Ga0121330_10011_145	476	7e-228	3	471	5	473	0.9915254237288136	0.9915254237288136
CBM34_e3	CBM34:227|GH13_39:209|GH77:42|GH13:17	-	starch	124	3300014616.a:Ga0121330_10011_147	266	3.3e-20	1	123	6	125	0.9838709677419355	0.9838709677419355
GH170_e17	GH170:554	-	-	350	3300014616.a:Ga0121330_10011_28	355	2e-138	1	349	2	347	0.9942857142857143	0.9942857142857143
GH8_e3	GH8:16	-	-	330	3300014616.a:Ga0121330_10011_36	370	1.3e-135	1	330	39	367	0.996969696969697	0.996969696969697
CBM50_e950	CBM50:56	-	chitin, peptidoglycan	43	3300014616.a:Ga0121330_10011_40	470	6.8e-17	1	42	46	87	0.9534883720930233	0.9534883720930233
CBM50_e553	CBM50:853|GH23:228|GH73:1	-	chitin, peptidoglycan	42	3300014616.a:Ga0121330_10011_40	470	4.1e-17	1	42	113	154	0.9761904761904762	0.9761904761904762
CBM50_e836	CBM50:137|GH73:109|GH25:4|GH104:1	-	chitin, peptidoglycan	43	3300014616.a:Ga0121330_10011_40	470	2.7e-18	1	42	186	227	0.9534883720930233	0.9534883720930233
CBM50_e540	CBM50:24	-	chitin, peptidoglycan	43	3300014616.a:Ga0121330_10011_40	470	1.3e-16	1	42	277	319	0.9534883720930233	0.9534883720930233
GT2	GT2:41|GT8:12	-	-	158	3300014616.a:Ga0121330_10011_8	332	6.2e-41	1	155	7	172	0.9746835443037974	0.9746835443037974
GT51_e10	GT51:2438	2.4.1.129:1	-	180	3300014616.a:Ga0121330_10015_114	754	1.8e-86	3	179	89	263	0.9777777777777777	0.9777777777777777
GH3_e85	GH3:61	-	-	226	3300014616.a:Ga0121330_10018_27	365	2e-116	2	226	96	320	0.9911504424778761	0.9911504424778761
GT8_e88	GT8:91|GT2:1	-	-	250	3300014616.a:Ga0121330_10018_5	368	3.2e-23	2	247	11	291	0.98	0.98
GH1_e87	GH1:1211	3.2.1.21:5|3.2.1.-:1|3.2.1.23:1	beta-glucan, polyphenol, beta-galactan	461	3300014616.a:Ga0121330_10019_78	467	1.7e-208	2	460	5	460	0.9934924078091106	0.9934924078091106
GH13_e122	GH13_31:1547|GH13_40:132|GH13:79|GH13_29:30|GH13_23:5|GH13_17:3|GH13_36:3|GH13_44:1|GT25:1|GT5:1	5.4.99.11:5|3.2.1.20:4|3.2.1.10:1|3.2.1.-:1|3.2.1.70:1	sucrose, sucrose, starch, starch, starch, starch	344	3300014616.a:Ga0121330_10020_5	542	2.3e-162	1	342	27	361	0.9912790697674418	0.9912790697674418
GT2	GT2:33|GT4:15|GT0:1	-	-	132	3300014616.a:Ga0121330_10021_11	1022	3.7e-41	1	128	7	134	0.9621212121212122	0.9621212121212122
GT4_e934	GT4:24|GT2:15	-	-	142	3300014616.a:Ga0121330_10021_11	1022	4e-61	1	141	852	992	0.9859154929577465	0.9859154929577465
GT2	GT2:41|GT8:12	-	-	158	3300014616.a:Ga0121330_10021_18	332	5e-50	1	157	7	170	0.9873417721518988	0.9873417721518988
CE9_e85	CE9:1715	-	-	369	3300014616.a:Ga0121330_10021_62	385	2.5e-188	1	368	9	377	0.994579945799458	0.994579945799458
GT28_e1	GT28:2579|CE4:1	-	-	164	3300014616.a:Ga0121330_10028_29	366	2.6e-60	1	163	190	351	0.9878048780487805	0.9878048780487805
CE4_e32	CE4:48	-	-	115	3300014616.a:Ga0121330_10031_57	484	3.1e-44	1	113	281	393	0.9739130434782609	0.9739130434782609
GT8_e232	GT8:264|GT2:2	-	-	249	3300014616.a:Ga0121330_10034_11	278	2.2e-102	1	248	6	254	0.9919678714859438	0.9919678714859438
GH25_e144	GH25:840|CBM50:678	3.2.1.17:4	peptidoglycan	181	3300014616.a:Ga0121330_10040_9	434	8.3e-77	1	181	33	216	0.994475138121547	0.994475138121547
CBM50_e758	CBM50:712|GH25:677|GH23:10|GH19:1	3.2.1.17:4	chitin, peptidoglycan	43	3300014616.a:Ga0121330_10040_9	434	1.2e-20	1	42	337	378	0.9534883720930233	0.9534883720930233
CBM50_e758	CBM50:712|GH25:677|GH23:10|GH19:1	3.2.1.17:4	chitin, peptidoglycan	43	3300014616.a:Ga0121330_10040_9	434	4.8e-20	1	42	392	433	0.9534883720930233	0.9534883720930233
GT2	GT2:340	-	-	162	3300014616.a:Ga0121330_10044_3	315	9.4e-76	1	162	5	166	0.9938271604938271	0.9938271604938271
GH65_e0	GH65:2334|GT2:1	2.4.1.8:9	alpha-glucan	378	3300014616.a:Ga0121330_10051_3	763	1.2e-203	1	377	325	692	0.9947089947089947	0.9947089947089947
GH73_e145	GH73:1783|CBM50:763	3.2.1.-:5|3.2.1.96:3|3.2.1.17:1	peptidoglycan, peptidoglycan, peptidoglycan	137	3300014616.a:Ga0121330_10060_16	279	5.4e-54	2	137	67	206	0.9854014598540146	0.9854014598540146
CBM50_e259	CBM50:712|GH73:692	3.2.1.96:5|3.2.1.-:4|3.2.1.17:1	chitin, peptidoglycan	42	3300014616.a:Ga0121330_10060_16	279	1.8e-18	1	41	238	278	0.9523809523809523	0.9523809523809523
CBM50_e965	CBM50:35	-	chitin, peptidoglycan	42	3300014616.a:Ga0121330_10064_1	241	2.4e-21	1	42	56	97	0.9761904761904762	0.9761904761904762
CBM50_e965	CBM50:35	-	chitin, peptidoglycan	42	3300014616.a:Ga0121330_10064_1	241	2.4e-21	1	42	131	172	0.9761904761904762	0.9761904761904762
CBM50_e1004	CBM50:1472|GH25:6|GH73:1	-	chitin, peptidoglycan	42	3300014616.a:Ga0121330_10064_1	241	5.2e-18	1	41	199	239	0.9523809523809523	0.9523809523809523
GT51_e50	GT51:2085	2.4.1.129:2	-	175	3300014616.a:Ga0121330_10064_9	724	4.3e-88	1	175	94	268	0.9942857142857143	0.9942857142857143
GH1_e65	GH1:2301	3.2.1.85:20	beta-galactan	461	3300014616.a:Ga0121330_10076_10	469	3e-244	2	460	5	464	0.9934924078091106	0.9934924078091106
GT2	GT2:12	-	-	300	3300014616.a:Ga0121330_10083_1	370	3.1e-79	1	296	41	342	0.9833333333333333	0.9833333333333333
GT2	GT2:23	-	-	224	3300014616.a:Ga0121330_10143_2	261	6.1e-93	1	224	7	230	0.9955357142857143	0.9955357142857143
GT2	GT2:6	-	-	185	3300014616.a:Ga0121330_10143_3	281	1.2e-52	10	183	49	235	0.9351351351351351	0.9351351351351351
GT2	GT2:11	-	-	158	3300014616.a:Ga0121330_10143_4	236	4.2e-57	1	157	4	160	0.9873417721518988	0.9873417721518988
