Gene ID	EC#	HMMER	dbCAN_sub	DIAMOND	Signalp	#ofTools
3300028963.a:Ga0169719_100002_106	3.5.1.108:18	CE11(4-276)	CE11_e22	CE11	N	3
3300028963.a:Ga0169719_100002_112	2.4.1.227:11	GT28(185-341)	GT28_e46	GT28	N	3
3300028963.a:Ga0169719_100002_20	2.4.1.182:13	GT19(9-366)	GT19_e17	GT19	N	3
3300028963.a:Ga0169719_100002_210	4.2.2.n1:10	GH23(497-622)	GH23_e96	GH23	Y(1-28)	3
3300028963.a:Ga0169719_100002_363	3.2.1.93:2	GH13_29(29-371)	GH13_e1	GH13_29	N	3
3300028963.a:Ga0169719_100002_52	2.4.1.129:11	GT51(208-379)	GT51_e28	GT51	N	3
3300028963.a:Ga0169719_100002_72	3.5.1.-:1	CE4(227-371)	CE4_e2	CE4	Y(1-20)	3
3300028963.a:Ga0169719_100002_79	-	AA1(66-510)	AA1_e20	-	Y(1-29)	2
3300028963.a:Ga0169719_100004_124	2.4.99.-:25	GT30(33-211)	GT30_e0	GT30	N	3
3300028963.a:Ga0169719_100004_125	2.4.99.-:11	GT9(78-305)	GT9_e0	GT9	N	3
3300028963.a:Ga0169719_100004_126	2.4.1.-:2	GT4(189-345)	GT4_e1251	GT4	N	3
3300028963.a:Ga0169719_100004_128	2.4.1.-:10|2.4.1.44:3|2.4.1.58:1	GT8(24-276)	GT8_e147	GT8	N	3
3300028963.a:Ga0169719_100004_129	2.4.1.58:14	GT8(6-272)	GT8_e183	GT8	N	3
3300028963.a:Ga0169719_100004_131	-	GT8(16-275)	GT8_e254	GT8	N	3
3300028963.a:Ga0169719_100004_132	-	GT2(9-157)	GT2	GT2	N	3
3300028963.a:Ga0169719_100004_134	2.4.99.-:11	GT9(76-300)	GT9_e71	GT9	N	3
3300028963.a:Ga0169719_100004_135	2.4.99.-:11	GT9(69-306)	GT9_e84	GT9	N	3
3300028963.a:Ga0169719_100004_139	-	GT2(9-137)	GT2	GT2	N	3
3300028963.a:Ga0169719_100004_181	3.2.1.-:1|3.2.1.1:1	GH13_19(226-595)	GH13_e62	GH13_19	Y(1-18)	3
3300028963.a:Ga0169719_100004_182	-	GH73(144-267)	GH73_e253	GH73	Y(1-28)	3
3300028963.a:Ga0169719_100004_220	2.4.1.12:6|2.4.1.-:1|2.4.1.12:6|2.4.1.-:1	GT2(276-446)	GT2+GT2	GT2	N	3
3300028963.a:Ga0169719_100004_222	3.2.1.4:20|3.2.1.6:1	GH8(25-343)	GH8_e0	GH8	Y(1-22)	3
3300028963.a:Ga0169719_100004_234	3.2.1.28:18	GH37(71-545)	GH37_e6	GH37	N	3
