dbCAN subfam	Subfam Composition	Subfam EC	Substrate	Profile Length	Gene ID	Gene Length	E Value	Profile Start	Profile End	Gene Start	Gene End	Coverage
GH3_e19	GH3:6438	3.2.1.52:16	chitin	223	3300007039.a:Ga0103962_100002_46	348	3.9e-106	2	222	56	278	0.9865470852017937	0.9865470852017937
CE9_e0	CE9:4926	3.5.1.25:23	host glycan	370	3300007039.a:Ga0103962_100002_59	382	4.1e-170	2	370	7	377	0.9945945945945946	0.9945945945945946
CBM48_e2	CBM48:14087|GH13_9:14033|GH77:8|GH13:5|GT5:2|GH13_3:1|GH0:1	2.4.1.18:57	glycogen	100	3300007039.a:Ga0103962_100003_12	730	1.1e-25	6	90	122	219	0.84	0.84
GH13_e200	GH13_9:2874|CBM48:2782|GH77:10|GH13:7|GH13_3:5|GH0:1|GT5:1|GH13_1:1	2.4.1.18:14	sucrose, alpha-glucan	301	3300007039.a:Ga0103962_100003_12	730	4.2e-161	1	300	275	574	0.9933554817275747	0.9933554817275747
CBM48_e3	CBM48:14267|GH13_11:14161|GH13:59|GH77:38|GH13_10:2|GH13_36:1	3.2.1.68:75|2.4.1.25:4|3.2.1.-:1	glycogen	101	3300007039.a:Ga0103962_100003_13	673	2.1e-21	14	97	25	102	0.8217821782178217	0.8217821782178217
GH13_e48	GH13_11:3001|CBM48:2819|GH13:35|GH77:23|GH13_10:3	3.2.1.68:15|3.2.1.-:1	sucrose, starch, starch	358	3300007039.a:Ga0103962_100003_13	673	8.2e-155	3	356	174	530	0.9860335195530726	0.9860335195530726
GT5_e31	GT5:5296	2.4.1.21:29	-	473	3300007039.a:Ga0103962_100003_15	480	2.5e-208	1	471	3	473	0.9936575052854123	0.9936575052854123
CBM50_e159	CBM50:312	-	chitin, peptidoglycan	49	3300007039.a:Ga0103962_100005_120	147	6.8e-31	1	49	96	144	0.9795918367346939	0.9795918367346939
GT2	GT2:7	-	-	149	3300007039.a:Ga0103962_100005_58	271	7.6e-75	1	149	4	152	0.9932885906040269	0.9932885906040269
GT9_e71	GT9:5354	2.4.99.-:11	-	224	3300007039.a:Ga0103962_100006_41	318	1.9e-101	3	223	80	298	0.9821428571428571	0.9821428571428571
CE11_e22	CE11:9240	3.5.1.108:18	exo-polysaccharide	272	3300007039.a:Ga0103962_100007_3	306	8e-134	1	271	5	276	0.9926470588235294	0.9926470588235294
GT30_e0	GT30:6984|GT2:1	2.4.99.-:25	-	177	3300007039.a:Ga0103962_100008_13	432	6.2e-71	2	176	36	213	0.9830508474576272	0.9830508474576272
GH32_e82	GH32:400	3.2.1.26:1	fructan	302	3300007039.a:Ga0103962_100009_73	486	6.8e-169	1	302	39	342	0.9966887417218543	0.9966887417218543
GT9_e247	GT9:332	2.4.99.-:3	-	222	3300007039.a:Ga0103962_100011_16	344	4.8e-90	3	222	104	323	0.9864864864864865	0.9864864864864865
GT25_e187	GT25:109	-	-	184	3300007039.a:Ga0103962_100011_20	283	7.4e-100	1	184	8	191	0.9945652173913043	0.9945652173913043
GT9_e20	GT9:800	2.4.99.-:1	-	240	3300007039.a:Ga0103962_100015_10	343	1.1e-114	1	239	69	305	0.9916666666666667	0.9916666666666667
GH92_e17	GH92:778	3.2.1.113:2	host glycan	495	3300007039.a:Ga0103962_100016_1	198	1.6e-85	303	495	1	192	0.3878787878787879	0.3878787878787879
GT19_e17	GT19:7713	2.4.1.182:13	-	358	3300007039.a:Ga0103962_100019_37	390	1.3e-166	1	357	9	369	0.994413407821229	0.994413407821229
GH102_e2	GH102:4353	4.2.2.n1:8	-	134	3300007039.a:Ga0103962_100028_18	376	7.4e-57	2	134	152	279	0.9850746268656716	0.9850746268656716
GT41_e0	GT41:501	2.4.1.-:6	-	450	3300007039.a:Ga0103962_100030_31	673	2.5e-218	3	448	158	619	0.9888888888888889	0.9888888888888889
GT51_e28	GT51:6681	2.4.1.129:11	-	172	3300007039.a:Ga0103962_100034_11	799	5.9e-84	1	171	166	336	0.9883720930232558	0.9883720930232558
GH23_e225	GH23:4469	4.2.2.n1:1	peptidoglycan	154	3300007039.a:Ga0103962_100002_202	465	6.3e-78	1	154	296	449	0.9935064935064936	0.9935064935064936
GH19_e34	GH19:662|CBM50:1	-	-	156	3300007039.a:Ga0103962_100003_148	208	2.6e-46	3	155	35	194	0.9743589743589743	0.9743589743589743
GT35_e0	GT35:17065|GH77:18|GH13_39:1	2.4.1.1:158	-	712	3300007039.a:Ga0103962_100003_16	822	0	1	711	107	815	0.9971910112359551	0.9971910112359551
GT35_e0	GT35:17065|GH77:18|GH13_39:1	2.4.1.1:158	-	712	3300007039.a:Ga0103962_100004_70	756	4.7e-253	1	711	78	754	0.9971910112359551	0.9971910112359551
GH77_e1	GH77:1346|GT35:16	2.4.1.25:3	starch	479	3300007039.a:Ga0103962_100004_71	502	4.8e-215	1	478	11	492	0.9958246346555324	0.9958246346555324
GT9_e54	GT9:1176	-	-	228	3300007039.a:Ga0103962_100005_37	352	1.4e-101	1	228	79	307	0.9956140350877193	0.9956140350877193
GT2	GT2:50	-	-	115	3300007039.a:Ga0103962_100006_127	272	5.4e-49	1	115	8	125	0.991304347826087	0.991304347826087
CE4_e321	CE4:3543|GH153:3495|GT2:1	3.5.1.-:8|3.2.1.-:8	peptidoglycan	170	3300007039.a:Ga0103962_100006_34	639	1.9e-69	2	168	88	252	0.9764705882352941	0.9764705882352941
GH153_e0	GH153:1203|CE4:1180	3.5.1.-:1|3.2.1.-:1	exo-polysaccharide	343	3300007039.a:Ga0103962_100006_34	639	1.5e-136	1	342	298	630	0.9941690962099126	0.9941690962099126
GT2	GT2:253|GT8:1|GT0:1	2.4.1.-:1	-	280	3300007039.a:Ga0103962_100006_35	414	1.8e-119	1	269	54	321	0.9571428571428572	0.9571428571428572
GT9_e84	GT9:7143|GT2:1	2.4.99.-:11	-	263	3300007039.a:Ga0103962_100006_44	348	4.4e-102	4	241	65	307	0.9011406844106464	0.9011406844106464
CBM50_e486	CBM50:11431|GH73:1|CE4:1|GH25:1	-	chitin, peptidoglycan	43	3300007039.a:Ga0103962_100006_49	412	2.4e-17	1	43	148	190	0.9767441860465116	0.9767441860465116
GH23_e8	GH23:203	-	-	87	3300007039.a:Ga0103962_100007_123	253	1.1e-50	1	87	43	129	0.9885057471264368	0.9885057471264368
GT28_e46	GT28:8561	2.4.1.227:11	-	160	3300007039.a:Ga0103962_100007_9	351	2.9e-61	1	159	182	337	0.9875	0.9875
GT2	GT2:120|GT4:1	-	-	123	3300007039.a:Ga0103962_100008_14	253	6.9e-60	1	123	6	128	0.991869918699187	0.991869918699187
GT25_e100	GT25:234	2.4.1.-:3	-	183	3300007039.a:Ga0103962_100011_15	226	1e-84	1	183	6	188	0.994535519125683	0.994535519125683
GT32_e121	GT32:24	-	-	77	3300007039.a:Ga0103962_100011_19	337	9e-32	1	76	109	184	0.974025974025974	0.974025974025974
GH108_e77	GH108:326	-	-	81	3300007039.a:Ga0103962_100011_86	168	4.4e-43	1	81	10	90	0.9876543209876543	0.9876543209876543
GT51_e130	GT51:5094	2.4.1.129:12	-	176	3300007039.a:Ga0103962_100014_33	871	7.2e-87	1	176	55	230	0.9943181818181818	0.9943181818181818
GH2_e104	GH2:483	3.2.1.23:6|3.2.1.31:2	beta-galactan, beta-glucuronan	863	3300007039.a:Ga0103962_100020_12	1009	0	3	862	34	895	0.9953650057937428	0.9953650057937428
GH103_e33	GH103:1582	-	-	296	3300007039.a:Ga0103962_100034_27	370	2.6e-119	1	296	52	364	0.9966216216216216	0.9966216216216216
GT2	GT2:40	-	-	157	3300007039.a:Ga0103962_100034_28	268	3.3e-83	1	157	5	161	0.9936305732484076	0.9936305732484076
GT2	GT2:48|GT4:1	-	-	191	3300007039.a:Ga0103962_100034_29	294	4e-83	1	184	4	189	0.9581151832460733	0.9581151832460733
