Gene ID	EC#	HMMER	dbCAN_sub	DIAMOND	Signalp	#ofTools
3300005460.a:Ga0073908_1000001_173	-	GT4(207-358)	GT4_e3355	GT4	N	3
3300005460.a:Ga0073908_1000001_249	-	GH3(160-389)	GH3_e11	GH3	Y(1-54)	3
3300005460.a:Ga0073908_1000001_280	2.4.1.18:57|2.4.1.18:14	GH13_9(332-632)	CBM48_e2+GH13_e200	CBM48+GH13_9	N	3
3300005460.a:Ga0073908_1000001_298	3.2.1.68:75|2.4.1.25:4|3.2.1.-:1|3.2.1.68:15|3.2.1.-:1	CBM48(3-92)+GH13_11(172-525)	CBM48_e3+GH13_e48	CBM48+GH13_11	N	3
3300005460.a:Ga0073908_1000001_318	3.2.1.1:3	GH13_5(37-374)	GH13_e25	GH13_5	N	3
3300005460.a:Ga0073908_1000001_338	-	GH13_32(16-236)	GH13_e26	GH13_32	N	3
3300005460.a:Ga0073908_1000001_339	3.2.1.1:2|3.2.1.41:2	CBM25(210-283)	CBM25_e10	CBM41+GH13_32	N	3
3300005460.a:Ga0073908_1000001_37	3.2.1.26:6	GH32(57-367)	GH32_e28	GH32	N	3
3300005460.a:Ga0073908_1000001_372	-	GT5(89-403)	GT4_e1800	GT4	N	3
3300005460.a:Ga0073908_1000001_80	-	GT28(206-378)	GT28_e141	GT28	N	3
3300005460.a:Ga0073908_1000016_51	-	GT4(145-300)	GT4_e2883	GT4	N	3
3300005460.a:Ga0073908_1000037_103	-	GH5_2(87-327)	GH5_e174	GH5_2	Y(1-34)	3
3300005460.a:Ga0073908_1000037_23	-	GT32(97-174)	GT32_e115	GT32	N	3
3300005460.a:Ga0073908_1000037_24	-	GT2(6-172)	GT2	GT2	N	3
3300005460.a:Ga0073908_1000037_25	-	GT111(9-218)	GT111_e2	GT111	N	3
3300005460.a:Ga0073908_1000037_28	-	GT2(5-126)	GT2	GT2	N	3
3300005460.a:Ga0073908_1000037_50	-	GT51(77-267)	GT51_e11	GT51	N	3
3300005460.a:Ga0073908_1000037_9	-	GT2(5-144)	GT2	-	N	2
3300005460.a:Ga0073908_1000042_118	3.2.1.22:8	GH36(29-683)	GH36_e2	GH36	N	3
3300005460.a:Ga0073908_1000042_126	5.4.99.11:5|3.2.1.20:4|3.2.1.10:1|3.2.1.-:1|3.2.1.70:1	GH13_31(46-411)	GH13_e122	GH13_31	N	3
