3300012886.a:Ga0160425_1003791	PUL0024_8	27.6	145	101	2	1433	1864	1	142	1.02e-13	72.8
3300012886.a:Ga0160425_1007372	PUL0350_19	26.0	739	441	19	1005	2936	61	788	5.57e-65	236
3300012886.a:Ga0160425_1004859	PUL0336_18	27.7	220	141	10	4267	4893	30	242	3.29e-08	55.5
3300012886.a:Ga0160425_1004829	PUL0121_4	38.7	243	141	5	1382	2092	4	244	8.34e-43	156
3300012886.a:Ga0160425_1000151	PUL0106_3	29.8	594	294	8	58751	60172	18	608	9.38e-62	226
3300012886.a:Ga0160425_1000261	PUL0124_19	43.1	615	327	7	15309	13471	5	598	1.49e-153	493
3300012886.a:Ga0160425_1000173	PUL0050_20	54.9	275	122	2	2074	2895	1	274	6.32e-91	298
3300012886.a:Ga0160425_1000273	PUL0145_15	39.9	1048	602	10	25111	28185	6	1048	8.44e-235	746
3300012886.a:Ga0160425_1000138	PUL0339_18	40.5	713	395	9	93387	95477	27	726	3.32e-158	511
3300012886.a:Ga0160425_1003953	PUL0094_1	40.9	149	87	1	8198	8641	63	211	6.75e-29	119
3300012886.a:Ga0160425_1001118	PUL0460_58	39.4	424	255	1	21542	22807	1	424	1.22e-87	293
3300012886.a:Ga0160425_1000553	PUL0406_16	57.1	617	261	3	42999	41152	176	789	7.53e-215	676
3300012886.a:Ga0160425_1000852	PUL0493_10	35.6	547	313	14	31828	33393	1	533	2.00e-88	301
3300012886.a:Ga0160425_1000437	PUL0339_6	28.7	484	319	13	28122	29546	228	694	1.25e-50	196
3300012886.a:Ga0160425_1000654	PUL0180_3	38.6	627	371	9	11594	13450	8	628	1.49e-123	406
3300012886.a:Ga0160425_1002384	PUL0108_20	38.2	212	129	2	5892	6521	5	216	3.06e-43	158
3300012886.a:Ga0160425_1000577	PUL0212_1	28.9	900	489	20	46986	44728	61	956	5.46e-89	316
3300012886.a:Ga0160425_1002417	PUL0460_98	33.8	343	199	13	2345	3331	1	329	1.10e-34	140
3300012886.a:Ga0160425_1002089	PUL0429_39	25.3	491	310	15	15370	16707	49	527	2.70e-26	115
3300012886.a:Ga0160425_1000959	PUL0107_20	55.2	319	139	3	27842	26892	2	318	1.34e-107	347
3300012886.a:Ga0160425_1000348	PUL0502_10	49.4	437	219	2	18856	17549	1	436	1.63e-136	436
3300012886.a:Ga0160425_1000395	PUL0121_8	34.9	645	389	10	25226	23352	10	643	1.38e-93	320
3300012886.a:Ga0160425_1000142	PUL0106_20	35.1	977	452	21	83895	81409	1	943	9.55e-170	553
3300012886.a:Ga0160425_1000644	PUL0335_5	56.0	511	225	0	25565	27097	6	516	1.47e-187	585
3300012886.a:Ga0160425_1001490	PUL0217_1	39.9	178	95	4	12142	11633	2	175	7.20e-38	140
3300012886.a:Ga0160425_1000509	PUL0017_9	49.3	671	320	6	46665	44662	120	773	2.15e-200	634
3300012886.a:Ga0160425_1000133	PUL0341_12	48.0	523	254	7	66588	65065	5	524	1.72e-153	489
3300012886.a:Ga0160425_1000722	PUL0013_7	36.1	524	295	10	12755	14296	5	498	1.94e-85	291
3300012886.a:Ga0160425_1000158	PUL0335_8	46.4	366	194	2	32625	31528	22	385	1.20e-96	320
3300012886.a:Ga0160425_1001051	PUL0121_28	33.2	280	180	4	15430	16263	20	294	1.04e-35	139
3300012886.a:Ga0160425_1000017	PUL0340_3	48.0	898	411	11	279180	276586	2	876	6.22e-226	714
3300012886.a:Ga0160425_1000310	PUL0267_10	52.2	942	434	9	73530	70729	2	935	3.39e-308	952
3300012886.a:Ga0160425_1000028	PUL0172_1	60.6	350	131	5	29087	30118	4	352	3.02e-135	430
3300012886.a:Ga0160425_1002754	PUL0368_30	38.3	230	130	3	10394	9714	17	237	8.05e-44	164
