dbCAN subfam	Subfam Composition	Subfam EC	Substrate	Profile Length	Gene ID	Gene Length	E Value	Profile Start	Profile End	Gene Start	Gene End	Coverage
GH38_e0	GH38:1275	-	-	259	3300029003.a:Ga0169627_100003_13	878	4.8e-146	1	258	7	264	0.9922779922779923	0.9922779922779923
GH23_e819	GH23:3899|CBM50:3878	-	-	143	3300029003.a:Ga0169627_100003_424	407	5.5e-75	1	143	56	198	0.993006993006993	0.993006993006993
CBM50_e338	CBM50:4180|GH23:4153	-	chitin, peptidoglycan	43	3300029003.a:Ga0169627_100003_424	407	4.3e-20	1	42	298	338	0.9534883720930233	0.9534883720930233
CBM50_e338	CBM50:4180|GH23:4153	-	chitin, peptidoglycan	43	3300029003.a:Ga0169627_100003_424	407	4.2e-19	1	42	357	396	0.9534883720930233	0.9534883720930233
GH4_e0	GH4:3065	3.2.1.22:13	raffinose	181	3300029003.a:Ga0169627_100007_132	452	1.5e-105	1	181	7	187	0.994475138121547	0.994475138121547
GH23_e150	GH23:4464	4.2.2.n1:2	peptidoglycan	149	3300029003.a:Ga0169627_100010_143	360	3.1e-72	2	148	208	354	0.9798657718120806	0.9798657718120806
GT2	GT2:35	2.4.1.175:4|2.4.1.226:4	-	154	3300029003.a:Ga0169627_100010_160	687	5.7e-64	1	154	154	334	0.9935064935064936	0.9935064935064936
GT2	GT2:35	2.4.1.175:4|2.4.1.226:4	-	154	3300029003.a:Ga0169627_100010_160	687	3.5e-63	1	154	436	586	0.9935064935064936	0.9935064935064936
GH1_e0	GH1:9150	3.2.1.86:26|3.2.1.23:2|3.2.1.21:1	beta-glucan, beta-galactan, beta-glucan	472	3300029003.a:Ga0169627_100010_82	478	4.5e-248	2	472	6	475	0.9957627118644068	0.9957627118644068
GT28_e46	GT28:8561	2.4.1.227:11	-	160	3300029003.a:Ga0169627_100017_119	356	2.5e-64	1	159	185	341	0.9875	0.9875
GH77_e27	GH77:4919|GH13_26:95|GT35:1	2.4.1.25:11	starch	540	3300029003.a:Ga0169627_100021_133	695	9.6e-271	1	539	149	685	0.9962962962962963	0.9962962962962963
CBM48_e3	CBM48:14267|GH13_11:14161|GH13:59|GH77:38|GH13_10:2|GH13_36:1	3.2.1.68:75|2.4.1.25:4|3.2.1.-:1	glycogen	101	3300029003.a:Ga0169627_100021_155	658	3e-39	4	96	10	101	0.9108910891089109	0.9108910891089109
GH13_e48	GH13_11:3001|CBM48:2819|GH13:35|GH77:23|GH13_10:3	3.2.1.68:15|3.2.1.-:1	sucrose, starch, starch	358	3300029003.a:Ga0169627_100021_155	658	2.6e-155	3	356	173	522	0.9860335195530726	0.9860335195530726
GT51_e71	GT51:5520	-	-	166	3300029003.a:Ga0169627_100024_150	759	9.7e-78	1	165	51	214	0.9879518072289156	0.9879518072289156
CE9_e34	CE9:1668	3.5.1.25:2|3.5.1.80:2	host glycan	366	3300029003.a:Ga0169627_100025_131	378	4.6e-200	1	366	8	373	0.9972677595628415	0.9972677595628415
GT51_e0	GT51:5325	2.4.1.129:10	-	165	3300029003.a:Ga0169627_100025_64	243	1.1e-86	1	164	63	227	0.9878787878787879	0.9878787878787879
GH102_e2	GH102:4353	4.2.2.n1:8	-	134	3300029003.a:Ga0169627_100031_15	366	3.1e-69	1	134	127	258	0.9925373134328358	0.9925373134328358
GH32_e57	GH32:2835	3.2.1.26:16	fructan	306	3300029003.a:Ga0169627_100031_52	468	7.4e-154	1	306	30	335	0.9967320261437909	0.9967320261437909
CBM50_e486	CBM50:11431|GH73:1|CE4:1|GH25:1	-	chitin, peptidoglycan	43	3300029003.a:Ga0169627_100031_83	380	2.2e-21	1	42	124	165	0.9534883720930233	0.9534883720930233
GH3_e19	GH3:6438	3.2.1.52:16	chitin	223	3300029003.a:Ga0169627_100032_102	342	9.3e-108	2	223	56	278	0.9910313901345291	0.9910313901345291
GT2	GT2:253|GT8:1|GT0:1	2.4.1.-:1	-	280	3300029003.a:Ga0169627_100032_179	442	6.7e-133	2	272	77	347	0.9642857142857143	0.9642857142857143
AA6_e2	AA6:22	-	-	195	3300029003.a:Ga0169627_100032_196	199	9.2e-70	2	193	5	193	0.9794871794871794	0.9794871794871794
AA2_e1	AA2:59	-	-	252	3300029003.a:Ga0169627_100051_27	727	9e-18	14	109	92	188	0.376984126984127	0.376984126984127
AA2_e1	AA2:59	-	-	252	3300029003.a:Ga0169627_100051_27	727	1.1e-16	16	249	461	720	0.9246031746031746	0.9246031746031746
GH3_e1	GH3:5872|GH16:4|CBM6:2|GH144:1	3.2.1.21:20|3.2.1.-:6	beta-glucan, beta-glucan	222	3300029003.a:Ga0169627_100057_24	756	2.9e-98	2	221	90	309	0.9864864864864865	0.9864864864864865
GH13_e62	GH13_19:166|CBM26:16|CBM25:10|CBM74:4|GH13:2|CBM48:1	3.2.1.-:1|3.2.1.1:1	sucrose, starch, starch	378	3300029003.a:Ga0169627_100062_26	655	8.5e-192	1	377	227	595	0.9947089947089947	0.9947089947089947
GT8_e254	GT8:553	-	-	257	3300029003.a:Ga0169627_100062_78	343	5.6e-148	2	257	21	276	0.9922178988326849	0.9922178988326849
GT9_e0	GT9:2054	2.4.99.-:11	-	240	3300029003.a:Ga0169627_100062_84	353	2.4e-121	1	240	79	318	0.9958333333333333	0.9958333333333333
GT56_e0	GT56:4056|GT41:1	2.4.1.-:18	-	353	3300029003.a:Ga0169627_100070_26	360	1e-180	1	352	2	352	0.9943342776203966	0.9943342776203966
GH8_e0	GH8:4312	3.2.1.4:20|3.2.1.6:1	cellulose, beta-glucan	326	3300029003.a:Ga0169627_100081_77	369	1.4e-149	1	326	26	344	0.9969325153374233	0.9969325153374233
GH37_e6	GH37:7900	3.2.1.28:18	trehalose	476	3300029003.a:Ga0169627_100118_47	566	1.4e-222	1	474	58	530	0.9936974789915967	0.9936974789915967
CBM50_e567	CBM50:3868	-	chitin, peptidoglycan	42	3300029003.a:Ga0169627_100004_308	441	3.6e-22	1	42	99	140	0.9761904761904762	0.9761904761904762
