Gene ID	CAZy ID	% Identical	Length	Mismatches	Gap Open	Gene Start	Gene End	CAZy Start	CAZy End	E Value	Bit Score
3300013916.a:Ga0121019_100010_58	CAE6110940.1|CE8	44.6	549	282	9	12	552	253	787	3.1e-124	449.5
3300013916.a:Ga0121019_100010_81	QGA28287.1|GT51	88.0	690	83	0	2	691	1	690	0.0e+00	1229.5
3300013916.a:Ga0121019_100010_110	QGA27752.1|CE11	97.6	467	11	0	1	467	1	467	1.0e-261	906.0
3300013916.a:Ga0121019_100010_125	QGA27767.1|GH20	76.2	827	197	0	1	827	1	827	0.0e+00	1310.4
3300013916.a:Ga0121019_100009_57	QGA26198.1|GH144	84.9	724	109	0	1	724	1	724	0.0e+00	1250.3
3300013916.a:Ga0121019_100009_59	AWZ17133.1|GH13_30	35.4	1167	637	26	239	1367	398	1485	1.3e-177	628.2
3300013916.a:Ga0121019_100009_63	QGA26205.1|GT1	94.2	328	19	0	1	328	1	328	5.4e-185	650.6
3300013916.a:Ga0121019_100009_79	CAE6204650.1|GH28	50.9	599	285	5	4	595	747	1343	7.8e-174	614.4
3300013916.a:Ga0121019_100009_140	AXF51455.1|GH23	26.4	1882	1049	50	10	1789	1799	3446	2.9e-147	527.7
3300013916.a:Ga0121019_100008_53	AXY72765.1|GH97	47.2	509	261	7	24	527	663	1168	7.8e-136	488.0
3300013916.a:Ga0121019_100008_63	QGA25712.1|GH125	91.1	473	42	0	1	473	1	473	1.1e-263	912.5
3300013916.a:Ga0121019_100008_87	CAG7911095.1|GH5_11	39.1	894	499	16	12	867	588	1474	1.3e-185	654.1
3300013916.a:Ga0121019_100008_92	CAD7280782.1|GT2	44.2	795	400	10	107	867	374	1158	5.7e-192	675.2
3300013916.a:Ga0121019_100007_12	AGL63717.2|GT4	48.5	653	315	8	186	837	107	739	3.4e-162	576.2
3300013916.a:Ga0121019_100007_112	QGA25978.1|GT5	86.4	471	64	0	1	471	1	471	6.2e-251	870.2
3300013916.a:Ga0121019_100007_113	QGA25977.1|CBM48|GH13_9	91.7	637	53	0	1	637	1	637	0.0e+00	1271.9
3300013916.a:Ga0121019_100007_114	QGA25976.1|GH31	92.8	819	59	0	1	819	1	819	0.0e+00	1650.6
3300013916.a:Ga0121019_100007_122	QGA25970.1|GT2	81.1	338	64	0	1	338	1	338	6.7e-154	547.4
3300013916.a:Ga0121019_100007_123	QGA25969.1|GT2	97.2	316	9	0	9	324	1	316	1.4e-177	625.9
3300013916.a:Ga0121019_100007_166	QGA25912.1|CE4	72.4	257	71	0	1	257	1	257	8.2e-104	380.6
3300013916.a:Ga0121019_100007_169	QMI84339.1|GT2	66.7	384	128	0	8	391	8	391	4.0e-150	535.0
3300013916.a:Ga0121019_100006_51	QGA26269.1|CBM32|GH31	79.3	1283	265	0	1	1283	1	1283	0.0e+00	2120.9
3300013916.a:Ga0121019_100006_116	QDZ63604.1|GT8	68.0	303	97	0	5	307	2	304	1.1e-123	446.8
3300013916.a:Ga0121019_100006_118	QCO47528.1|GT2	72.9	292	76	2	4	293	3	293	1.6e-127	459.5
3300013916.a:Ga0121019_100006_120	QCO47532.1|GT2	62.7	330	122	1	1	329	1	330	5.4e-124	448.0
3300013916.a:Ga0121019_100006_122	QGA26379.1|GT4	62.2	373	141	0	1	373	1	373	9.7e-138	493.8
3300013916.a:Ga0121019_100006_123	QGA26380.1|GT4	66.3	368	124	0	3	370	1	368	1.2e-145	520.0
3300013916.a:Ga0121019_100006_124	QGA26381.1|GT4	77.1	375	86	0	1	375	1	375	6.4e-166	587.4
3300013916.a:Ga0121019_100006_141	QGA26397.1|GH2	86.5	616	83	0	1	616	1	616	0.0e+00	1147.5
3300013916.a:Ga0121019_100006_145	VTQ06391.1|PL33_1	70.2	637	190	0	1	637	1	637	6.4e-275	950.3
3300013916.a:Ga0121019_100006_175	CUS04921.2|GT4	34.0	978	456	10	3	926	17	859	2.1e-162	577.0
3300013916.a:Ga0121019_100006_207	UKZ91289.1|AA0	71.0	756	211	4	7	760	3	752	0.0e+00	1107.8
3300013916.a:Ga0121019_100005_2	QGA25231.1|GH30_3	93.5	496	32	0	1	496	1	496	2.6e-279	964.5
3300013916.a:Ga0121019_100005_32	QGA28156.1|GH92	80.7	729	140	1	26	753	9	737	0.0e+00	1254.6
3300013916.a:Ga0121019_100005_34	CAD7252417.1|GH13	56.1	590	233	7	141	716	341	918	5.3e-172	608.6
3300013916.a:Ga0121019_100005_35	QGA25201.1|GH29	82.9	598	102	0	1	598	1	598	3.4e-312	1074.3
3300013916.a:Ga0121019_100005_137	QGA25114.1|GH171	92.9	410	29	0	1	410	1	410	4.2e-227	790.8
3300013916.a:Ga0121019_100005_139	QGA25113.1|CE9	76.7	369	86	0	1	369	1	369	5.9e-164	580.9
3300013916.a:Ga0121019_100005_153	QGA28146.1|GH3	90.8	567	52	0	1	567	1	567	1.9e-302	1041.6
3300013916.a:Ga0121019_100005_173	QGA25083.1|GT2	86.9	252	33	0	1	252	1	252	3.0e-127	458.4
3300013916.a:Ga0121019_100005_181	QGA25075.1|GH0	93.2	440	30	0	1	440	1	440	4.1e-244	847.4
3300013916.a:Ga0121019_100005_209	AFD09354.1|GH3	38.1	601	320	12	12	572	382	970	4.4e-105	386.0
3300013916.a:Ga0121019_100004_30	CAD7226128.1|GH38	33.4	707	423	11	3	678	1339	2028	1.6e-104	384.4
3300013916.a:Ga0121019_100004_33	QRY59689.1|CBM32	57.8	510	214	1	12	520	16	525	1.7e-180	636.3
3300013916.a:Ga0121019_100004_76	SCD19163.1|CE0	63.1	371	133	3	16	384	9	377	3.4e-138	495.4
3300013916.a:Ga0121019_100004_97	QGA27065.1|GH2|PL38	85.2	1191	176	0	1	1191	1	1191	0.0e+00	2150.9
3300013916.a:Ga0121019_100004_102	QGA24938.1|GH33	76.8	384	89	0	1	384	1	384	1.2e-175	619.8
3300013916.a:Ga0121019_100004_110	QDM08289.1|CE20	49.0	420	194	7	26	437	473	880	3.0e-114	416.0
3300013916.a:Ga0121019_100004_122	QGA27046.1|GH33	92.3	375	29	0	1	375	1	375	3.7e-206	721.1
3300013916.a:Ga0121019_100004_133	QGA27036.1|GH156	84.2	557	88	0	1	557	1	557	7.1e-286	986.5
3300013916.a:Ga0121019_100004_169	QMV71304.1|GH28	70.9	437	125	2	3	437	2	438	1.0e-183	646.7
3300013916.a:Ga0121019_100004_170	UPZ38794.1|PL11_1	63.0	605	224	0	7	611	3	607	4.1e-234	814.7
3300013916.a:Ga0121019_100004_173	QEF96404.1|GH2	42.9	511	264	12	21	520	649	1142	1.1e-110	404.4
3300013916.a:Ga0121019_100004_174	UPZ38272.1|GH105	68.9	379	114	1	35	409	8	386	3.3e-163	578.6
3300013916.a:Ga0121019_100004_175	QIH36377.1|GH2	65.6	957	328	1	27	982	25	981	0.0e+00	1332.8
3300013916.a:Ga0121019_100004_176	QMV70372.1|GH106	59.7	914	366	2	1	913	1	913	0.0e+00	1149.4
3300013916.a:Ga0121019_100004_179	QIH36363.1|GH28	79.0	463	96	1	1	463	1	462	1.3e-216	756.1
3300013916.a:Ga0121019_100004_181	ADE82894.1|GH105|GH28	44.5	715	364	12	27	714	887	1595	6.5e-167	591.7
3300013916.a:Ga0121019_100004_182	QIH36361.1|GH105	74.3	378	95	1	1	378	2	377	1.1e-176	623.2
3300013916.a:Ga0121019_100004_185	VTR39410.1|GH105	59.6	361	145	1	34	394	11	370	1.4e-131	473.4
3300013916.a:Ga0121019_100004_188	UQA75260.1|GH105	64.1	612	220	0	225	836	25	636	8.0e-249	864.0
3300013916.a:Ga0121019_100004_208	CUS01988.2|GH39	38.6	638	332	16	36	640	66	676	1.9e-120	437.2
3300013916.a:Ga0121019_100004_230	QGA26979.1|GT2	74.7	1135	286	1	1	1134	1	1135	0.0e+00	1725.7
3300013916.a:Ga0121019_100004_294	AST56160.1|GH35	35.9	874	506	19	252	1087	714	1571	1.3e-137	495.0
3300013916.a:Ga0121019_100004_306	QGA26126.1|GT2	93.4	243	16	0	1	243	1	243	3.1e-129	464.9
3300013916.a:Ga0121019_100003_38	QKJ30631.1|GH89	56.1	701	305	2	29	729	36	733	6.9e-252	874.0
3300013916.a:Ga0121019_100003_88	QYO62262.1|GH13	69.4	346	104	1	1	346	1	344	6.8e-124	448.4
3300013916.a:Ga0121019_100003_132	QGA27836.1|GT30	80.7	414	80	0	1	414	1	414	2.0e-200	702.2
3300013916.a:Ga0121019_100003_153	CUS02883.2|GH3	54.0	341	152	2	9	346	7	345	3.5e-105	385.6
3300013916.a:Ga0121019_100003_220	QGA27893.1|PL21	75.0	861	213	2	50	908	1	861	0.0e+00	1371.7
3300013916.a:Ga0121019_100003_233	ABM98857.2|GT4	64.7	306	108	0	5	310	6	311	2.2e-119	432.6
3300013916.a:Ga0121019_100003_237	UPZ37803.1|GT2	57.8	389	162	2	5	392	5	392	1.1e-115	420.6
3300013916.a:Ga0121019_100003_242	CDT27781.1|GT4	54.2	356	163	0	1	356	23	378	1.4e-106	390.2
3300013916.a:Ga0121019_100003_243	UPZ37798.1|GT2	58.9	350	144	0	5	354	44	393	1.6e-113	413.3
3300013916.a:Ga0121019_100003_304	SOE23805.1|GH0	66.9	378	122	2	9	385	7	382	2.1e-156	555.8
3300013916.a:Ga0121019_100003_332	QEH31146.1|GT2	57.5	386	157	2	1	382	1	383	1.6e-130	469.9
3300013916.a:Ga0121019_100003_335	VEJ19452.1|GT4	61.0	336	123	4	3	335	371	701	1.9e-108	396.4
3300013916.a:Ga0121019_100003_336	QAY63367.1|GT2	64.9	282	99	0	1	282	316	597	2.6e-106	389.0
3300013916.a:Ga0121019_100002_16	USQ04675.1|GH67	55.2	384	163	4	9	383	2	385	1.2e-117	427.2
3300013916.a:Ga0121019_100002_21	CCO12868.2|GH1	43.6	1442	513	16	11	1407	5	1191	0.0e+00	1104.0
3300013916.a:Ga0121019_100002_27	SNV43048.1|GH18	68.9	325	100	1	7	331	14	337	3.3e-129	465.3
3300013916.a:Ga0121019_100002_57	ULQ55327.1|CBM6	46.8	936	290	10	17	749	20	950	1.7e-234	816.2
3300013916.a:Ga0121019_100002_82	QGA27888.1|CBM32	75.7	362	88	0	1	362	1	362	2.0e-164	582.4
3300013916.a:Ga0121019_100002_83	VTQ06399.1|GH88	90.8	413	38	0	1	413	1	413	3.2e-227	791.2
3300013916.a:Ga0121019_100002_137	QGA26854.1|GT51	92.0	774	62	0	1	774	1	774	0.0e+00	1468.4
3300013916.a:Ga0121019_100002_143	AGL64345.2|GT2	51.7	584	274	3	425	1003	275	855	1.5e-164	584.3
3300013916.a:Ga0121019_100002_152	QGA26837.1|GH92	89.5	768	81	0	1	768	1	768	0.0e+00	1479.5
3300013916.a:Ga0121019_100002_174	QEH35261.1|CBM47	44.4	853	424	15	5	844	35	850	4.2e-175	619.4
3300013916.a:Ga0121019_100002_210	AGL63717.2|GT4	44.2	706	308	10	159	859	107	731	4.2e-152	542.7
