Gene ID	EC#	HMMER	dbCAN_sub	DIAMOND	Signalp	#ofTools
3300029707.a:Ga0245244_100005_103	3.2.1.53:2|3.2.1.-:1	GH123(60-599)	GH123_e16	GH123	Y(1-30)	3
3300029707.a:Ga0245244_100005_109	3.2.1.31:1	GH2(17-609)	GH2_e122	GH2	Y(1-21)	3
3300029707.a:Ga0245244_100005_171	-	GH31(204-640)	GH31_e65	GH31	Y(1-22)	3
3300029707.a:Ga0245244_100005_178	3.2.1.22:1	GH97(14-668)	GH97_e1	GH97	Y(1-23)	3
3300029707.a:Ga0245244_100005_185	-	GT2(2-158)	GT2	GT2	N	3
3300029707.a:Ga0245244_100005_199	-	GH133(286-638)	GH133_e1	GH133	N	3
3300029707.a:Ga0245244_100005_200	-	GT4(241-388)	GT4_e602	GT4	N	3
3300029707.a:Ga0245244_100005_201	-	GH57(6-324)	GH57_e10	GH57	N	3
3300029707.a:Ga0245244_100005_205	-	GT2(6-159)	GT2	-	N	2
3300029707.a:Ga0245244_100005_242	-	GH39(73-241)	GH39_e76	GH39	Y(1-25)	3
3300029707.a:Ga0245244_100005_243	3.2.1.-:4	GH125(69-464)	GH125_e1	GH125	Y(1-24)	3
3300029707.a:Ga0245244_100005_245	3.2.1.113:6|3.2.1.-:1	GH92(236-741)	GH92_e18	GH92	Y(1-25)	3
3300029707.a:Ga0245244_100005_27	-	GH15(220-581)	GH15_e39	GH15	N	3
3300029707.a:Ga0245244_100005_28	2.4.1.15:96	GT20(33-491)	GT20_e1	GT20	N	3
3300029707.a:Ga0245244_100005_332	-	GH20(157-514)	GH20_e135	GH20	Y(1-22)	3
3300029707.a:Ga0245244_100005_334	-	GH2(54-916)	GH2_e30	GH2	Y(1-23)	3
3300029707.a:Ga0245244_100005_75	-	CE1(31-260)	CE1_e22	-	Y(1-21)	2
3300029707.a:Ga0245244_100005_91	-	GT23(120-268)	GT23_e4	-	N	2
3300029707.a:Ga0245244_100005_96	3.2.1.23:2	GH2(22-699)	GH2_e137	GH2	Y(1-24)	3
3300029707.a:Ga0245244_100006_123	-	GT2(6-128)	GT2	GT2	N	3
3300029707.a:Ga0245244_100006_134	-	GT2(13-180)	GT2	GT2	N	3
3300029707.a:Ga0245244_100006_139	3.2.1.146:1	GH43_34(26-327)	GH43_e147	GH43_34	Y(1-18)	3
3300029707.a:Ga0245244_100006_140	3.2.1.113:6|3.2.1.-:1	GH92(237-744)	GH92_e18	GH92	Y(1-20)	3
3300029707.a:Ga0245244_100006_142	3.2.1.-:8|3.2.1.113:1|3.2.1.114:1|3.2.1.24:1	GH92(258-738)	GH92_e0	GH92	Y(1-20)	3
